NOC,Country,Place,Year,Discipline,Gender Cleaned,Event Cleaned
IRI,Iran,Silver,1972,Weightlifting,Men,Bantamweight
IRI,Iran,Bronze,1972,Wrestling,Men,"Light-Flyweight, Freestyle"
IRI,Iran,Silver,1972,Wrestling,Men,"Light-Flyweight, Greco-Roman"
IRI,Iran,Bronze,1976,Weightlifting,Men,Flyweight
IRI,Iran,Silver,1976,Wrestling,Men,"Welterweight, Freestyle"
IRI,Iran,Silver,1988,Wrestling,Men,"Bantamweight, Freestyle"
IRI,Iran,Silver,1992,Wrestling,Men,"Featherweight, Freestyle"
IRI,Iran,Bronze,1992,Wrestling,Men,"Middleweight, Freestyle"
IRI,Iran,Bronze,1992,Wrestling,Men,"Welterweight, Freestyle"
IRI,Iran,Silver,1996,Wrestling,Men,"Heavyweight, Freestyle"
IRI,Iran,Gold,1996,Wrestling,Men,"Light-Heavyweight, Freestyle"
IRI,Iran,Bronze,1996,Wrestling,Men,"Middleweight, Freestyle"
IRI,Iran,Bronze,2000,Taekwondo,Men,Featherweight
IRI,Iran,Gold,2000,Weightlifting,Men,Heavyweight
IRI,Iran,Gold,2000,Weightlifting,Men,Super-Heavyweight
IRI,Iran,Gold,2000,Wrestling,Men,"Featherweight, Freestyle"
IRI,Iran,Gold,2004,Taekwondo,Men,Featherweight
IRI,Iran,Bronze,2004,Taekwondo,Men,Welterweight
IRI,Iran,Gold,2004,Weightlifting,Men,Super-Heavyweight
IRI,Iran,Bronze,2004,Wrestling,Men,"Heavyweight, Freestyle"
IRI,Iran,Silver,2004,Wrestling,Men,"Lightweight, Freestyle"
IRI,Iran,Silver,2004,Wrestling,Men,"Super-Heavyweight, Freestyle"
IRI,Iran,Gold,2008,Taekwondo,Men,Welterweight
IRI,Iran,Bronze,2008,Wrestling,Men,"Lightweight, Freestyle"
IRI,Iran,Silver,2012,Athletics,Men,Discus Throw
IRI,Iran,Silver,2012,Taekwondo,Men,Featherweight
IRI,Iran,Gold,2012,Weightlifting,Men,Heavyweight
IRI,Iran,Silver,2012,Weightlifting,Men,Light-Heavyweight
IRI,Iran,Gold,2012,Weightlifting,Men,Middle-Heavyweight
IRI,Iran,Gold,2012,Weightlifting,Men,Super-Heavyweight
IRI,Iran,Silver,2012,Weightlifting,Men,Super-Heavyweight
IRI,Iran,Gold,2012,Wrestling,Men,"Featherweight, Greco-Roman"
IRI,Iran,Gold,2012,Wrestling,Men,"Heavyweight, Greco-Roman"
IRI,Iran,Bronze,2012,Wrestling,Men,"Light-Heavyweight, Freestyle"
IRI,Iran,Gold,2012,Wrestling,Men,"Lightweight, Greco-Roman"
IRI,Iran,Silver,2012,Wrestling,Men,"Middleweight, Freestyle"
IRI,Iran,Gold,2012,Wrestling,Men,"Super-Heavyweight, Freestyle"
IRI,Iran,Bronze,2016,Taekwondo,Women,Featherweight
IRI,Iran,Gold,2016,Weightlifting,Men,Light-Heavyweight
IRI,Iran,Gold,2016,Weightlifting,Men,Middle-Heavyweight
IRI,Iran,Bronze,2016,Wrestling,Men,"Featherweight, Freestyle"
IRI,Iran,Bronze,2016,Wrestling,Men,"Heavyweight, Greco-Roman"
IRI,Iran,Gold,2016,Wrestling,Men,"Middleweight, Freestyle"
IRI,Iran,Bronze,2016,Wrestling,Men,"Middleweight, Greco-Roman"
IRI,Iran,Silver,2016,Wrestling,Men,"Super-Heavyweight, Freestyle"
GDR,Germany,Silver,1968,Artistic Athletics,Women,Horse Vault
GDR,Germany,Bronze,1968,Artistic Athletics,Men,Team All-Around
GDR,Germany,Bronze,1968,Artistic Athletics,Women,Team All-Around
GDR,Germany,Silver,1968,Artistic Athletics,Women,Uneven Bars
GDR,Germany,Gold,1968,Athletics,Men,50 kilometres Walk
GDR,Germany,Silver,1968,Athletics,Men,Discus Throw
GDR,Germany,Silver,1968,Athletics,Men,Long Jump
GDR,Germany,Bronze,1968,Athletics,Men,Pole Vault
GDR,Germany,Gold,1968,Athletics,Women,Shot Put
GDR,Germany,Silver,1968,Athletics,Women,Shot Put
GDR,Germany,Gold,1968,Boxing,Men,Welterweight
GDR,Germany,Silver,1968,Rowing,Men,Coxed Fours
GDR,Germany,Gold,1968,Rowing,Men,Coxless Fours
GDR,Germany,Gold,1968,Rowing,Men,Coxless Pairs
GDR,Germany,Bronze,1968,Sailing,Open,Three Person Keelboat
GDR,Germany,Bronze,1968,Shooting,Open,"Free Pistol, 50 metres"
GDR,Germany,Bronze,1968,Shooting,Open,Trap
GDR,Germany,Gold,1968,Swimming,Men,100 metres Backstroke
GDR,Germany,Gold,1968,Swimming,Men,200 metres Backstroke
GDR,Germany,Silver,1968,Swimming,Women,200 metres Butterfly
GDR,Germany,Silver,1988,Athletics,Women,4 x 100 metres Relay
GDR,Germany,Bronze,1968,Swimming,Women,400 metres Individual Medley
GDR,Germany,Gold,1968,Wrestling,Men,"Middleweight, Greco-Roman"
GDR,Germany,Gold,1968,Wrestling,Men,"Welterweight, Greco-Roman"
GDR,Germany,Bronze,1972,Artistic Gymnastics,Women,Balance Beam
GDR,Germany,Gold,1972,Artistic Gymnastics,Men,Horse Vault
GDR,Germany,Gold,1972,Artistic Gymnastics,Women,Horse Vault
GDR,Germany,Silver,1972,Artistic Gymnastics,Women,Horse Vault
GDR,Germany,Silver,1972,Artistic Gymnastics,Women,Individual All-Around
GDR,Germany,Bronze,1972,Artistic Gymnastics,Men,Team All-Around
GDR,Germany,Silver,1972,Artistic Gymnastics,Women,Team All-Around
GDR,Germany,Gold,1972,Artistic Gymnastics,Women,Uneven Bars
GDR,Germany,Silver,1972,Artistic Gymnastics,Women,Uneven Bars
GDR,Germany,Silver,1972,Athletics,Women,"1,500 metres"
GDR,Germany,Gold,1972,Athletics,Women,100 metres Hurdles
GDR,Germany,Bronze,1972,Athletics,Women,100 metres Hurdles
GDR,Germany,Gold,1972,Athletics,Women,100 metres
GDR,Germany,Gold,1972,Athletics,Men,20 kilometres Walk
GDR,Germany,Bronze,1972,Athletics,Men,20 kilometres Walk
GDR,Germany,Gold,1972,Athletics,Women,200 metres
GDR,Germany,Gold,1972,Athletics,Women,400 metres
GDR,Germany,Bronze,1972,Athletics,Women,800 metres
GDR,Germany,Silver,1972,Athletics,Men,Hammer Throw
GDR,Germany,Silver,1972,Athletics,Men,High Jump
GDR,Germany,Gold,1972,Athletics,Women,Javelin Throw
GDR,Germany,Silver,1972,Athletics,Women,Javelin Throw
GDR,Germany,Bronze,1972,Athletics,Women,Pentathlon
GDR,Germany,Gold,1972,Athletics,Men,Pole Vault
GDR,Germany,Bronze,1972,Athletics,Men,Shot Put
GDR,Germany,Silver,1972,Athletics,Women,Shot Put
GDR,Germany,Silver,1972,Athletics,Men,Triple Jump
GDR,Germany,Bronze,1972,Boxing,Men,Light-Middleweight
GDR,Germany,Gold,1972,Canoe Slalom,Men,"Canadian Doubles, Slalom"
GDR,Germany,Gold,1972,Canoe Slalom,Men,"Canadian Singles, Slalom"
GDR,Germany,Gold,1972,Canoe Slalom,Men,"Kayak Singles, Slalom"
GDR,Germany,Bronze,1972,Canoe Slalom,Men,"Kayak Singles, Slalom"
GDR,Germany,Gold,1972,Canoe Slalom,Women,"Kayak Singles, Slalom"
GDR,Germany,Silver,1972,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
GDR,Germany,Bronze,1972,Cycling Track,Men,"1,000 metres Time Trial"
GDR,Germany,Silver,1972,Cycling Track,Men,"Tandem Sprint, 2,000 metres"
GDR,Germany,Silver,1972,Cycling Track,Men,"Team Pursuit, 4,000 metres"
GDR,Germany,Bronze,1972,Diving,Women,Platform
GDR,Germany,Bronze,1972,Diving,Women,Springboard
GDR,Germany,Bronze,1972,Football,Men,Football
GDR,Germany,Bronze,1972,Judo,Men,Half-Middleweight
GDR,Germany,Silver,1972,Rowing,Men,Coxed Fours
GDR,Germany,Gold,1972,Rowing,Men,Coxed Pairs
GDR,Germany,Gold,1972,Rowing,Men,Coxless Fours
GDR,Germany,Gold,1972,Rowing,Men,Coxless Pairs
GDR,Germany,Bronze,1972,Rowing,Men,Double Sculls
GDR,Germany,Bronze,1972,Rowing,Men,Eights
GDR,Germany,Bronze,1972,Rowing,Men,Single Sculls
GDR,Germany,Silver,1972,Sailing,Open,Three Person Keelboat
GDR,Germany,Bronze,1972,Shooting,Open,Skeet
GDR,Germany,Bronze,1972,Shooting,Open,"Small-Bore Rifle, Three Positions, 50 metres"
GDR,Germany,Gold,1972,Swimming,Men,100 metres Backstroke
GDR,Germany,Silver,1972,Swimming,Women,100 metres Butterfly
GDR,Germany,Gold,1972,Swimming,Men,200 metres Backstroke
GDR,Germany,Silver,1972,Swimming,Women,200 metres Individual Medley
GDR,Germany,Bronze,1972,Swimming,Women,400 metres Freestyle
GDR,Germany,Silver,1972,Volleyball,Men,Volleyball
GDR,Germany,Bronze,1972,Weightlifting,Men,Heavyweight
GDR,Germany,Bronze,1972,Weightlifting,Men,Super-Heavyweight
GDR,Germany,Silver,1972,Wrestling,Men,"Featherweight, Greco-Roman"
GDR,Germany,Silver,1976,Artistic Gymnastics,Women,Horse Vault
GDR,Germany,Bronze,1976,Artistic Gymnastics,Men,Pommelled Horse
GDR,Germany,Bronze,1976,Artistic Gymnastics,Men,Team All-Around
GDR,Germany,Bronze,1976,Artistic Gymnastics,Women,Team All-Around
GDR,Germany,Silver,1976,Athletics,Women,"1,500 metres"
GDR,Germany,Bronze,1976,Athletics,Women,"1,500 metres"
GDR,Germany,Gold,1976,Athletics,Women,100 metres Hurdles
GDR,Germany,Silver,1976,Athletics,Women,100 metres
GDR,Germany,Silver,1976,Athletics,Men,20 kilometres Walk
GDR,Germany,Bronze,1976,Athletics,Men,20 kilometres Walk
GDR,Germany,Gold,1976,Athletics,Women,200 metres
GDR,Germany,Bronze,1976,Athletics,Women,200 metres
GDR,Germany,Bronze,1976,Athletics,Men,"3,000 metres Steeplechase"
GDR,Germany,Bronze,1988,Athletics,Women,4 x 400 metres Relay
GDR,Germany,Silver,1976,Athletics,Women,400 metres
GDR,Germany,Bronze,1976,Athletics,Women,400 metres
GDR,Germany,Bronze,1976,Athletics,Women,800 metres
GDR,Germany,Silver,1976,Athletics,Men,Discus Throw
GDR,Germany,Gold,1976,Athletics,Women,Discus Throw
GDR,Germany,Bronze,1976,Athletics,Women,Discus Throw
GDR,Germany,Gold,1976,Athletics,Women,High Jump
GDR,Germany,Gold,1976,Athletics,Women,Javelin Throw
GDR,Germany,Bronze,1976,Athletics,Men,Long Jump
GDR,Germany,Gold,1976,Athletics,Women,Long Jump
GDR,Germany,Gold,1976,Athletics,Men,Marathon
GDR,Germany,Gold,1976,Athletics,Women,Pentathlon
GDR,Germany,Silver,1976,Athletics,Women,Pentathlon
GDR,Germany,Bronze,1976,Athletics,Women,Pentathlon
GDR,Germany,Gold,1976,Athletics,Men,Shot Put
GDR,Germany,Silver,1976,Boxing,Men,Featherweight
GDR,Germany,Gold,1976,Boxing,Men,Welterweight
GDR,Germany,Silver,1976,Canoe Sprint,Men,"Kayak Doubles, 1,000 metres"
GDR,Germany,Gold,1976,Canoe Sprint,Men,"Kayak Doubles, 500 metres"
GDR,Germany,Bronze,1976,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
GDR,Germany,Bronze,1976,Canoe Sprint,Men,"Kayak Fours, 1,000 metres"
GDR,Germany,Gold,1976,Canoe Sprint,Men,"Kayak Singles, 1,000 metres"
GDR,Germany,Bronze,1976,Canoe Sprint,Men,"Kayak Singles, 500 metres"
GDR,Germany,Gold,1976,Canoe Sprint,Women,"Kayak Singles, 500 metres"
GDR,Germany,Gold,1976,Cycling Track,Men,"1,000 metres Time Trial"
GDR,Germany,Bronze,1976,Cycling Track,Men,"Individual Pursuit, 4,000 metres"
GDR,Germany,Bronze,1976,Cycling Track,Men,Sprint
GDR,Germany,Silver,1976,Diving,Women,Springboard
GDR,Germany,Gold,1976,Football,Men,Football
GDR,Germany,Silver,1976,Handball,Women,Handball
GDR,Germany,Silver,1976,Rowing,Men,Coxed Fours
GDR,Germany,Gold,1976,Rowing,Women,Coxed Fours
GDR,Germany,Gold,1976,Rowing,Men,Coxed Pairs
GDR,Germany,Gold,1976,Rowing,Women,Coxed Quadruple Sculls
GDR,Germany,Gold,1976,Rowing,Men,Coxless Fours
GDR,Germany,Gold,1976,Rowing,Men,Coxless Pairs
GDR,Germany,Silver,1976,Rowing,Women,Coxless Pairs
GDR,Germany,Bronze,1976,Rowing,Men,Double Sculls
GDR,Germany,Silver,1976,Rowing,Women,Double Sculls
GDR,Germany,Gold,1976,Rowing,Men,Eights
GDR,Germany,Gold,1976,Rowing,Women,Eights
GDR,Germany,Gold,1976,Rowing,Men,Quadruple Sculls
GDR,Germany,Bronze,1976,Rowing,Men,Single Sculls
GDR,Germany,Gold,1976,Rowing,Women,Single Sculls
GDR,Germany,Gold,1976,Sailing,Open,One Person Dinghy
GDR,Germany,Bronze,1976,Sailing,Open,Three Person Keelboat
GDR,Germany,Gold,1976,Shooting,Open,"Free Pistol, 50 metres"
GDR,Germany,Silver,1976,Shooting,Open,"Free Pistol, 50 metres"
GDR,Germany,Gold,1976,Shooting,Open,"Rapid-Fire Pistol, 25 metres"
GDR,Germany,Silver,1976,Shooting,Open,"Rapid-Fire Pistol, 25 metres"
GDR,Germany,Bronze,1976,Swimming,Men,100 metres Backstroke
GDR,Germany,Gold,1976,Swimming,Women,100 metres Backstroke
GDR,Germany,Silver,1976,Swimming,Women,100 metres Backstroke
GDR,Germany,Gold,1976,Swimming,Women,100 metres Breaststroke
GDR,Germany,Gold,1976,Swimming,Women,100 metres Butterfly
GDR,Germany,Silver,1976,Swimming,Women,100 metres Butterfly
GDR,Germany,Gold,1976,Swimming,Women,100 metres Freestyle
GDR,Germany,Silver,1976,Swimming,Women,100 metres Freestyle
GDR,Germany,Gold,1976,Swimming,Women,200 metres Backstroke
GDR,Germany,Silver,1976,Swimming,Women,200 metres Backstroke
GDR,Germany,Gold,1976,Swimming,Women,200 metres Butterfly
GDR,Germany,Silver,1976,Swimming,Women,200 metres Butterfly
GDR,Germany,Bronze,1976,Swimming,Women,200 metres Butterfly
GDR,Germany,Gold,1976,Swimming,Women,200 metres Freestyle
GDR,Germany,Bronze,1972,Swimming,Men,4 x 100 metres Freestyle Relay
GDR,Germany,Gold,1976,Swimming,Women,400 metres Freestyle
GDR,Germany,Gold,1976,Swimming,Women,400 metres Individual Medley
GDR,Germany,Gold,1976,Swimming,Women,800 metres Freestyle
GDR,Germany,Bronze,1976,Weightlifting,Men,Middleweight
GDR,Germany,Silver,1976,Weightlifting,Men,Super-Heavyweight
GDR,Germany,Bronze,1976,Weightlifting,Men,Super-Heavyweight
GDR,Germany,Silver,1976,Wrestling,Men,"Bantamweight, Freestyle"
GDR,Germany,Bronze,1976,Wrestling,Men,"Lightweight, Greco-Roman"
GDR,Germany,Gold,1980,Artistic Gymnastics,Men,Floor Exercise
GDR,Germany,Bronze,1980,Artistic Gymnastics,Women,Floor Exercise
GDR,Germany,Bronze,1980,Artistic Gymnastics,Men,Horse Vault
GDR,Germany,Silver,1980,Artistic Gymnastics,Women,Horse Vault
GDR,Germany,Silver,1980,Artistic Gymnastics,Women,Individual All-Around
GDR,Germany,Bronze,1980,Artistic Gymnastics,Men,Parallel Bars
GDR,Germany,Bronze,1980,Artistic Gymnastics,Men,Pommelled Horse
GDR,Germany,Silver,1980,Artistic Gymnastics,Men,Team All-Around
GDR,Germany,Bronze,1980,Artistic Gymnastics,Women,Team All-Around
GDR,Germany,Gold,1980,Artistic Gymnastics,Women,Uneven Bars
GDR,Germany,Bronze,1980,Artistic Gymnastics,Women,Uneven Bars
GDR,Germany,Silver,1980,Athletics,Men,"1,500 metres"
GDR,Germany,Silver,1980,Athletics,Women,"1,500 metres"
GDR,Germany,Silver,1980,Athletics,Women,100 metres Hurdles
GDR,Germany,Silver,1980,Athletics,Women,100 metres
GDR,Germany,Bronze,1980,Athletics,Women,100 metres
GDR,Germany,Gold,1980,Athletics,Men,110 metres Hurdles
GDR,Germany,Bronze,1980,Athletics,Men,20 kilometres Walk
GDR,Germany,Gold,1980,Athletics,Women,200 metres
GDR,Germany,Bronze,1988,Swimming,Men,4 x 100 metres Freestyle Relay
GDR,Germany,Gold,1980,Athletics,Men,400 metres Hurdles
GDR,Germany,Bronze,1980,Athletics,Men,400 metres
GDR,Germany,Gold,1980,Athletics,Women,400 metres
GDR,Germany,Bronze,1980,Athletics,Women,400 metres
GDR,Germany,Gold,1980,Athletics,Men,50 kilometres Walk
GDR,Germany,Gold,1980,Athletics,Women,Discus Throw
GDR,Germany,Gold,1980,Athletics,Men,High Jump
GDR,Germany,Bronze,1980,Athletics,Men,High Jump
GDR,Germany,Bronze,1980,Athletics,Women,High Jump
GDR,Germany,Bronze,1980,Athletics,Men,Javelin Throw
GDR,Germany,Bronze,1980,Athletics,Women,Javelin Throw
GDR,Germany,Gold,1980,Athletics,Men,Long Jump
GDR,Germany,Silver,1980,Athletics,Men,Long Jump
GDR,Germany,Silver,1980,Athletics,Women,Long Jump
GDR,Germany,Gold,1980,Athletics,Men,Marathon
GDR,Germany,Bronze,1980,Athletics,Men,Shot Put
GDR,Germany,Gold,1980,Athletics,Women,Shot Put
GDR,Germany,Bronze,1980,Athletics,Women,Shot Put
GDR,Germany,Gold,1980,Boxing,Men,Featherweight
GDR,Germany,Bronze,1980,Boxing,Men,Heavyweight
GDR,Germany,Bronze,1980,Boxing,Men,Light-Heavyweight
GDR,Germany,Bronze,1980,Boxing,Men,Light-Middleweight
GDR,Germany,Bronze,1980,Boxing,Men,Lightweight
GDR,Germany,Bronze,1980,Boxing,Men,Welterweight
GDR,Germany,Silver,1980,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
GDR,Germany,Bronze,1980,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
GDR,Germany,Bronze,1980,Canoe Sprint,Men,"Canadian Singles, 500 metres"
GDR,Germany,Bronze,1980,Canoe Sprint,Men,"Kayak Doubles, 500 metres"
GDR,Germany,Gold,1980,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
GDR,Germany,Gold,1980,Canoe Sprint,Men,"Kayak Fours, 1,000 metres"
GDR,Germany,Gold,1980,Canoe Sprint,Men,"Kayak Singles, 1,000 metres"
GDR,Germany,Gold,1980,Canoe Sprint,Women,"Kayak Singles, 500 metres"
GDR,Germany,Silver,1980,Cycling Road,Men,100 kilometres Team Time Trial
GDR,Germany,Gold,1980,Cycling Track,Men,"1,000 metres Time Trial"
GDR,Germany,Gold,1980,Cycling Track,Men,Sprint
GDR,Germany,Silver,1980,Cycling Track,Men,"Team Pursuit, 4,000 metres"
GDR,Germany,Gold,1980,Diving,Men,Platform
GDR,Germany,Gold,1980,Diving,Women,Platform
GDR,Germany,Silver,1980,Diving,Women,Springboard
GDR,Germany,Bronze,1980,Diving,Women,Springboard
GDR,Germany,Silver,1980,Football,Men,Football
GDR,Germany,Gold,1980,Handball,Men,Handball
GDR,Germany,Bronze,1980,Handball,Women,Handball
GDR,Germany,Bronze,1980,Judo,Men,Half-Heavyweight
GDR,Germany,Bronze,1980,Judo,Men,Half-Middleweight
GDR,Germany,Bronze,1980,Judo,Men,Lightweight
GDR,Germany,Bronze,1980,Judo,Men,Middleweight
GDR,Germany,Gold,1980,Judo,Men,Open Class
GDR,Germany,Gold,1980,Rowing,Men,Coxed Fours
GDR,Germany,Gold,1980,Rowing,Women,Coxed Fours
GDR,Germany,Gold,1980,Rowing,Men,Coxed Pairs
GDR,Germany,Gold,1980,Rowing,Women,Coxed Quadruple Sculls
GDR,Germany,Gold,1980,Rowing,Men,Coxless Fours
GDR,Germany,Gold,1980,Rowing,Men,Coxless Pairs
GDR,Germany,Gold,1980,Rowing,Women,Coxless Pairs
GDR,Germany,Gold,1980,Rowing,Men,Double Sculls
GDR,Germany,Silver,1980,Rowing,Women,Double Sculls
GDR,Germany,Gold,1980,Rowing,Men,Eights
GDR,Germany,Gold,1980,Rowing,Women,Eights
GDR,Germany,Gold,1980,Rowing,Men,Quadruple Sculls
GDR,Germany,Bronze,1980,Rowing,Men,Single Sculls
GDR,Germany,Bronze,1980,Rowing,Women,Single Sculls
GDR,Germany,Silver,1980,Sailing,Open,Two Person Dinghy
GDR,Germany,Silver,1980,Shooting,Open,"Free Pistol, 50 metres"
GDR,Germany,Silver,1980,Shooting,Open,"Rapid-Fire Pistol, 25 metres"
GDR,Germany,Silver,1980,Shooting,Open,"Running Target, 50 metres"
GDR,Germany,Silver,1980,Shooting,Open,"Small-Bore Rifle, Prone, 50 metres"
GDR,Germany,Silver,1980,Shooting,Open,"Small-Bore Rifle, Three Positions, 50 metres"
GDR,Germany,Bronze,1980,Shooting,Open,Trap
GDR,Germany,Gold,1980,Swimming,Women,100 metres Backstroke
GDR,Germany,Silver,1980,Swimming,Women,100 metres Backstroke
GDR,Germany,Bronze,1980,Swimming,Women,100 metres Backstroke
GDR,Germany,Gold,1980,Swimming,Women,100 metres Breaststroke
GDR,Germany,Silver,1980,Swimming,Men,100 metres Butterfly
GDR,Germany,Gold,1980,Swimming,Women,100 metres Butterfly
GDR,Germany,Silver,1980,Swimming,Women,100 metres Butterfly
GDR,Germany,Bronze,1980,Swimming,Women,100 metres Butterfly
GDR,Germany,Gold,1980,Swimming,Men,100 metres Freestyle
GDR,Germany,Gold,1980,Swimming,Women,100 metres Freestyle
GDR,Germany,Silver,1980,Swimming,Women,100 metres Freestyle
GDR,Germany,Bronze,1980,Swimming,Women,100 metres Freestyle
GDR,Germany,Gold,1980,Swimming,Women,200 metres Backstroke
GDR,Germany,Silver,1980,Swimming,Women,200 metres Backstroke
GDR,Germany,Bronze,1980,Swimming,Women,200 metres Backstroke
GDR,Germany,Bronze,1980,Swimming,Men,200 metres Butterfly
GDR,Germany,Gold,1980,Swimming,Women,200 metres Butterfly
GDR,Germany,Silver,1980,Swimming,Women,200 metres Butterfly
GDR,Germany,Gold,1980,Swimming,Women,200 metres Freestyle
GDR,Germany,Silver,1980,Swimming,Women,200 metres Freestyle
GDR,Germany,Bronze,1980,Swimming,Women,200 metres Freestyle
GDR,Germany,Gold,1980,Swimming,Women,400 metres Freestyle
GDR,Germany,Silver,1980,Swimming,Women,400 metres Freestyle
GDR,Germany,Bronze,1980,Swimming,Women,400 metres Freestyle
GDR,Germany,Gold,1980,Swimming,Women,400 metres Individual Medley
GDR,Germany,Silver,1980,Swimming,Women,800 metres Freestyle
GDR,Germany,Bronze,1980,Swimming,Women,800 metres Freestyle
GDR,Germany,Silver,1980,Volleyball,Women,Volleyball
GDR,Germany,Silver,1980,Weightlifting,Men,Lightweight
GDR,Germany,Bronze,1980,Weightlifting,Men,Middle-Heavyweight
GDR,Germany,Silver,1980,Weightlifting,Men,Super-Heavyweight
GDR,Germany,Silver,1980,Wrestling,Men,"Light-Heavyweight, Freestyle"
GDR,Germany,Silver,1968,Swimming,Women,4 x 100 metres Freestyle Relay
GDR,Germany,Silver,1972,Swimming,Women,4 x 100 metres Freestyle Relay
GDR,Germany,Silver,1976,Swimming,Women,4 x 100 metres Freestyle Relay
GDR,Germany,Gold,1980,Swimming,Women,4 x 100 metres Freestyle Relay
GDR,Germany,Gold,1988,Swimming,Women,4 x 100 metres Freestyle Relay
GDR,Germany,Bronze,1988,Artistic Gymnastics,Men,Horizontal Bar
GDR,Germany,Silver,1988,Artistic Gymnastics,Men,Horse Vault
GDR,Germany,Bronze,1988,Artistic Gymnastics,Men,Parallel Bars
GDR,Germany,Gold,1988,Artistic Gymnastics,Men,Rings
GDR,Germany,Bronze,1988,Artistic Gymnastics,Men,Rings
GDR,Germany,Silver,1988,Artistic Gymnastics,Men,Team All-Around
GDR,Germany,Bronze,1988,Artistic Gymnastics,Women,Team All-Around
GDR,Germany,Silver,1988,Artistic Gymnastics,Women,Uneven Bars
GDR,Germany,Bronze,1988,Athletics,Men,"1,500 metres"
GDR,Germany,Silver,1988,Athletics,Women,100 metres Hurdles
GDR,Germany,Bronze,1988,Athletics,Women,100 metres
GDR,Germany,Silver,1988,Athletics,Men,20 kilometres Walk
GDR,Germany,Bronze,1988,Athletics,Women,200 metres
GDR,Germany,Bronze,1988,Athletics,Women,400 metres Hurdles
GDR,Germany,Silver,1988,Athletics,Women,400 metres
GDR,Germany,Bronze,1988,Athletics,Men,"5,000 metres"
GDR,Germany,Silver,1988,Athletics,Men,50 kilometres Walk
GDR,Germany,Bronze,1988,Athletics,Men,50 kilometres Walk
GDR,Germany,Gold,1988,Athletics,Women,800 metres
GDR,Germany,Silver,1988,Athletics,Women,800 metres
GDR,Germany,Gold,1988,Athletics,Men,Decathlon
GDR,Germany,Silver,1988,Athletics,Men,Decathlon
GDR,Germany,Gold,1988,Athletics,Men,Discus Throw
GDR,Germany,Gold,1988,Athletics,Women,Discus Throw
GDR,Germany,Silver,1988,Athletics,Women,Discus Throw
GDR,Germany,Bronze,1988,Athletics,Men,Half-Middleweight
GDR,Germany,Silver,1988,Athletics,Men,Heavyweight
GDR,Germany,Silver,1988,Athletics,Women,Heptathlon
GDR,Germany,Bronze,1988,Athletics,Women,Heptathlon
GDR,Germany,Gold,1988,Athletics,Women,Javelin Throw
GDR,Germany,Bronze,1988,Athletics,Women,Javelin Throw
GDR,Germany,Silver,1988,Athletics,Men,Lightweight
GDR,Germany,Silver,1988,Athletics,Women,Long Jump
GDR,Germany,Bronze,1988,Athletics,Women,Marathon
GDR,Germany,Gold,1988,Athletics,Men,Shot Put
GDR,Germany,Silver,1988,Athletics,Women,Shot Put
GDR,Germany,Silver,1988,Boxing,Men,Flyweight
GDR,Germany,Gold,1988,Boxing,Men,Lightweight
GDR,Germany,Gold,1988,Boxing,Men,Middleweight
GDR,Germany,Silver,1988,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
GDR,Germany,Silver,1988,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
GDR,Germany,Gold,1988,Canoe Sprint,Men,"Canadian Singles, 500 metres"
GDR,Germany,Gold,1988,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
GDR,Germany,Bronze,1988,Canoe Sprint,Men,"Kayak Fours, 1,000 metres"
GDR,Germany,Gold,1988,Canoe Sprint,Women,"Kayak Fours, 500 metres"
GDR,Germany,Bronze,1988,Canoe Sprint,Men,"Kayak Singles, 1,000 metres"
GDR,Germany,Silver,1988,Canoe Sprint,Men,"Kayak Singles, 500 metres"
GDR,Germany,Silver,1988,Canoe Sprint,Women,"Kayak Singles, 500 metres"
GDR,Germany,Gold,1988,Cycling Road,Men,100 kilometres Team Time Trial
GDR,Germany,Gold,1988,Cycling Road,Men,"Road Race, Individual"
GDR,Germany,Bronze,1988,Cycling Track,Men,"Individual Pursuit, 4,000 metres"
GDR,Germany,Gold,1988,Cycling Track,Men,Sprint
GDR,Germany,Silver,1988,Cycling Track,Women,Sprint
GDR,Germany,Silver,1988,Cycling Track,Men,"Team Pursuit, 4,000 metres"
GDR,Germany,Silver,1988,Fencing,Men,"Foil, Individual"
GDR,Germany,Gold,1988,Rowing,Men,Coxed Fours
GDR,Germany,Gold,1988,Rowing,Women,Coxed Fours
GDR,Germany,Silver,1988,Rowing,Men,Coxed Pairs
GDR,Germany,Gold,1988,Rowing,Men,Coxless Fours
GDR,Germany,Gold,1988,Rowing,Women,Double Sculls
GDR,Germany,Gold,1988,Rowing,Women,Eights
GDR,Germany,Bronze,1988,Rowing,Men,Quadruple Sculls
GDR,Germany,Gold,1988,Rowing,Women,Quadruple Sculls
GDR,Germany,Gold,1988,Rowing,Men,Single Sculls
GDR,Germany,Gold,1988,Rowing,Women,Single Sculls
GDR,Germany,Gold,1988,Sailing,Open,Three Person Keelboat
GDR,Germany,Silver,1988,Shooting,Men,"Rapid-Fire Pistol, 25 metres"
