NOC,Country,Place,Year,Discipline,Gender Cleaned,Event Cleaned
USA,United States,Gold,1984,Boxing,Men,Light-Flyweight
USA,United States,Bronze,1984,Boxing,Men,Light-Heavyweight
USA,United States,Gold,1984,Boxing,Men,Light-Middleweight
USA,United States,Gold,1984,Boxing,Men,Lightweight
USA,United States,Gold,1984,Boxing,Men,Light-Welterweight
USA,United States,Silver,1984,Boxing,Men,Middleweight
USA,United States,Gold,1984,Boxing,Men,Super-Heavyweight
USA,United States,Gold,1984,Boxing,Men,Welterweight
USA,United States,Bronze,1984,Canoe Sprint,Men,"Kayak Singles, 1,000 metres"
USA,United States,Bronze,1984,Cycling Road,Men,100 kilometres Team Time Trial
USA,United States,Gold,1984,Cycling Road,Men,"Road Race, Individual"
USA,United States,Gold,1984,Cycling Road,Women,"Road Race, Individual"
USA,United States,Silver,1984,Cycling Road,Women,"Road Race, Individual"
USA,United States,Gold,1984,Cycling Track,Men,"Individual Pursuit, 4,000 metres"
USA,United States,Bronze,1984,Cycling Track,Men,"Individual Pursuit, 4,000 metres"
USA,United States,Gold,1984,Cycling Track,Men,Sprint
USA,United States,Silver,1984,Cycling Track,Men,Sprint
USA,United States,Silver,1984,Cycling Track,Men,"Team Pursuit, 4,000 metres"
USA,United States,Gold,1984,Diving,Men,Platform
USA,United States,Silver,1984,Diving,Men,Platform
USA,United States,Silver,1984,Diving,Women,Platform
USA,United States,Bronze,1984,Diving,Women,Platform
USA,United States,Gold,1984,Diving,Men,Springboard
USA,United States,Bronze,1984,Diving,Men,Springboard
USA,United States,Silver,1984,Diving,Women,Springboard
USA,United States,Bronze,1984,Diving,Women,Springboard
USA,United States,Silver,1984,Equestrian Eventing,Open,Individual
USA,United States,Gold,1984,Equestrian Eventing,Open,Team
USA,United States,Gold,1984,Equestrian Jumping,Open,Individual
USA,United States,Silver,1984,Equestrian Jumping,Open,Individual
USA,United States,Gold,1984,Equestrian Jumping,Open,Team
USA,United States,Bronze,1984,Fencing,Men,"Sabre, Individual"
USA,United States,Bronze,1984,Hockey,Women,Hockey
USA,United States,Bronze,1984,Judo,Men,Extra-Lightweight
USA,United States,Silver,1984,Judo,Men,Middleweight
USA,United States,Silver,1984,Modern Pentathlon,Men,Team
USA,United States,Silver,1984,Rowing,Men,Coxed Fours
USA,United States,Bronze,1984,Rowing,Men,Coxed Pairs
USA,United States,Silver,1984,Rowing,Women,Coxed Quadruple Sculls
USA,United States,Silver,1984,Rowing,Men,Coxless Fours
USA,United States,Gold,1984,Rowing,Men,Double Sculls
USA,United States,Silver,1984,Rowing,Men,Eights
USA,United States,Gold,1984,Rowing,Women,Eights
USA,United States,Silver,1984,Rowing,Women,Single Sculls
USA,United States,Gold,1984,Shooting,Women,"Air Rifle, 10 metres"
USA,United States,Gold,1984,Shooting,Open,Skeet
USA,United States,Gold,1984,Shooting,Men,"Small-Bore Rifle, Prone, 50 metres"
USA,United States,Bronze,1984,Shooting,Women,"Small-Bore Rifle, Three Positions, 50 metres"
USA,United States,Silver,1984,Shooting,Women,"Sporting Pistol, 25 metres"
USA,United States,Bronze,1984,Shooting,Open,Trap
USA,United States,Gold,1984,Swimming,Men,"1,500 metres Freestyle"
USA,United States,Silver,1984,Swimming,Men,"1,500 metres Freestyle"
USA,United States,Gold,1984,Swimming,Men,100 metres Backstroke
USA,United States,Silver,1984,Swimming,Men,100 metres Backstroke
USA,United States,Gold,1984,Swimming,Women,100 metres Backstroke
USA,United States,Silver,1984,Swimming,Women,100 metres Backstroke
USA,United States,Gold,1984,Swimming,Men,100 metres Breaststroke
USA,United States,Silver,1984,Swimming,Men,100 metres Butterfly
USA,United States,Gold,1984,Swimming,Women,100 metres Butterfly
USA,United States,Silver,1984,Swimming,Women,100 metres Butterfly
USA,United States,Gold,1984,Swimming,Men,100 metres Freestyle
USA,United States,Gold,1984,Swimming,Women,100 metres Freestyle
USA,United States,Gold,1984,Swimming,Women,100 metres Freestyle
USA,United States,Gold,1984,Swimming,Men,200 metres Backstroke
USA,United States,Silver,1984,Swimming,Women,200 metres Backstroke
USA,United States,Silver,1984,Swimming,Women,200 metres Breaststroke
USA,United States,Gold,1984,Swimming,Women,200 metres Butterfly
USA,United States,Silver,1984,Swimming,Men,200 metres Freestyle
USA,United States,Gold,1984,Swimming,Women,200 metres Freestyle
USA,United States,Silver,1984,Swimming,Women,200 metres Freestyle
USA,United States,Silver,1984,Swimming,Men,200 metres Individual Medley
USA,United States,Gold,1984,Swimming,Women,200 metres Individual Medley
USA,United States,Silver,1984,Swimming,Women,200 metres Individual Medley
USA,United States,Gold,1984,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Bronze,1988,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Gold,1992,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Gold,1996,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Gold,1984,Swimming,Men,400 metres Freestyle
USA,United States,Silver,1984,Swimming,Men,400 metres Freestyle
USA,United States,Gold,1984,Swimming,Women,400 metres Freestyle
USA,United States,Gold,1984,Swimming,Women,400 metres Individual Medley
USA,United States,Gold,1984,Swimming,Women,800 metres Freestyle
USA,United States,Silver,1984,Swimming,Women,800 metres Freestyle
USA,United States,Gold,1984,Volleyball,Men,Volleyball
USA,United States,Silver,1984,Volleyball,Women,Volleyball
USA,United States,Silver,1984,Water Polo,Men,Water Polo
USA,United States,Bronze,1984,Weightlifting,Men,Heavyweight II
USA,United States,Silver,1984,Weightlifting,Men,Super-Heavyweight
USA,United States,Silver,1984,Wrestling,Men,"Bantamweight, Freestyle"
USA,United States,Gold,1984,Wrestling,Men,"Featherweight, Freestyle"
USA,United States,Gold,1984,Wrestling,Men,"Heavyweight, Freestyle"
USA,United States,Silver,1984,Wrestling,Men,"Heavyweight, Greco-Roman"
USA,United States,Gold,1984,Wrestling,Men,"Light-Flyweight, Freestyle"
USA,United States,Gold,1984,Wrestling,Men,"Light-Heavyweight, Freestyle"
USA,United States,Gold,1984,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
USA,United States,Silver,1984,Wrestling,Men,"Lightweight, Freestyle"
USA,United States,Bronze,1984,Wrestling,Men,"Lightweight, Greco-Roman"
USA,United States,Gold,1984,Wrestling,Men,"Middleweight, Freestyle"
USA,United States,Gold,1984,Wrestling,Men,"Super-Heavyweight, Freestyle"
USA,United States,Gold,1984,Wrestling,Men,"Super-Heavyweight, Greco-Roman"
USA,United States,Gold,1984,Wrestling,Men,"Welterweight, Freestyle"
USA,United States,Gold,1988,Archery,Men,Individual
USA,United States,Silver,1988,Archery,Men,Team
USA,United States,Bronze,1988,Archery,Women,Team
USA,United States,Bronze,1988,Artistic Gymnastics,Women,Balance Beam
USA,United States,Silver,1988,Artistic Swimming,Women,Duet
USA,United States,Silver,1988,Artistic Swimming,Women,Solo
USA,United States,Gold,1988,Athletics,Men,100 metres
USA,United States,Bronze,1988,Athletics,Men,100 metres
USA,United States,Gold,1988,Athletics,Women,100 metres
USA,United States,Silver,1988,Athletics,Women,100 metres
USA,United States,Gold,1988,Athletics,Men,110 metres Hurdles
USA,United States,Bronze,1988,Athletics,Men,110 metres Hurdles
USA,United States,Gold,1988,Athletics,Men,200 metres
USA,United States,Silver,1988,Athletics,Men,200 metres
USA,United States,Gold,1988,Athletics,Women,200 metres
USA,United States,Silver,2004,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Silver,2008,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Bronze,2012,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Silver,2016,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Gold,1988,Athletics,Men,400 metres Hurdles
USA,United States,Bronze,1988,Athletics,Men,400 metres Hurdles
USA,United States,Gold,1988,Athletics,Men,400 metres
USA,United States,Silver,1988,Athletics,Men,400 metres
USA,United States,Bronze,1988,Athletics,Men,400 metres
USA,United States,Bronze,1988,Athletics,Women,800 metres
USA,United States,Silver,1988,Athletics,Men,Extra-Lightweight
USA,United States,Gold,1988,Athletics,Women,Heptathlon
USA,United States,Silver,1988,Athletics,Men,High Jump
USA,United States,Gold,1988,Athletics,Women,High Jump
USA,United States,Bronze,1988,Athletics,Men,Lightweight
USA,United States,Gold,1988,Athletics,Men,Long Jump
USA,United States,Silver,1988,Athletics,Men,Long Jump
USA,United States,Bronze,1988,Athletics,Men,Long Jump
USA,United States,Gold,1988,Athletics,Women,Long Jump
USA,United States,Silver,1988,Athletics,Men,Shot Put
USA,United States,Bronze,1988,Basketball,Men,Basketball
USA,United States,Gold,1988,Basketball,Women,Basketball
USA,United States,Gold,1988,Boxing,Men,Bantamweight
USA,United States,Gold,1988,Boxing,Men,Heavyweight
USA,United States,Silver,1988,Boxing,Men,Light-Flyweight
USA,United States,Gold,1988,Boxing,Men,Light-Heavyweight
USA,United States,Silver,1988,Boxing,Men,Light-Middleweight
USA,United States,Bronze,1988,Boxing,Men,Lightweight
USA,United States,Silver,1988,Boxing,Men,Super-Heavyweight
USA,United States,Bronze,1988,Boxing,Men,Welterweight
USA,United States,Gold,1988,Canoe Sprint,Men,"Kayak Doubles, 1,000 metres"
USA,United States,Gold,1988,Canoe Sprint,Men,"Kayak Singles, 1,000 metres"
USA,United States,Bronze,1988,Cycling Track,Women,Sprint
USA,United States,Gold,1988,Diving,Men,Platform
USA,United States,Silver,1988,Diving,Women,Platform
USA,United States,Bronze,1988,Diving,Women,Platform
USA,United States,Gold,1988,Diving,Men,Springboard
USA,United States,Bronze,1988,Diving,Women,Springboard
USA,United States,Silver,1988,Equestrian Jumping,Open,Individual
USA,United States,Silver,1988,Equestrian Jumping,Open,Team
USA,United States,Silver,1988,Rowing,Men,Coxless Fours
USA,United States,Bronze,1988,Rowing,Men,Eights
USA,United States,Silver,1988,Rowing,Women,Single Sculls
USA,United States,Silver,1988,Sailing,Open,Three Person Keelboat
USA,United States,Bronze,1988,Sailing,Men,Two Person Dinghy
USA,United States,Gold,1988,Sailing,Women,Two Person Dinghy
USA,United States,Silver,1988,Sailing,Open,Two Person Keelboat
USA,United States,Bronze,1988,Sailing,Open,Windsurfer
USA,United States,Silver,1988,Shooting,Men,"Air Pistol, 10 metres"
USA,United States,Silver,1988,Swimming,Men,100 metres Backstroke
USA,United States,Silver,1988,Swimming,Men,100 metres Butterfly
USA,United States,Gold,1988,Swimming,Men,100 metres Freestyle
USA,United States,Silver,1988,Swimming,Men,100 metres Freestyle
USA,United States,Bronze,1988,Swimming,Women,200 metres Butterfly
USA,United States,Bronze,1988,Swimming,Men,200 metres Freestyle
USA,United States,Gold,1964,Swimming,Men,4 x 100 metres Medley Relay
USA,United States,Gold,1968,Swimming,Men,4 x 100 metres Medley Relay
USA,United States,Gold,1972,Swimming,Men,4 x 100 metres Medley Relay
USA,United States,Gold,1976,Swimming,Men,4 x 100 metres Medley Relay
USA,United States,Gold,1988,Swimming,Women,400 metres Freestyle
USA,United States,Silver,1988,Swimming,Men,400 metres Individual Medley
USA,United States,Gold,1988,Swimming,Women,400 metres Individual Medley
USA,United States,Gold,1988,Swimming,Men,50 metres Freestyle
USA,United States,Silver,1988,Swimming,Men,50 metres Freestyle
USA,United States,Bronze,1988,Swimming,Women,50 metres Freestyle
USA,United States,Gold,1988,Swimming,Women,800 metres Freestyle
USA,United States,Gold,1988,Tennis,Men,Doubles
USA,United States,Gold,1988,Tennis,Women,Doubles
USA,United States,Silver,1988,Tennis,Men,Singles
USA,United States,Bronze,1988,Tennis,Men,Singles
USA,United States,Bronze,1988,Tennis,Women,Singles
USA,United States,Gold,1988,Volleyball,Men,Volleyball
USA,United States,Silver,1988,Water Polo,Men,Water Polo
USA,United States,Gold,1988,Wrestling,Men,"Featherweight, Freestyle"
USA,United States,Bronze,1988,Wrestling,Men,"Heavyweight, Freestyle"
USA,United States,Bronze,1988,Wrestling,Men,"Heavyweight, Greco-Roman"
USA,United States,Bronze,1988,Wrestling,Men,"Lightweight, Freestyle"
USA,United States,Silver,1988,Wrestling,Men,"Super-Heavyweight, Freestyle"
USA,United States,Gold,1988,Wrestling,Men,"Welterweight, Freestyle"
USA,United States,Silver,1992,Artistic Gymnastics,Women,Balance Beam
USA,United States,Bronze,1992,Artistic Gymnastics,Women,Floor Exercise
USA,United States,Gold,1992,Artistic Gymnastics,Men,Horizontal Bar
USA,United States,Silver,1992,Artistic Gymnastics,Women,Individual All-Around
USA,United States,Bronze,1992,Artistic Gymnastics,Women,Team All-Around
USA,United States,Bronze,1992,Artistic Gymnastics,Women,Uneven Bars
USA,United States,Gold,1992,Artistic Swimming,Women,Duet
USA,United States,Gold,1992,Artistic Swimming,Women,Solo
USA,United States,Bronze,1992,Athletics,Women,"10,000 metres"
USA,United States,Silver,1992,Athletics,Women,100 metres Hurdles
USA,United States,Bronze,1992,Athletics,Men,100 metres
USA,United States,Gold,1992,Athletics,Women,100 metres
USA,United States,Silver,1992,Athletics,Men,110 metres Hurdles
USA,United States,Bronze,1992,Athletics,Men,110 metres Hurdles
USA,United States,Gold,1992,Athletics,Men,200 metres
USA,United States,Bronze,1992,Athletics,Men,200 metres
USA,United States,Gold,1992,Athletics,Women,200 metres
USA,United States,Gold,1984,Swimming,Men,4 x 100 metres Medley Relay
USA,United States,Gold,1988,Swimming,Men,4 x 100 metres Medley Relay
USA,United States,Gold,1992,Swimming,Men,4 x 100 metres Medley Relay
USA,United States,Gold,1996,Swimming,Men,4 x 100 metres Medley Relay
USA,United States,Gold,1992,Athletics,Men,400 metres Hurdles
USA,United States,Silver,1992,Athletics,Women,400 metres Hurdles
USA,United States,Bronze,1992,Athletics,Women,400 metres Hurdles
USA,United States,Gold,1992,Athletics,Men,400 metres
USA,United States,Silver,1992,Athletics,Men,400 metres
USA,United States,Bronze,1992,Athletics,Men,800 metres
USA,United States,Bronze,1992,Athletics,Men,Decathlon
USA,United States,Gold,1992,Athletics,Women,Heptathlon
USA,United States,Bronze,1992,Athletics,Men,High Jump
USA,United States,Gold,1992,Athletics,Men,Long Jump
USA,United States,Silver,1992,Athletics,Men,Long Jump
USA,United States,Bronze,1992,Athletics,Men,Long Jump
USA,United States,Bronze,1992,Athletics,Women,Long Jump
USA,United States,Gold,1992,Athletics,Men,Shot Put
USA,United States,Silver,1992,Athletics,Men,Shot Put
USA,United States,Gold,1992,Athletics,Men,Triple Jump
USA,United States,Silver,1992,Athletics,Men,Triple Jump
USA,United States,Gold,1992,Basketball,Men,Basketball
USA,United States,Bronze,1992,Basketball,Women,Basketball
USA,United States,Bronze,1992,Boxing,Men,Flyweight
USA,United States,Gold,1992,Boxing,Men,Lightweight
USA,United States,Silver,1992,Boxing,Men,Middleweight
USA,United States,Gold,1992,Canoe Slalom,Men,"Canadian Doubles, Slalom"
USA,United States,Bronze,1992,Canoe Slalom,Women,"Kayak Singles, Slalom"
USA,United States,Bronze,1992,Canoe Sprint,Men,"Kayak Singles, 1,000 metres"
USA,United States,Bronze,1992,Cycling Track,Men,"1,000 metres Time Trial"
USA,United States,Bronze,1992,Cycling Track,Women,Individual Pursuit
USA,United States,Silver,1992,Diving,Men,Platform
USA,United States,Bronze,1992,Diving,Women,Platform
USA,United States,Gold,1992,Diving,Men,Springboard
USA,United States,Bronze,1992,Equestrian Dressage,Open,Team
USA,United States,Bronze,1992,Equestrian Jumping,Open,Individual
USA,United States,Silver,1992,Judo,Men,Half-Middleweight
USA,United States,Silver,1992,Rowing,Men,Coxless Fours
USA,United States,Silver,1992,Rowing,Women,Coxless Fours
USA,United States,Bronze,1992,Rowing,Women,Coxless Pairs
USA,United States,Silver,1992,Sailing,Open,Multihull
USA,United States,Silver,1992,Sailing,Men,One Person Dinghy
USA,United States,Bronze,1992,Sailing,Women,One Person Dinghy
USA,United States,Silver,1992,Sailing,Open,Three Person Keelboat
USA,United States,Silver,1992,Sailing,Men,Two Person Dinghy
USA,United States,Bronze,1992,Sailing,Women,Two Person Dinghy
USA,United States,Silver,1992,Sailing,Open,Two Person Heavyweight Dinghy
USA,United States,Gold,1992,Sailing,Open,Two Person Keelboat
USA,United States,Silver,1992,Sailing,Men,Windsurfer
USA,United States,Silver,1992,Shooting,Men,"Small-Bore Rifle, Three Positions, 50 metres"
USA,United States,Gold,1992,Shooting,Women,"Small-Bore Rifle, Three Positions, 50 metres"
USA,United States,Silver,1992,Swimming,Men,100 metres Backstroke
USA,United States,Bronze,1992,Swimming,Men,100 metres Backstroke
USA,United States,Bronze,1992,Swimming,Women,100 metres Backstroke
USA,United States,Gold,1992,Swimming,Men,100 metres Breaststroke
USA,United States,Silver,1992,Swimming,Women,100 metres Breaststroke
USA,United States,Gold,1992,Swimming,Men,100 metres Butterfly
USA,United States,Silver,1992,Swimming,Women,100 metres Butterfly
USA,United States,Silver,1992,Swimming,Women,100 metres Freestyle
USA,United States,Gold,1992,Swimming,Men,200 metres Breaststroke
USA,United States,Bronze,1992,Swimming,Women,200 metres Breaststroke
USA,United States,Gold,1992,Swimming,Men,200 metres Butterfly
USA,United States,Gold,1992,Swimming,Women,200 metres Butterfly
