Event,NOC,Pos.,Year,Discipline,Gender Cleaned,Event Cleaned
"Three Person Keelboat, Women",FIN,3,2012,Sailing,Women,Three Person Keelboat
"Two Person Dinghy, Men",AUS,1,2012,Sailing,Men,Two Person Dinghy
"Two Person Dinghy, Men",GBR,2,2012,Sailing,Men,Two Person Dinghy
"Two Person Dinghy, Men",ARG,3,2012,Sailing,Men,Two Person Dinghy
"Two Person Dinghy, Women",NZL,1,2012,Sailing,Women,Two Person Dinghy
"Two Person Dinghy, Women",GBR,2,2012,Sailing,Women,Two Person Dinghy
"Two Person Dinghy, Women",NED,3,2012,Sailing,Women,Two Person Dinghy
"Two Person Keelboat, Men",SWE,1,2012,Sailing,Men,Two Person Keelboat
"Two Person Keelboat, Men",GBR,2,2012,Sailing,Men,Two Person Keelboat
"Two Person Keelboat, Men",BRA,3,2012,Sailing,Men,Two Person Keelboat
"Windsurfer, Men",NED,1,2012,Sailing,Men,Windsurfer
"Windsurfer, Men",GBR,2,2012,Sailing,Men,Windsurfer
"Windsurfer, Men",POL,3,2012,Sailing,Men,Windsurfer
"Windsurfer, Women",ESP,1,2012,Sailing,Women,Windsurfer
"Windsurfer, Women",FIN,2,2012,Sailing,Women,Windsurfer
"Windsurfer, Women",POL,3,2012,Sailing,Women,Windsurfer
"Air Pistol, 10 metres, Men",KOR,1,2012,Shooting,Men,"Air Pistol, 10 metres"
"Air Pistol, 10 metres, Men",ITA,2,2012,Shooting,Men,"Air Pistol, 10 metres"
"Air Pistol, 10 metres, Men",SRB,3,2012,Shooting,Men,"Air Pistol, 10 metres"
"Air Pistol, 10 metres, Women",CHN,1,2012,Shooting,Women,"Air Pistol, 10 metres"
"Air Pistol, 10 metres, Women",FRA,2,2012,Shooting,Women,"Air Pistol, 10 metres"
"Air Pistol, 10 metres, Women",UKR,3,2012,Shooting,Women,"Air Pistol, 10 metres"
"Air Rifle, 10 metres, Men",ROU,1,2012,Shooting,Men,"Air Rifle, 10 metres"
"Air Rifle, 10 metres, Men",ITA,2,2012,Shooting,Men,"Air Rifle, 10 metres"
"Air Rifle, 10 metres, Men",IND,3,2012,Shooting,Men,"Air Rifle, 10 metres"
"Air Rifle, 10 metres, Women",CHN,1,2012,Shooting,Women,"Air Rifle, 10 metres"
"Air Rifle, 10 metres, Women",POL,2,2012,Shooting,Women,"Air Rifle, 10 metres"
"Air Rifle, 10 metres, Women",CHN,3,2012,Shooting,Women,"Air Rifle, 10 metres"
"Double Trap, Men",GBR,1,2012,Shooting,Men,Double Trap
"Double Trap, Men",SWE,2,2012,Shooting,Men,Double Trap
"Double Trap, Men",RUS,3,2012,Shooting,Men,Double Trap
"Free Pistol, 50 metres, Men",KOR,1,2012,Shooting,Men,"Free Pistol, 50 metres"
"Free Pistol, 50 metres, Men",KOR,2,2012,Shooting,Men,"Free Pistol, 50 metres"
"Free Pistol, 50 metres, Men",CHN,3,2012,Shooting,Men,"Free Pistol, 50 metres"
"Rapid-Fire Pistol, 25 metres, Men",CUB,1,2012,Shooting,Men,"Rapid-Fire Pistol, 25 metres"
"Rapid-Fire Pistol, 25 metres, Men",IND,2,2012,Shooting,Men,"Rapid-Fire Pistol, 25 metres"
"Rapid-Fire Pistol, 25 metres, Men",CHN,3,2012,Shooting,Men,"Rapid-Fire Pistol, 25 metres"
"Skeet, Men",USA,1,2012,Shooting,Men,Skeet
"Skeet, Men",DEN,2,2012,Shooting,Men,Skeet
"Skeet, Men",QAT,3,2012,Shooting,Men,Skeet
"Skeet, Women",USA,1,2012,Shooting,Women,Skeet
"Skeet, Women",CHN,2,2012,Shooting,Women,Skeet
"Skeet, Women",SVK,3,2012,Shooting,Women,Skeet
"Small-Bore Rifle, Prone, 50 metres, Men",BLR,1,2012,Shooting,Men,"Small-Bore Rifle, Prone, 50 metres"
"Small-Bore Rifle, Prone, 50 metres, Men",BEL,2,2012,Shooting,Men,"Small-Bore Rifle, Prone, 50 metres"
"Small-Bore Rifle, Prone, 50 metres, Men",SLO,3,2012,Shooting,Men,"Small-Bore Rifle, Prone, 50 metres"
"Small-Bore Rifle, Three Positions, 50 metres, Men",ITA,1,2012,Shooting,Men,"Small-Bore Rifle, Three Positions, 50 metres"
"Small-Bore Rifle, Three Positions, 50 metres, Men",KOR,2,2012,Shooting,Men,"Small-Bore Rifle, Three Positions, 50 metres"
"Small-Bore Rifle, Three Positions, 50 metres, Men",USA,3,2012,Shooting,Men,"Small-Bore Rifle, Three Positions, 50 metres"
"Small-Bore Rifle, Three Positions, 50 metres, Women",USA,1,2012,Shooting,Women,"Small-Bore Rifle, Three Positions, 50 metres"
"Small-Bore Rifle, Three Positions, 50 metres, Women",SRB,2,2012,Shooting,Women,"Small-Bore Rifle, Three Positions, 50 metres"
"Small-Bore Rifle, Three Positions, 50 metres, Women",CZE,3,2012,Shooting,Women,"Small-Bore Rifle, Three Positions, 50 metres"
"Sporting Pistol, 25 metres, Women",KOR,1,2012,Shooting,Women,"Sporting Pistol, 25 metres"
"Sporting Pistol, 25 metres, Women",CHN,2,2012,Shooting,Women,"Sporting Pistol, 25 metres"
"Sporting Pistol, 25 metres, Women",UKR,3,2012,Shooting,Women,"Sporting Pistol, 25 metres"
"Trap, Men",CRO,1,2012,Shooting,Men,Trap
"Trap, Men",ITA,2,2012,Shooting,Men,Trap
"Trap, Men",KUW,3,2012,Shooting,Men,Trap
"Trap, Women",ITA,1,2012,Shooting,Women,Trap
"Trap, Women",SVK,2,2012,Shooting,Women,Trap
"Trap, Women",FRA,3,2012,Shooting,Women,Trap
"1,500 metres Freestyle, Men",CHN,1,2012,Swimming,Men,"1,500 metres Freestyle"
"1,500 metres Freestyle, Men",CAN,2,2012,Swimming,Men,"1,500 metres Freestyle"
"1,500 metres Freestyle, Men",TUN,3,2012,Swimming,Men,"1,500 metres Freestyle"
"100 metres Backstroke, Men",USA,1,2012,Swimming,Men,100 metres Backstroke
"100 metres Backstroke, Men",USA,2,2012,Swimming,Men,100 metres Backstroke
"100 metres Backstroke, Men",JPN,3,2012,Swimming,Men,100 metres Backstroke
"100 metres Backstroke, Women",USA,1,2012,Swimming,Women,100 metres Backstroke
"100 metres Backstroke, Women",AUS,2,2012,Swimming,Women,100 metres Backstroke
"100 metres Backstroke, Women",JPN,3,2012,Swimming,Women,100 metres Backstroke
"100 metres Breaststroke, Men",RSA,1,2012,Swimming,Men,100 metres Breaststroke
"100 metres Breaststroke, Men",AUS,2,2012,Swimming,Men,100 metres Breaststroke
"100 metres Breaststroke, Men",USA,3,2012,Swimming,Men,100 metres Breaststroke
"100 metres Breaststroke, Women",LTU,1,2012,Swimming,Women,100 metres Breaststroke
"100 metres Breaststroke, Women",USA,2,2012,Swimming,Women,100 metres Breaststroke
"100 metres Breaststroke, Women",JPN,3,2012,Swimming,Women,100 metres Breaststroke
"100 metres Butterfly, Men",USA,1,2012,Swimming,Men,100 metres Butterfly
"100 metres Butterfly, Men",RUS,2,2012,Swimming,Men,100 metres Butterfly
"100 metres Butterfly, Men",RSA,2,2012,Swimming,Men,100 metres Butterfly
"100 metres Butterfly, Men",DQ,3,2012,Swimming,Men,100 metres Butterfly
"100 metres Butterfly, Women",USA,1,2012,Swimming,Women,100 metres Butterfly
"100 metres Butterfly, Women",CHN,2,2012,Swimming,Women,100 metres Butterfly
"100 metres Butterfly, Women",AUS,3,2012,Swimming,Women,100 metres Butterfly
"100 metres Freestyle, Men",USA,1,2012,Swimming,Men,100 metres Freestyle
"100 metres Freestyle, Men",AUS,2,2012,Swimming,Men,100 metres Freestyle
"100 metres Freestyle, Men",CAN,3,2012,Swimming,Men,100 metres Freestyle
"100 metres Freestyle, Women",NED,1,2012,Swimming,Women,100 metres Freestyle
"100 metres Freestyle, Women",BLR,2,2012,Swimming,Women,100 metres Freestyle
"100 metres Freestyle, Women",CHN,3,2012,Swimming,Women,100 metres Freestyle
"200 metres Backstroke, Men",USA,1,2012,Swimming,Men,200 metres Backstroke
"200 metres Backstroke, Men",JPN,2,2012,Swimming,Men,200 metres Backstroke
"200 metres Backstroke, Men",USA,3,2012,Swimming,Men,200 metres Backstroke
"200 metres Backstroke, Women",USA,1,2012,Swimming,Women,200 metres Backstroke
"200 metres Backstroke, Women",RUS,2,2012,Swimming,Women,200 metres Backstroke
"200 metres Backstroke, Women",USA,3,2012,Swimming,Women,200 metres Backstroke
"200 metres Breaststroke, Men",HUN,1,2012,Swimming,Men,200 metres Breaststroke
"200 metres Breaststroke, Men",GBR,2,2012,Swimming,Men,200 metres Breaststroke
"200 metres Breaststroke, Men",JPN,3,2012,Swimming,Men,200 metres Breaststroke
"200 metres Breaststroke, Women",USA,1,2012,Swimming,Women,200 metres Breaststroke
"200 metres Breaststroke, Women",JPN,2,2012,Swimming,Women,200 metres Breaststroke
"200 metres Breaststroke, Women",RUS,3,2012,Swimming,Women,200 metres Breaststroke
"200 metres Butterfly, Men",RSA,1,2012,Swimming,Men,200 metres Butterfly
"200 metres Butterfly, Men",USA,2,2012,Swimming,Men,200 metres Butterfly
"200 metres Butterfly, Men",JPN,3,2012,Swimming,Men,200 metres Butterfly
"200 metres Butterfly, Women",CHN,1,2012,Swimming,Women,200 metres Butterfly
"200 metres Butterfly, Women",ESP,2,2012,Swimming,Women,200 metres Butterfly
"200 metres Butterfly, Women",JPN,3,2012,Swimming,Women,200 metres Butterfly
"200 metres Freestyle, Men",FRA,1,2012,Swimming,Men,200 metres Freestyle
"200 metres Freestyle, Men",CHN,2,2012,Swimming,Men,200 metres Freestyle
"200 metres Freestyle, Men",KOR,2,2012,Swimming,Men,200 metres Freestyle
"200 metres Freestyle, Men",DQ,3,2012,Swimming,Men,200 metres Freestyle
"200 metres Freestyle, Women",USA,1,2012,Swimming,Women,200 metres Freestyle
"200 metres Freestyle, Women",FRA,2,2012,Swimming,Women,200 metres Freestyle
"200 metres Freestyle, Women",AUS,3,2012,Swimming,Women,200 metres Freestyle
"200 metres Individual Medley, Men",USA,1,2012,Swimming,Men,200 metres Individual Medley
"200 metres Individual Medley, Men",USA,2,2012,Swimming,Men,200 metres Individual Medley
"200 metres Individual Medley, Men",HUN,3,2012,Swimming,Men,200 metres Individual Medley
"200 metres Individual Medley, Women",CHN,1,2012,Swimming,Women,200 metres Individual Medley
"200 metres Individual Medley, Women",AUS,2,2012,Swimming,Women,200 metres Individual Medley
"200 metres Individual Medley, Women",USA,3,2012,Swimming,Women,200 metres Individual Medley
"4 x 200 metres Freestyle Relay, Women",USA,1,2012,Swimming,Women,4 x 200 metres Freestyle Relay
"4 x 200 metres Freestyle Relay, Women",AUS,2,2012,Swimming,Women,4 x 200 metres Freestyle Relay
"4 x 200 metres Freestyle Relay, Women",FRA,3,2012,Swimming,Women,4 x 200 metres Freestyle Relay
"4 x 200 metres Freestyle Relay, Women",USA,1,2016,Swimming,Women,4 x 200 metres Freestyle Relay
"4 x 200 metres Freestyle Relay, Women",AUS,2,2016,Swimming,Women,4 x 200 metres Freestyle Relay
"4 x 200 metres Freestyle Relay, Women",CAN,3,2016,Swimming,Women,4 x 200 metres Freestyle Relay
"4 x 400 metres Relay, Men",USA,1,1964,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",GBR,2,1964,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",TTO,3,1964,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",USA,1,1968,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",KEN,2,1968,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",FRG,3,1968,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",KEN,1,1972,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",GBR,2,1972,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",FRA,3,1972,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",USA,1,1976,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",POL,2,1976,Athletics,Men,4 x 400 metres Relay
"4 x 400 metres Relay, Men",FRG,3,1976,Athletics,Men,4 x 400 metres Relay
"400 metres Freestyle, Men",CHN,1,2012,Swimming,Men,400 metres Freestyle
"400 metres Freestyle, Men",KOR,2,2012,Swimming,Men,400 metres Freestyle
"400 metres Freestyle, Men",USA,3,2012,Swimming,Men,400 metres Freestyle
"400 metres Freestyle, Women",FRA,1,2012,Swimming,Women,400 metres Freestyle
"400 metres Freestyle, Women",USA,2,2012,Swimming,Women,400 metres Freestyle
"400 metres Freestyle, Women",GBR,3,2012,Swimming,Women,400 metres Freestyle
"400 metres Individual Medley, Men",USA,1,2012,Swimming,Men,400 metres Individual Medley
"400 metres Individual Medley, Men",BRA,2,2012,Swimming,Men,400 metres Individual Medley
"400 metres Individual Medley, Men",JPN,3,2012,Swimming,Men,400 metres Individual Medley
"400 metres Individual Medley, Women",CHN,1,2012,Swimming,Women,400 metres Individual Medley
"400 metres Individual Medley, Women",USA,2,2012,Swimming,Women,400 metres Individual Medley
"400 metres Individual Medley, Women",CHN,3,2012,Swimming,Women,400 metres Individual Medley
"50 metres Freestyle, Men",FRA,1,2012,Swimming,Men,50 metres Freestyle
"50 metres Freestyle, Men",USA,2,2012,Swimming,Men,50 metres Freestyle
"50 metres Freestyle, Men",BRA,3,2012,Swimming,Men,50 metres Freestyle
"50 metres Freestyle, Women",NED,1,2012,Swimming,Women,50 metres Freestyle
"50 metres Freestyle, Women",BLR,2,2012,Swimming,Women,50 metres Freestyle
"50 metres Freestyle, Women",NED,3,2012,Swimming,Women,50 metres Freestyle
"800 metres Freestyle, Women",USA,1,2012,Swimming,Women,800 metres Freestyle
"800 metres Freestyle, Women",ESP,2,2012,Swimming,Women,800 metres Freestyle
"800 metres Freestyle, Women",GBR,3,2012,Swimming,Women,800 metres Freestyle
"Singles, Men",CHN,1,2012,Table Tennis,Men,Singles
"Singles, Men",CHN,2,2012,Table Tennis,Men,Singles
"Singles, Men",GER,3,2012,Table Tennis,Men,Singles
"Singles, Women",CHN,1,2012,Table Tennis,Women,Singles
"Singles, Women",CHN,2,2012,Table Tennis,Women,Singles
"Singles, Women",SGP,3,2012,Table Tennis,Women,Singles
"Team, Men",CHN,1,2012,Table Tennis,Men,Team
"Team, Men",KOR,2,2012,Table Tennis,Men,Team
"Team, Men",GER,3,2012,Table Tennis,Men,Team
"Team, Women",CHN,1,2012,Table Tennis,Women,Team
"Team, Women",JPN,2,2012,Table Tennis,Women,Team
"Team, Women",SGP,3,2012,Table Tennis,Women,Team
"Featherweight, Men",TUR,1,2012,Taekwondo,Men,Featherweight
"Featherweight, Men",IRI,2,2012,Taekwondo,Men,Featherweight
"Featherweight, Men",AFG,3,2012,Taekwondo,Men,Featherweight
"Featherweight, Men",USA,3,2012,Taekwondo,Men,Featherweight
"Featherweight, Women",GBR,1,2012,Taekwondo,Women,Featherweight
"Featherweight, Women",CHN,2,2012,Taekwondo,Women,Featherweight
"Featherweight, Women",FRA,3,2012,Taekwondo,Women,Featherweight
"Featherweight, Women",TPE,3,2012,Taekwondo,Women,Featherweight
"Flyweight, Men",ESP,1,2012,Taekwondo,Men,Flyweight
"Flyweight, Men",KOR,2,2012,Taekwondo,Men,Flyweight
"Flyweight, Men",COL,3,2012,Taekwondo,Men,Flyweight
"Flyweight, Men",RUS,3,2012,Taekwondo,Men,Flyweight
"Flyweight, Women",CHN,1,2012,Taekwondo,Women,Flyweight
"Flyweight, Women",ESP,2,2012,Taekwondo,Women,Flyweight
"Flyweight, Women",CRO,3,2012,Taekwondo,Women,Flyweight
"Flyweight, Women",THA,3,2012,Taekwondo,Women,Flyweight
"Heavyweight, Men",ITA,1,2012,Taekwondo,Men,Heavyweight
"Heavyweight, Men",GAB,2,2012,Taekwondo,Men,Heavyweight
"Heavyweight, Men",CHN,3,2012,Taekwondo,Men,Heavyweight
"Heavyweight, Men",CUB,3,2012,Taekwondo,Men,Heavyweight
"Heavyweight, Women",SRB,1,2012,Taekwondo,Women,Heavyweight
"Heavyweight, Women",FRA,2,2012,Taekwondo,Women,Heavyweight
"Heavyweight, Women",RUS,3,2012,Taekwondo,Women,Heavyweight
"Heavyweight, Women",MEX,3,2012,Taekwondo,Women,Heavyweight
"Welterweight, Men",ARG,1,2012,Taekwondo,Men,Welterweight
"Welterweight, Men",ESP,2,2012,Taekwondo,Men,Welterweight
"Welterweight, Men",GBR,3,2012,Taekwondo,Men,Welterweight
"Welterweight, Men",ITA,3,2012,Taekwondo,Men,Welterweight
"Welterweight, Women",KOR,1,2012,Taekwondo,Women,Welterweight
"Welterweight, Women",TUR,2,2012,Taekwondo,Women,Welterweight
"Welterweight, Women",USA,3,2012,Taekwondo,Women,Welterweight
"Welterweight, Women",GER,3,2012,Taekwondo,Women,Welterweight
"Doubles, Men",USA,1,2012,Tennis,Men,Doubles
"Doubles, Men",FRA,2,2012,Tennis,Men,Doubles
"Doubles, Men",FRA,3,2012,Tennis,Men,Doubles
"Doubles, Mixed",BLR,1,2012,Tennis,Mixed,Doubles
"Doubles, Mixed",GBR,2,2012,Tennis,Mixed,Doubles
"Doubles, Mixed",USA,3,2012,Tennis,Mixed,Doubles
"Doubles, Women",USA,1,2012,Tennis,Women,Doubles
"Doubles, Women",CZE,2,2012,Tennis,Women,Doubles
"Doubles, Women",RUS,3,2012,Tennis,Women,Doubles
"Singles, Men",GBR,1,2012,Tennis,Men,Singles
"Singles, Men",SUI,2,2012,Tennis,Men,Singles
"Singles, Men",ARG,3,2012,Tennis,Men,Singles
"Singles, Women",USA,1,2012,Tennis,Women,Singles
"Singles, Women",RUS,2,2012,Tennis,Women,Singles
"Singles, Women",BLR,3,2012,Tennis,Women,Singles
"Individual, Men",CHN,1,2012,Trampolining,Men,Individual
"Individual, Men",RUS,2,2012,Trampolining,Men,Individual
"Individual, Men",CHN,3,2012,Trampolining,Men,Individual
"Individual, Women",CAN,1,2012,Trampolining,Women,Individual
"Individual, Women",CHN,2,2012,Trampolining,Women,Individual
"Individual, Women",CHN,3,2012,Trampolining,Women,Individual
"Olympic Distance, Men",GBR,1,2012,Triathlon,Men,Olympic Distance
"Olympic Distance, Men",ESP,2,2012,Triathlon,Men,Olympic Distance
"Olympic Distance, Men",GBR,3,2012,Triathlon,Men,Olympic Distance
"Olympic Distance, Women",SUI,1,2012,Triathlon,Women,Olympic Distance
"Olympic Distance, Women",SWE,2,2012,Triathlon,Women,Olympic Distance
"Olympic Distance, Women",AUS,3,2012,Triathlon,Women,Olympic Distance
"Volleyball, Men",RUS,1,2012,Volleyball,Men,Volleyball
"Volleyball, Men",BRA,2,2012,Volleyball,Men,Volleyball
"Volleyball, Men",ITA,3,2012,Volleyball,Men,Volleyball
"Volleyball, Women",BRA,1,2012,Volleyball,Women,Volleyball
"Volleyball, Women",USA,2,2012,Volleyball,Women,Volleyball
"Volleyball, Women",JPN,3,2012,Volleyball,Women,Volleyball
"Water Polo, Men",CRO,1,2012,Water Polo,Men,Water Polo
"Water Polo, Men",ITA,2,2012,Water Polo,Men,Water Polo
"Water Polo, Men",SRB,3,2012,Water Polo,Men,Water Polo
"Water Polo, Women",USA,1,2012,Water Polo,Women,Water Polo
"Water Polo, Women",ESP,2,2012,Water Polo,Women,Water Polo
"Water Polo, Women",AUS,3,2012,Water Polo,Women,Water Polo
"Bantamweight, Men",PRK,1,2012,Weightlifting,Men,Bantamweight
"Bantamweight, Men",CHN,2,2012,Weightlifting,Men,Bantamweight
"Bantamweight, Men",VIE,3,2012,Weightlifting,Men,Bantamweight
"Featherweight, Men",PRK,1,2012,Weightlifting,Men,Featherweight
"Featherweight, Men",COL,2,2012,Weightlifting,Men,Featherweight
"Featherweight, Men",INA,3,2012,Weightlifting,Men,Featherweight
"Featherweight, Women",TPE,1,2012,Weightlifting,Women,Featherweight
"Featherweight, Women",INA,2,2012,Weightlifting,Women,Featherweight
"Featherweight, Women",UKR,3,2012,Weightlifting,Women,Featherweight
"Flyweight, Women",CHN,1,2012,Weightlifting,Women,Flyweight
"Flyweight, Women",JPN,2,2012,Weightlifting,Women,Flyweight
"Flyweight, Women",PRK,3,2012,Weightlifting,Women,Flyweight
"Heavyweight, Men",IRI,1,2012,Weightlifting,Men,Heavyweight
"Heavyweight, Men",POL,2,2012,Weightlifting,Men,Heavyweight
"Heavyweight, Men",UZB,3,2012,Weightlifting,Men,Heavyweight
"Heavyweight, Women",ESP,1,2012,Weightlifting,Women,Heavyweight
"Heavyweight, Women",EGY,2,2012,Weightlifting,Women,Heavyweight
"Heavyweight, Women",CMR,3,2012,Weightlifting,Women,Heavyweight
"Light-Heavyweight, Men",POL,1,2012,Weightlifting,Men,Light-Heavyweight
"Light-Heavyweight, Men",IRI,2,2012,Weightlifting,Men,Light-Heavyweight
"Light-Heavyweight, Men",EGY,3,2012,Weightlifting,Men,Light-Heavyweight
"Light-Heavyweight, Women",PRK,1,2012,Weightlifting,Women,Light-Heavyweight
"Light-Heavyweight, Women",DQ,2,2012,Weightlifting,Women,Light-Heavyweight
"Light-Heavyweight, Women",KAZ,3,2012,Weightlifting,Women,Light-Heavyweight
"Light-Heavyweight, Women",COL,3,2012,Weightlifting,Women,Light-Heavyweight
"Lightweight, Men",CHN,1,2012,Weightlifting,Men,Lightweight
"Lightweight, Men",INA,2,2012,Weightlifting,Men,Lightweight
"Lightweight, Men",DQ,3,2012,Weightlifting,Men,Lightweight
"Lightweight, Women",CHN,1,2012,Weightlifting,Women,Lightweight
"Lightweight, Women",THA,2,2012,Weightlifting,Women,Lightweight
"Lightweight, Women",THA,3,2012,Weightlifting,Women,Lightweight
"Middle-Heavyweight, Men",IRI,1,2012,Weightlifting,Men,Middle-Heavyweight
"Middle-Heavyweight, Men",KOR,2,2012,Weightlifting,Men,Middle-Heavyweight
"Middle-Heavyweight, Men",POL,3,2012,Weightlifting,Men,Middle-Heavyweight
"Middleweight, Men",CHN,1,2012,Weightlifting,Men,Middleweight
"Middleweight, Men",CHN,2,2012,Weightlifting,Men,Middleweight
"Middleweight, Men",CUB,3,2012,Weightlifting,Men,Middleweight
"Middleweight, Women",CAN,1,2012,Weightlifting,Women,Middleweight
"Middleweight, Women",BUL,2,2012,Weightlifting,Women,Middleweight
"Middleweight, Women",MEX,3,2012,Weightlifting,Women,Middleweight
"Super-Heavyweight, Men",IRI,1,2012,Weightlifting,Men,Super-Heavyweight
"Super-Heavyweight, Men",IRI,2,2012,Weightlifting,Men,Super-Heavyweight
"Super-Heavyweight, Men",DQ,3,2012,Weightlifting,Men,Super-Heavyweight
"Super-Heavyweight, Women",CHN,1,2012,Weightlifting,Women,Super-Heavyweight
"Super-Heavyweight, Women",RUS,2,2012,Weightlifting,Women,Super-Heavyweight
"Super-Heavyweight, Women",KOR,3,2012,Weightlifting,Women,Super-Heavyweight
"Featherweight, Freestyle, Men",RUS,1,2012,Wrestling,Men,"Featherweight, Freestyle"
"Featherweight, Freestyle, Men",GEO,2,2012,Wrestling,Men,"Featherweight, Freestyle"
"Featherweight, Freestyle, Men",JPN,3,2012,Wrestling,Men,"Featherweight, Freestyle"
"Featherweight, Freestyle, Men",PRK,3,2012,Wrestling,Men,"Featherweight, Freestyle"
"Featherweight, Greco-Roman, Men",IRI,1,2012,Wrestling,Men,"Featherweight, Greco-Roman"
"Featherweight, Greco-Roman, Men",AZE,2,2012,Wrestling,Men,"Featherweight, Greco-Roman"
"Featherweight, Greco-Roman, Men",HUN,3,2012,Wrestling,Men,"Featherweight, Greco-Roman"
"Featherweight, Greco-Roman, Men",RUS,3,2012,Wrestling,Men,"Featherweight, Greco-Roman"
"Flyweight, Freestyle, Women",JPN,1,2012,Wrestling,Women,"Flyweight, Freestyle"
"Flyweight, Freestyle, Women",AZE,2,2012,Wrestling,Women,"Flyweight, Freestyle"
"Flyweight, Freestyle, Women",CAN,3,2012,Wrestling,Women,"Flyweight, Freestyle"
"Flyweight, Freestyle, Women",USA,3,2012,Wrestling,Women,"Flyweight, Freestyle"
"Heavyweight, Freestyle, Men",USA,1,2012,Wrestling,Men,"Heavyweight, Freestyle"
"Heavyweight, Freestyle, Men",UKR,2,2012,Wrestling,Men,"Heavyweight, Freestyle"
"Heavyweight, Freestyle, Men",AZE,3,2012,Wrestling,Men,"Heavyweight, Freestyle"
"Heavyweight, Freestyle, Men",GEO,3,2012,Wrestling,Men,"Heavyweight, Freestyle"
"Heavyweight, Freestyle, Women",RUS,1,2012,Wrestling,Women,"Heavyweight, Freestyle"
"Heavyweight, Freestyle, Women",BUL,2,2012,Wrestling,Women,"Heavyweight, Freestyle"
"Heavyweight, Freestyle, Women",KAZ,3,2012,Wrestling,Women,"Heavyweight, Freestyle"
"Heavyweight, Freestyle, Women",ESP,3,2012,Wrestling,Women,"Heavyweight, Freestyle"
"Heavyweight, Greco-Roman, Men",IRI,1,2012,Wrestling,Men,"Heavyweight, Greco-Roman"
"Heavyweight, Greco-Roman, Men",RUS,2,2012,Wrestling,Men,"Heavyweight, Greco-Roman"
"Heavyweight, Greco-Roman, Men",ARM,3,2012,Wrestling,Men,"Heavyweight, Greco-Roman"
"Heavyweight, Greco-Roman, Men",SWE,3,2012,Wrestling,Men,"Heavyweight, Greco-Roman"
"Light-Heavyweight, Freestyle, Men",AZE,1,2012,Wrestling,Men,"Light-Heavyweight, Freestyle"
"Light-Heavyweight, Freestyle, Men",PUR,2,2012,Wrestling,Men,"Light-Heavyweight, Freestyle"
"Light-Heavyweight, Freestyle, Men",GEO,3,2012,Wrestling,Men,"Light-Heavyweight, Freestyle"
"Light-Heavyweight, Freestyle, Men",IRI,3,2012,Wrestling,Men,"Light-Heavyweight, Freestyle"
"Light-Heavyweight, Greco-Roman, Men",RUS,1,2012,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
"Light-Heavyweight, Greco-Roman, Men",EGY,2,2012,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
"Light-Heavyweight, Greco-Roman, Men",KAZ,3,2012,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
"Light-Heavyweight, Greco-Roman, Men",POL,3,2012,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
"Lightweight, Freestyle, Men",AZE,1,2012,Wrestling,Men,"Lightweight, Freestyle"
"Lightweight, Freestyle, Men",RUS,2,2012,Wrestling,Men,"Lightweight, Freestyle"
"Lightweight, Freestyle, Men",IND,3,2012,Wrestling,Men,"Lightweight, Freestyle"
"Lightweight, Freestyle, Men",USA,3,2012,Wrestling,Men,"Lightweight, Freestyle"
"Lightweight, Freestyle, Women",JPN,1,2012,Wrestling,Women,"Lightweight, Freestyle"
"Lightweight, Freestyle, Women",CAN,2,2012,Wrestling,Women,"Lightweight, Freestyle"
"Lightweight, Freestyle, Women",COL,3,2012,Wrestling,Women,"Lightweight, Freestyle"
"Lightweight, Freestyle, Women",AZE,3,2012,Wrestling,Women,"Lightweight, Freestyle"
"Lightweight, Greco-Roman, Men",IRI,1,2012,Wrestling,Men,"Lightweight, Greco-Roman"
"Lightweight, Greco-Roman, Men",GEO,2,2012,Wrestling,Men,"Lightweight, Greco-Roman"
"Lightweight, Greco-Roman, Men",JPN,3,2012,Wrestling,Men,"Lightweight, Greco-Roman"
"Lightweight, Greco-Roman, Men",RUS,3,2012,Wrestling,Men,"Lightweight, Greco-Roman"
"Middleweight, Freestyle, Men",USA,1,2012,Wrestling,Men,"Middleweight, Freestyle"
"Middleweight, Freestyle, Men",IRI,2,2012,Wrestling,Men,"Middleweight, Freestyle"
"Middleweight, Freestyle, Men",RUS,3,2012,Wrestling,Men,"Middleweight, Freestyle"
"Middleweight, Freestyle, Men",HUN,3,2012,Wrestling,Men,"Middleweight, Freestyle"
"Middleweight, Freestyle, Women",JPN,1,2012,Wrestling,Women,"Middleweight, Freestyle"
