Event,Name,NOC,Pos.,Year,Discipline
"Individual Time Trial, Men",Tony Martin,GER,2,2012,Cycling Road
"Individual Time Trial, Men",Chris Froome,GBR,3,2012,Cycling Road
"Individual Time Trial, Women",Kristin Armstrong,USA,1,2012,Cycling Road
"Individual Time Trial, Women",Judith Arndt,GER,2,2012,Cycling Road
"Individual Time Trial, Women",Olga Zabelinskaya,RUS,3,2012,Cycling Road
"Road Race, Individual, Men",Aleksandr Vinokurov,KAZ,1,2012,Cycling Road
"Road Race, Individual, Men",Rigoberto UrÃ¡n,COL,2,2012,Cycling Road
"Road Race, Individual, Men",Alexander Kristoff,NOR,3,2012,Cycling Road
"Road Race, Individual, Women",Marianne Vos,NED,1,2012,Cycling Road
"Road Race, Individual, Women",Lizzie Armitstead,GBR,2,2012,Cycling Road
"Road Race, Individual, Women",Olga Zabelinskaya,RUS,3,2012,Cycling Road
"Keirin, Men",Chris Hoy,GBR,1,2012,Cycling Track
"Keirin, Men",,,1,2012,Cycling Track
"Keirin, Men",Maximilian Levy,GER,2,2012,Cycling Track
"Keirin, Men",,,2,2012,Cycling Track
"Keirin, Men",Simon van VelthoovenTeun Mulder,NED,3,2012,Cycling Track
"Keirin, Men",,NZL,3,2012,Cycling Track
"Keirin, Women",Vicki Pendleton,GBR,1,2012,Cycling Track
"Keirin, Women",Guo Shuang,CHN,2,2012,Cycling Track
"Keirin, Women",Sarah Lee,HKG,3,2012,Cycling Track
"Omnium, Men",Lasse Norman Hansen,DEN,1,2012,Cycling Track
"Omnium, Men",Bryan Coquard,FRA,2,2012,Cycling Track
"Omnium, Men",Ed Clancy,GBR,3,2012,Cycling Track
"Omnium, Women",Laura Trott,GBR,1,2012,Cycling Track
"Omnium, Women",Sarah Hammer,USA,2,2012,Cycling Track
"Omnium, Women",Annette Edmondson,AUS,3,2012,Cycling Track
"Sprint, Men",Jason Kenny,GBR,1,2012,Cycling Track
"Sprint, Men",Gr�gory Baug�,FRA,2,2012,Cycling Track
"Sprint, Men",Shane Perkins,AUS,3,2012,Cycling Track
"Sprint, Women",Anna Meares,AUS,1,2012,Cycling Track
"Sprint, Women",Vicki Pendleton,GBR,2,2012,Cycling Track
"Sprint, Women",Guo Shuang,CHN,3,2012,Cycling Track
"Team Pursuit, 4,000 metres, Men",Great Britain,GBR,1,2012,Cycling Track
"Team Pursuit, 4,000 metres, Men",Australia,AUS,2,2012,Cycling Track
"Team Pursuit, 4,000 metres, Men",New Zealand,NZL,3,2012,Cycling Track
"Team Pursuit, Women",Great Britain,GBR,1,2012,Cycling Track
"Team Pursuit, Women",United States,USA,2,2012,Cycling Track
"Team Pursuit, Women",Canada,CAN,3,2012,Cycling Track
"Team Sprint, Men",Great Britain,GBR,1,2012,Cycling Track
"Team Sprint, Men",France,FRA,2,2012,Cycling Track
"Team Sprint, Men",Germany,GER,3,2012,Cycling Track
"Team Sprint, Women",Germany,GER,1,2012,Cycling Track
"Team Sprint, Women",People's Republic of China,CHN,2,2012,Cycling Track
"Team Sprint, Women",Australia,AUS,3,2012,Cycling Track
"Platform, Men",David Boudia,USA,1,2012,Diving
"Platform, Men",Qiu Bo,CHN,2,2012,Diving
"Platform, Men",Tom Daley,GBR,3,2012,Diving
"Platform, Women",Chen Ruolin,CHN,1,2012,Diving
"Platform, Women",Brittany Broben,AUS,2,2012,Diving
"Platform, Women",Pandelela Rinong,MAS,3,2012,Diving
"Springboard, Men",Ilya Zakharov,RUS,1,2012,Diving
"Springboard, Men",Qin Kai,CHN,2,2012,Diving
"Springboard, Men",He Chong,CHN,3,2012,Diving
"Springboard, Women",Wu Minxia,CHN,1,2012,Diving
"Springboard, Women",He Zi,CHN,2,2012,Diving
"Springboard, Women",Laura SÃ¡nchez,MEX,3,2012,Diving
"Synchronized Platform, Men",People's Republic of China,CHN,1,2012,Diving
"Synchronized Platform, Men",Mexico,MEX,2,2012,Diving
"Synchronized Platform, Men",United States,USA,3,2012,Diving
"Synchronized Platform, Women",People's Republic of China,CHN,1,2012,Diving
"Synchronized Platform, Women",Mexico,MEX,2,2012,Diving
"Synchronized Platform, Women",Canada,CAN,3,2012,Diving
"Synchronized Springboard, Men",People's Republic of China,CHN,1,2012,Diving
"Synchronized Springboard, Men",Russian Federation,RUS,2,2012,Diving
"Synchronized Springboard, Men",United States,USA,3,2012,Diving
"Synchronized Springboard, Women",People's Republic of China,CHN,1,2012,Diving
"Synchronized Springboard, Women",United States,USA,2,2012,Diving
"Synchronized Springboard, Women",Canada,CAN,3,2012,Diving
"Individual, Open",Charlotte Dujardin,GBR,1,2012,Equestrian Dressage
"Individual, Open",Adelinde Cornelissen,NED,2,2012,Equestrian Dressage
"Individual, Open",Laura Bechtolsheimer,GBR,3,2012,Equestrian Dressage
"Team, Open",Great Britain,GBR,1,2012,Equestrian Dressage
"Team, Open",Germany,GER,2,2012,Equestrian Dressage
"Team, Open",Netherlands,NED,3,2012,Equestrian Dressage
"Individual, Open",Michael Jung,GER,1,2012,Equestrian Eventing
"Individual, Open",Sara Algotsson Ostholt,SWE,2,2012,Equestrian Eventing
"Individual, Open",Sandra Auffarth,GER,3,2012,Equestrian Eventing
"Team, Open",Germany,GER,1,2012,Equestrian Eventing
"Team, Open",Great Britain,GBR,2,2012,Equestrian Eventing
"Team, Open",New Zealand,NZL,3,2012,Equestrian Eventing
"Individual, Open",Steve Guerdat,SUI,1,2012,Equestrian Jumping
"Individual, Open",Gerco SchrÃ¶der,NED,2,2012,Equestrian Jumping
"Individual, Open",Cian O'Connor,IRL,3,2012,Equestrian Jumping
"Team, Open",Great Britain,GBR,1,2012,Equestrian Jumping
"Team, Open",Netherlands,NED,2,2012,Equestrian Jumping
"Team, Open",Kingdom of Saudi Arabia,KSA,3,2012,Equestrian Jumping
"ÃpÃ©e, Individual, Men",RubÃ©n Limardo,VEN,1,2012,Fencing
"ÃpÃ©e, Individual, Men",Bartosz Piasecki,NOR,2,2012,Fencing
"ÃpÃ©e, Individual, Men",Jeong Jin-Seon,KOR,3,2012,Fencing
"ÃpÃ©e, Individual, Women",Yana Shemiakina,UKR,1,2012,Fencing
"ÃpÃ©e, Individual, Women",Britta Heidemann,GER,2,2012,Fencing
"ÃpÃ©e, Individual, Women",Sun Yujie,CHN,3,2012,Fencing
"ÃpÃ©e, Team, Women",People's Republic of China,CHN,1,2012,Fencing
"ÃpÃ©e, Team, Women",Republic of Korea,KOR,2,2012,Fencing
"ÃpÃ©e, Team, Women",United States,USA,3,2012,Fencing
"Foil, Individual, Men",Lei Sheng,CHN,1,2012,Fencing
"Foil, Individual, Men",Alaaeldin Abouelkassem,EGY,2,2012,Fencing
"Foil, Individual, Men",Choi Byeong-Cheol,KOR,3,2012,Fencing
"Foil, Individual, Women",Elisa Di Francisca,ITA,1,2012,Fencing
"Foil, Individual, Women",Arianna Errigo,ITA,2,2012,Fencing
"Foil, Individual, Women",Valentina Vezzali,ITA,3,2012,Fencing
"Foil, Team, Men",Italy,ITA,1,2012,Fencing
"Foil, Team, Men",Japan,JPN,2,2012,Fencing
"Foil, Team, Men",Germany,GER,3,2012,Fencing
"Foil, Team, Women",Italy,ITA,1,2012,Fencing
"Foil, Team, Women",Russian Federation,RUS,2,2012,Fencing
"Foil, Team, Women",Republic of Korea,KOR,3,2012,Fencing
"Sabre, Individual, Men",Ãron SzilÃ¡gyi,HUN,1,2012,Fencing
"Sabre, Individual, Men",Diego Occhiuzzi,ITA,2,2012,Fencing
"Sabre, Individual, Men",Nikolay Kovalyov,RUS,3,2012,Fencing
"Sabre, Individual, Women",Kim Ji-Yeon,KOR,1,2012,Fencing
"Sabre, Individual, Women",Sofya Velikaya,RUS,2,2012,Fencing
"Sabre, Individual, Women",Olha Kharlan,UKR,3,2012,Fencing
"Sabre, Team, Men",Republic of Korea,KOR,1,2012,Fencing
"Sabre, Team, Men",Romania,ROU,2,2012,Fencing
"Sabre, Team, Men",Italy,ITA,3,2012,Fencing
"Football, Men",Mexico,MEX,1,2012,Football
"Football, Men",Brazil,BRA,2,2012,Football
"Football, Men",Republic of Korea,KOR,3,2012,Football
"Football, Women",United States,USA,1,2012,Football
"Football, Women",Japan,JPN,2,2012,Football
"Football, Women",Canada,CAN,3,2012,Football
"Handball, Men",France,FRA,1,2012,Handball
"Handball, Men",Sweden,SWE,2,2012,Handball
"Handball, Men",Croatia,CRO,3,2012,Handball
"Handball, Women",Norway,NOR,1,2012,Handball
"Handball, Women",Montenegro,MNE,2,2012,Handball
"Handball, Women",Spain,ESP,3,2012,Handball
"Hockey, Men",Germany,GER,1,2012,Hockey
"Hockey, Men",Netherlands,NED,2,2012,Hockey
"Hockey, Men",Australia,AUS,3,2012,Hockey
"Hockey, Women",Netherlands,NED,1,2012,Hockey
"Hockey, Women",Argentina,ARG,2,2012,Hockey
"Hockey, Women",Great Britain,GBR,3,2012,Hockey
"Extra-Lightweight, Men",Arsen Galstyan,RUS,1,2012,Judo
"Extra-Lightweight, Men",,,1,2012,Judo
"Extra-Lightweight, Men",Hiroaki Hiraoka,JPN,2,2012,Judo
"Extra-Lightweight, Men",,,2,2012,Judo
"Extra-Lightweight, Men",Felipe KitadaiRishod Sobirov,BRA,3,2012,Judo
"Extra-Lightweight, Men",,UZB,3,2012,Judo
"Extra-Lightweight, Women",Sarah Menezes,BRA,1,2012,Judo
"Extra-Lightweight, Women",,,1,2012,Judo
"Extra-Lightweight, Women",Alina Dumitru,ROU,2,2012,Judo
"Extra-Lightweight, Women",,,2,2012,Judo
"Extra-Lightweight, Women",Charline Van SnickÃva Csernoviczki,BEL,3,2012,Judo
"Extra-Lightweight, Women",,HUN,3,2012,Judo
"Half-Heavyweight, Men",Tagir Khaybulayev,RUS,1,2012,Judo
"Half-Heavyweight, Men",,,1,2012,Judo
"Half-Heavyweight, Men",Naidangiin TÃ¼vshinbayar,MGL,2,2012,Judo
"Half-Heavyweight, Men",,,2,2012,Judo
"Half-Heavyweight, Men",Dimitri PetersHenk Grol,GER,3,2012,Judo
"Half-Heavyweight, Men",,NED,3,2012,Judo
"Half-Heavyweight, Women",Kayla Harrison,USA,1,2012,Judo
"Half-Heavyweight, Women",,,1,2012,Judo
"Half-Heavyweight, Women",Gemma Gibbons,GBR,2,2012,Judo
"Half-Heavyweight, Women",,,2,2012,Judo
"Half-Heavyweight, Women",Audrey TcheumÃ©oMayra Aguiar,FRA,3,2012,Judo
"Half-Heavyweight, Women",,BRA,3,2012,Judo
"Half-Lightweight, Men",Lasha Shavdatuashvili,GEO,1,2012,Judo
"Half-Lightweight, Men",,,1,2012,Judo
"Half-Lightweight, Men",MiklÃ³s UngvÃ¡ri,HUN,2,2012,Judo
"Half-Lightweight, Men",,,2,2012,Judo
"Half-Lightweight, Men",Masashi EbinumaJo Jun-Ho,JPN,3,2012,Judo
"Half-Lightweight, Men",,KOR,3,2012,Judo
"Half-Lightweight, Women",An Kum-Ae,PRK,1,2012,Judo
"Half-Lightweight, Women",,,1,2012,Judo
"Half-Lightweight, Women",Yanet Bermoy,CUB,2,2012,Judo
"Half-Lightweight, Women",,,2,2012,Judo
"Half-Lightweight, Women",Rosalba ForcinitiPriscilla Gneto,ITA,3,2012,Judo
"Half-Lightweight, Women",,FRA,3,2012,Judo
"Half-Middleweight, Men",Kim Jae-Beom,KOR,1,2012,Judo
"Half-Middleweight, Men",,,1,2012,Judo
"Half-Middleweight, Men",Ole Bischof,GER,2,2012,Judo
"Half-Middleweight, Men",,,2,2012,Judo
"Half-Middleweight, Men",Ivan NifontovAntoine Valois-Fortier,RUS,3,2012,Judo
"Half-Middleweight, Men",,CAN,3,2012,Judo
"Half-Middleweight, Women",UrÅ¡ka Å½olnir,SLO,1,2012,Judo
"Half-Middleweight, Women",,,1,2012,Judo
"Half-Middleweight, Women",Xu Lili,CHN,2,2012,Judo
"Half-Middleweight, Women",,,2,2012,Judo
"Half-Middleweight, Women",Yoshie UenoGÃ©vrise Ãmane,JPN,3,2012,Judo
"Half-Middleweight, Women",,FRA,3,2012,Judo
"Heavyweight, Men",Teddy Riner,FRA,1,2012,Judo
"Heavyweight, Men",,,1,2012,Judo
"Heavyweight, Men",Aleksandr Mikhaylin,RUS,2,2012,Judo
"Heavyweight, Men",,,2,2012,Judo
"Heavyweight, Men",Andreas TÃ¶lzerRafael Silva,GER,3,2012,Judo
"Heavyweight, Men",,BRA,3,2012,Judo
"Heavyweight, Women",Idalys Ortiz,CUB,1,2012,Judo
"Heavyweight, Women",,,1,2012,Judo
"Heavyweight, Women",Mika Sugimoto,JPN,2,2012,Judo
"Heavyweight, Women",,,2,2012,Judo
"Heavyweight, Women",Karina BryantTong Wen,GBR,3,2012,Judo
"Heavyweight, Women",,CHN,3,2012,Judo
"Lightweight, Men",Mansur Isayev,RUS,1,2012,Judo
"Lightweight, Men",,,1,2012,Judo
"Lightweight, Men",Riki Nakaya,JPN,2,2012,Judo
"Lightweight, Men",,,2,2012,Judo
"Lightweight, Men",Saynjargalyn Nyam-OchirUgo Legrand,MGL,3,2012,Judo
"Lightweight, Men",,FRA,3,2012,Judo
"Lightweight, Women",Kaori Matsumoto,JPN,1,2012,Judo
"Lightweight, Women",,,1,2012,Judo
"Lightweight, Women",Corina CÄprioriu,ROU,2,2012,Judo
"Lightweight, Women",,,2,2012,Judo
"Lightweight, Women",Marti MalloyAutomne Pavia,USA,3,2012,Judo
"Lightweight, Women",,FRA,3,2012,Judo
"Middleweight, Men",Song Dae-Nam,KOR,1,2012,Judo
"Middleweight, Men",,,1,2012,Judo
"Middleweight, Men",Asley GonzÃ¡lez,CUB,2,2012,Judo
"Middleweight, Men",,,2,2012,Judo
"Middleweight, Men",Ilias IliadisMasashi Nishiyama,GRE,3,2012,Judo
"Middleweight, Men",,JPN,3,2012,Judo
"Middleweight, Women",Lucie DÃ©cosse,FRA,1,2012,Judo
"Middleweight, Women",,,1,2012,Judo
"Middleweight, Women",Kerstin Thiele,GER,2,2012,Judo
"Middleweight, Women",,,2,2012,Judo
"Middleweight, Women",Yuri AlvearEdith Bosch,COL,3,2012,Judo
"Middleweight, Women",,NED,3,2012,Judo
"10 kilometres Open Water, Men",Oussama Mellouli,TUN,1,2012,Marathon Swimming
"10 kilometres Open Water, Men",Thomas Lurz,GER,2,2012,Marathon Swimming
"10 kilometres Open Water, Men",Richard Weinberger,CAN,3,2012,Marathon Swimming
"10 kilometres Open Water, Women",Ãva Risztov,HUN,1,2012,Marathon Swimming
"10 kilometres Open Water, Women",Haley Anderson,USA,2,2012,Marathon Swimming
"10 kilometres Open Water, Women",Martina Grimaldi,ITA,3,2012,Marathon Swimming
"Individual, Men",David Svoboda,CZE,1,2012,Modern Pentathlon
"Individual, Men",Cao Zhongrong,CHN,2,2012,Modern Pentathlon
"Individual, Men",ÃdÃ¡m Marosi,HUN,3,2012,Modern Pentathlon
"Individual, Women",Laura AsadauskaitÄ,LTU,1,2012,Modern Pentathlon
"Individual, Women",Samantha Murray,GBR,2,2012,Modern Pentathlon
"Individual, Women",Yane Marques,BRA,3,2012,Modern Pentathlon
"Group, Women",Russian Federation,RUS,1,2012,Rhythmic Gymnastics
"Group, Women",Belarus,BLR,2,2012,Rhythmic Gymnastics
"Group, Women",Italy,ITA,3,2012,Rhythmic Gymnastics
"Individual, Women",Yevgeniya Kanayeva,RUS,1,2012,Rhythmic Gymnastics
"Individual, Women",Darya Dmitriyeva,RUS,2,2012,Rhythmic Gymnastics
"Individual, Women",Liubou Chapkashyna,BLR,3,2012,Rhythmic Gymnastics
"Coxless Fours, Men",Great Britain,GBR,1,2012,Rowing
"Coxless Fours, Men",Australia,AUS,2,2012,Rowing
"Coxless Fours, Men",United States,USA,3,2012,Rowing
"Coxless Pairs, Men",New Zealand,NZL,1,2012,Rowing
"Coxless Pairs, Men",France,FRA,2,2012,Rowing
"Coxless Pairs, Men",Great Britain,GBR,3,2012,Rowing
"Coxless Pairs, Women",Great Britain,GBR,1,2012,Rowing
"Coxless Pairs, Women",Australia,AUS,2,2012,Rowing
"Coxless Pairs, Women",New Zealand,NZL,3,2012,Rowing
"Double Sculls, Men",New Zealand,NZL,1,2012,Rowing
"Double Sculls, Men",Italy,ITA,2,2012,Rowing
"Double Sculls, Men",Slovenia,SLO,3,2012,Rowing
"Double Sculls, Women",Great Britain,GBR,1,2012,Rowing
"Double Sculls, Women",Australia,AUS,2,2012,Rowing
"Double Sculls, Women",Poland,POL,3,2012,Rowing
"Eights, Men",Germany,GER,1,2012,Rowing
"Eights, Men",Canada,CAN,2,2012,Rowing
"Eights, Men",Great Britain,GBR,3,2012,Rowing
"Eights, Women",United States,USA,1,2012,Rowing
"Eights, Women",Canada,CAN,2,2012,Rowing
"Eights, Women",Netherlands,NED,3,2012,Rowing
"Lightweight Coxless Fours, Men",South Africa,RSA,1,2012,Rowing
"Lightweight Coxless Fours, Men",Great Britain,GBR,2,2012,Rowing
"Lightweight Coxless Fours, Men",Denmark,DEN,3,2012,Rowing
"Lightweight Double Sculls, Men",Denmark,DEN,1,2012,Rowing
"Lightweight Double Sculls, Men",Great Britain,GBR,2,2012,Rowing
"Lightweight Double Sculls, Men",New Zealand,NZL,3,2012,Rowing
"Lightweight Double Sculls, Women",Great Britain,GBR,1,2012,Rowing
"Lightweight Double Sculls, Women",People's Republic of China,CHN,2,2012,Rowing
"Lightweight Double Sculls, Women",Greece,GRE,3,2012,Rowing
"Quadruple Sculls, Men",Germany,GER,1,2012,Rowing
"Quadruple Sculls, Men",Croatia,CRO,2,2012,Rowing
"Quadruple Sculls, Men",Australia,AUS,3,2012,Rowing
"Quadruple Sculls, Women",Ukraine,UKR,1,2012,Rowing
"Quadruple Sculls, Women",Germany,GER,2,2012,Rowing
"Quadruple Sculls, Women",United States,USA,3,2012,Rowing
"Single Sculls, Men",Mah� Drysdale,NZL,1,2012,Rowing
"Single Sculls, Men",Ondrej Synek,CZE,2,2012,Rowing
"Single Sculls, Men",Alan Campbell,GBR,3,2012,Rowing
"Single Sculls, Women",Mirka Knapkov�,CZE,1,2012,Rowing
"Single Sculls, Women",Fie Udby Erichsen,DEN,2,2012,Rowing
"Single Sculls, Women",Kim Crow,AUS,3,2012,Rowing
"One Person Dinghy, Men",Tom Slingsby,AUS,1,2012,Sailing
"One Person Dinghy, Men",Pavlos Kontides,CYP,2,2012,Sailing
"One Person Dinghy, Men",Rasmus Myrgren,SWE,3,2012,Sailing
"One Person Dinghy, Women",Xu Lijia,CHN,1,2012,Sailing
"One Person Dinghy, Women",Marit Bouwmeester,NED,2,2012,Sailing
"One Person Dinghy, Women",Evi Van Acker,BEL,3,2012,Sailing
"One Person Heavyweight Dinghy, Men",Ben Ainslie,GBR,1,2012,Sailing
"One Person Heavyweight Dinghy, Men",Jonas H�gh Christensen,DEN,2,2012,Sailing
"One Person Heavyweight Dinghy, Men",Jonathan Lobert,FRA,3,2012,Sailing
"Skiff, Men",Australia,AUS,1,2012,Sailing
"Skiff, Men",New Zealand,NZL,2,2012,Sailing
"Skiff, Men",Denmark,DEN,3,2012,Sailing
"Three Person Keelboat, Women",Spain,ESP,1,2012,Sailing
"Three Person Keelboat, Women",Australia,AUS,2,2012,Sailing
"Three Person Keelboat, Women",Finland,FIN,3,2012,Sailing
"Two Person Dinghy, Men",Australia,AUS,1,2012,Sailing
"Two Person Dinghy, Men",Great Britain,GBR,2,2012,Sailing
"Two Person Dinghy, Men",Argentina,ARG,3,2012,Sailing
"Two Person Dinghy, Women",New Zealand,NZL,1,2012,Sailing
"Two Person Dinghy, Women",Great Britain,GBR,2,2012,Sailing
"Two Person Dinghy, Women",Netherlands,NED,3,2012,Sailing
"Two Person Keelboat, Men",Sweden,SWE,1,2012,Sailing
"Two Person Keelboat, Men",Great Britain,GBR,2,2012,Sailing
"Two Person Keelboat, Men",Brazil,BRA,3,2012,Sailing
"Windsurfer, Men",Dorian van Rijsselberge,NED,1,2012,Sailing
"Windsurfer, Men",Nick Dempsey,GBR,2,2012,Sailing
"Windsurfer, Men",Przemyslaw Miarczynski,POL,3,2012,Sailing
"Windsurfer, Women",Marina Alabau,ESP,1,2012,Sailing
"Windsurfer, Women",Tuuli Pet�j�,FIN,2,2012,Sailing
"Windsurfer, Women",Zofia Noceti-Klepacka,POL,3,2012,Sailing
"Air Pistol, 10 metres, Men",Jin Jong-O,KOR,1,2012,Shooting
"Air Pistol, 10 metres, Men",Luca Tesconi,ITA,2,2012,Shooting
"Air Pistol, 10 metres, Men",Andrija ZlatiÄ,SRB,3,2012,Shooting
"Air Pistol, 10 metres, Women",Guo Wenjun,CHN,1,2012,Shooting
"Air Pistol, 10 metres, Women",CÃ©line Goberville,FRA,2,2012,Shooting
"Air Pistol, 10 metres, Women",Olena Kostevych,UKR,3,2012,Shooting
"Air Rifle, 10 metres, Men",Alin Moldoveanu,ROU,1,2012,Shooting
"Air Rifle, 10 metres, Men",NiccolÃ² Campriani,ITA,2,2012,Shooting
"Air Rifle, 10 metres, Men",Gagan Narang,IND,3,2012,Shooting
"Air Rifle, 10 metres, Women",Yi Siling,CHN,1,2012,Shooting
"Air Rifle, 10 metres, Women",Sylwia Bogacka,POL,2,2012,Shooting
"Air Rifle, 10 metres, Women",Yu Dan,CHN,3,2012,Shooting
"Double Trap, Men",Peter Wilson,GBR,1,2012,Shooting
"Double Trap, Men",HÃ¥kan Dahlby,SWE,2,2012,Shooting
"Double Trap, Men",Vasily Mosin,RUS,3,2012,Shooting
"Free Pistol, 50 metres, Men",Jin Jong-O,KOR,1,2012,Shooting
"Free Pistol, 50 metres, Men",Choi Yeong-Rae,KOR,2,2012,Shooting
"Free Pistol, 50 metres, Men",Wang Zhiwei,CHN,3,2012,Shooting
"Rapid-Fire Pistol, 25 metres, Men",Leuris Pupo,CUB,1,2012,Shooting
"Rapid-Fire Pistol, 25 metres, Men",Vijay Kumar,IND,2,2012,Shooting
"Rapid-Fire Pistol, 25 metres, Men",Ding Feng,CHN,3,2012,Shooting
"Skeet, Men",Vincent Hancock,USA,1,2012,Shooting
"Skeet, Men",Anders Golding,DEN,2,2012,Shooting
"Skeet, Men",Nasser Al-Attiya,QAT,3,2012,Shooting
"Skeet, Women",Kim Rhode,USA,1,2012,Shooting
"Skeet, Women",Wei Ning,CHN,2,2012,Shooting
"Skeet, Women",Danka BartekovÃ¡,SVK,3,2012,Shooting
"Small-Bore Rifle, Prone, 50 metres, Men",Siarhei Martynau,BLR,1,2012,Shooting
"Small-Bore Rifle, Prone, 50 metres, Men",Lionel Cox,BEL,2,2012,Shooting
"Small-Bore Rifle, Prone, 50 metres, Men",Rajmond Debevec,SLO,3,2012,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Men",NiccolÃ² Campriani,ITA,1,2012,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Men",Kim Jong-Hyeon,KOR,2,2012,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Men",Matt Emmons,USA,3,2012,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Women",Jamie Beyerle-Gray,USA,1,2012,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Women",Ivana MaksimoviÄ,SRB,2,2012,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Women",AdÃ©la SÃ½korovÃ¡,CZE,3,2012,Shooting
"Sporting Pistol, 25 metres, Women",Kim Jang-Mi,KOR,1,2012,Shooting
"Sporting Pistol, 25 metres, Women",Chen Ying,CHN,2,2012,Shooting
"Sporting Pistol, 25 metres, Women",Olena Kostevych,UKR,3,2012,Shooting
"Trap, Men",Giovanni Cernogoraz,CRO,1,2012,Shooting
"Trap, Men",Massimo Fabbrizi,ITA,2,2012,Shooting
"Trap, Men",Fehaid Al-Deehani,KUW,3,2012,Shooting
"Trap, Women",Jessica Rossi,ITA,1,2012,Shooting
"Trap, Women",Zuzana Å tefeÄekovÃ¡,SVK,2,2012,Shooting
"Trap, Women",Delphine Reau,FRA,3,2012,Shooting
"1,500 metres Freestyle, Men",Sun Yang,CHN,1,2012,Swimming
"1,500 metres Freestyle, Men",Ryan Cochrane,CAN,2,2012,Swimming
"1,500 metres Freestyle, Men",Oussama Mellouli,TUN,3,2012,Swimming
"100 metres Backstroke, Men",Matt Grevers,USA,1,2012,Swimming
"100 metres Backstroke, Men",Nick Thoman,USA,2,2012,Swimming
"100 metres Backstroke, Men",Ryosuke Irie,JPN,3,2012,Swimming
"100 metres Backstroke, Women",Missy Franklin,USA,1,2012,Swimming
"100 metres Backstroke, Women",Emily Seebohm,AUS,2,2012,Swimming
"100 metres Backstroke, Women",Aya Terakawa,JPN,3,2012,Swimming
"100 metres Breaststroke, Men",Cameron van der Burgh,RSA,1,2012,Swimming
"100 metres Breaststroke, Men",Christian Sprenger,AUS,2,2012,Swimming
"100 metres Breaststroke, Men",Brendan Hansen,USA,3,2012,Swimming
"100 metres Breaststroke, Women",RÅ«ta MeilutytÄ,LTU,1,2012,Swimming
"100 metres Breaststroke, Women",Rebecca Soni,USA,2,2012,Swimming
"100 metres Breaststroke, Women",Satomi Suzuki,JPN,3,2012,Swimming
"100 metres Butterfly, Men",,,1,2012,Swimming
"100 metres Butterfly, Men",Michael Phelps,USA,1,2012,Swimming
"100 metres Butterfly, Men",,RUS,2,2012,Swimming
"100 metres Butterfly, Men",Chad le ClosYevgeny Korotyshkin,RSA,2,2012,Swimming
"100 metres Butterfly, Men",,,3,2012,Swimming
"100 metres Butterfly, Men",0,0,3,2012,Swimming
"100 metres Butterfly, Women",Dana Vollmer,USA,1,2012,Swimming
"100 metres Butterfly, Women",Lu Ying,CHN,2,2012,Swimming
"100 metres Butterfly, Women",Alicia Coutts,AUS,3,2012,Swimming
"100 metres Freestyle, Men",Nathan Adrian,USA,1,2012,Swimming
"100 metres Freestyle, Men",James Magnussen,AUS,2,2012,Swimming
"100 metres Freestyle, Men",Brent Hayden,CAN,3,2012,Swimming
"100 metres Freestyle, Women",Ranomi Kromowidjojo,NED,1,2012,Swimming
"100 metres Freestyle, Women",Aliaksandra Herasimenia,BLR,2,2012,Swimming
"100 metres Freestyle, Women",Tang Yi,CHN,3,2012,Swimming
"200 metres Backstroke, Men",Tyler Clary,USA,1,2012,Swimming
"200 metres Backstroke, Men",Ryosuke Irie,JPN,2,2012,Swimming
"200 metres Backstroke, Men",Ryan Lochte,USA,3,2012,Swimming
"200 metres Backstroke, Women",Missy Franklin,USA,1,2012,Swimming
"200 metres Backstroke, Women",Anastasiya Zuyeva,RUS,2,2012,Swimming
"200 metres Backstroke, Women",Elizabeth Beisel,USA,3,2012,Swimming
"200 metres Breaststroke, Men",DÃ¡niel Gyurta,HUN,1,2012,Swimming
"200 metres Breaststroke, Men",Michael Jamieson,GBR,2,2012,Swimming
"200 metres Breaststroke, Men",Ryo Tateishi,JPN,3,2012,Swimming
"200 metres Breaststroke, Women",Rebecca Soni,USA,1,2012,Swimming
"200 metres Breaststroke, Women",Satomi Suzuki,JPN,2,2012,Swimming
"200 metres Breaststroke, Women",Yuliya Yefimova,RUS,3,2012,Swimming
"200 metres Butterfly, Men",Chad le Clos,RSA,1,2012,Swimming
"200 metres Butterfly, Men",Michael Phelps,USA,2,2012,Swimming
"200 metres Butterfly, Men",Takeshi Matsuda,JPN,3,2012,Swimming
"200 metres Butterfly, Women",Jiao Liuyang,CHN,1,2012,Swimming
"200 metres Butterfly, Women",Mireia Belmonte,ESP,2,2012,Swimming
"200 metres Butterfly, Women",Natsumi Hoshi,JPN,3,2012,Swimming
"200 metres Freestyle, Men",,,1,2012,Swimming
"200 metres Freestyle, Men",Yannick Agnel,FRA,1,2012,Swimming
"200 metres Freestyle, Men",,CHN,2,2012,Swimming
"200 metres Freestyle, Men",Park Tae-HwanSun Yang,KOR,2,2012,Swimming
"200 metres Freestyle, Men",,,3,2012,Swimming
