Country_x,Country Code,Gold,Silver,Bronze,Total,Year,Host_City,Host_Country,GDP,Country_y,Latitude Hemisphere,Longitude Hemisphere,Distance From Tokyo 1964,Distance From Mexico City 1968,Distance From Munich 1972,Distance From Montreal 1976,Distance From Moscow 1980,Distance From Los Angeles 1984,Distance From Seoul 1988,Distance From Barcelona 1992,Distance From Atlanta 1996,Distance From Sydney 2000,Distance From Athens 2004,Distance From Beijing 2008,Distance From London 2012,Distance From Rio de Janeiro 2016,Distance From Tokyo 2020
Belgium,BEL,2,0,0,2,2008,Beijing,CHN,5.15224E+11,Belgium,North,East,7465.484676,6040.287639,434.360945,4369.683402,1841.269434,6781.550401,6738.867833,639.0615885,4973.865723,9915.550018,1378.649126,6161.241147,239.8764718,5688.273316,7465.484676
Nigeria,NGA,0,3,2,5,2008,Beijing,CHN,3.37036E+11,Nigeria,North,East,7455.2043,5852.586799,2707.220472,5177.672048,3597.034241,7069.267805,6793.105494,2249.106833,5289.456754,8396.028256,2156.816829,6306.356951,2946.992593,3530.265723,7455.2043
Panama,PAN,1,0,0,1,2008,Beijing,CHN,25155888600,Panama,North,West,12092.88453,1292.276501,5646.981447,2526.502387,7127.614268,2742.181386,11402.51574,4975.698692,1730.656268,12926.12663,5944.589602,10877.76905,5219.457551,2954.429408,12092.88453
New Zealand,NZL,3,2,4,9,2008,Beijing,CHN,1.33131E+11,New Zealand,South,East,5633.175948,15503.5678,10817.74758,14901.59198,10022.90373,16800.39824,6014.854576,10995.36704,15046.35597,1363.195659,9872.18615,6413.627205,11467.58087,11946.09641,5633.175948
Norway,NOR,3,5,1,9,2008,Beijing,CHN,4.6225E+11,Norway,North,East,7244.041585,6597.650799,789.7038605,4795.701101,1495.737142,7243.423025,6519.505523,1332.100898,5475.721879,10030.82783,1674.107286,5936.572968,804.9982622,6398.772343,7244.041585
Poland,POL,4,5,2,11,2008,Beijing,CHN,5.33609E+11,Poland,North,East,6576.973455,6939.959522,583.3806667,5292.530216,921.6337616,7704.178945,5850.361181,1267.358097,5892.391824,9260.500138,1012.895054,5269.89858,1150.557363,6251.798635,6576.973455
Belarus,BLR,3,4,7,14,2008,Beijing,CHN,60763483146,Belarus,North,East,6256.598253,7296.41535,935.1490671,5643.896773,564.6581814,8059.243893,5530.60053,1607.224845,6248.983632,9062.64947,1119.665581,4948.72656,1500.729049,6528.100653,6256.598253
Malaysia,MYS,0,1,0,1,2008,Beijing,CHN,2.30814E+11,Malaysia,North,East,3068.928163,11003.59076,5806.321073,10095.95352,5028.173734,12181.12622,2730.079047,6028.111825,10362.38216,3728.282398,4875.754316,2642.336283,6463.396977,8094.82091,3068.928163
Mongolia,MNG,2,2,0,4,2008,Beijing,CHN,5623216449,,,,,,,,,,,,,,,,,,
Latvia,LVA,1,1,1,3,2008,Beijing,CHN,35756225698,Latvia,North,East,6472.043995,7201.990217,894.9542101,5493.861259,728.3641535,7923.971011,5747.233569,1588.211167,6127.493309,9332.163291,1307.988135,5164.406898,1364.93856,6597.559388,6472.043995
Moldova,MDA,0,0,1,1,2008,Beijing,CHN,6054849885,Moldova,North,East,6119.024082,7226.57035,927.0586619,5683.189832,756.1956711,8061.830301,5392.582613,1489.179121,6231.431198,8720.188185,707.1040118,4816.080791,1587.33338,6212.508261,6119.024082
Sudan,SDN,0,1,0,1,2008,Beijing,CHN,54526580232,Sudan,North,East,6024.821508,7182.187211,2533.278396,6249.808169,2783.082017,8323.269023,5360.036338,2440.001916,6499.755916,7323.40305,1611.471096,4874.162878,3052.361385,4894.597015,6024.821508
Singapore,SGP,0,1,0,1,2008,Beijing,CHN,1.93612E+11,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,0,1,3,4,2008,Beijing,CHN,29549438884,Uzbekistan,North,East,3870.814474,9308.331593,3176.889203,7904.552329,1992.981727,10240.65463,3145.51278,3654.401516,8396.304708,6850.530992,2504.431063,2574.178894,3840.121994,7559.38737,3870.814474
Venezuela,VEN,0,0,1,1,2008,Beijing,CHN,3.15953E+11,Venezuela,North,West,11393.90381,1880.336481,5001.499562,2478.228765,6472.067202,3263.545939,10704.02322,4322.067839,1888.620258,12274.09993,5262.688568,10180.21662,4605.444286,2623.070951,11393.90381
Thailand,THA,2,2,2,6,2008,Beijing,CHN,2.91383E+11,Thailand,North,East,2639.858405,10894.46673,5403.220327,9853.859942,4495.759578,12016.64593,2181.014183,5694.182572,10180.8894,4288.053365,4513.761544,1999.226818,6071.491062,8225.412151,2639.858405
Togo,TGO,0,0,1,1,2008,Beijing,CHN,3323677130,Togo,North,East,7830.239749,5550.587444,2956.284052,4996.438808,3936.444217,6800.804215,7172.515025,2436.275736,5047.91581,8642.18816,2489.636667,6690.001598,3124.375528,3142.133264,7830.239749
Slovakia,SVK,3,3,0,6,2008,Beijing,CHN,1.0047E+11,Slovakia,North,East,6747.510414,6648.953818,299.7667061,5061.32444,1217.903049,7451.260557,6021.084807,936.0593313,5627.508364,9253.71086,805.3749423,5444.554674,961.436064,5901.285218,6747.510414
Slovenia,SVN,1,2,2,5,2008,Beijing,CHN,55552509155,Slovenia,North,East,6879.710699,6464.243825,208.6648808,4908.681416,1414.692547,7285.447633,6154.033587,737.3979486,5456.411672,9287.48053,767.6279331,5580.099681,866.7208941,5700.065109,6879.710699
Tajikistan,TJK,0,1,1,2,2008,Beijing,CHN,5161337336,Tajikistan,North,East,3890.18162,9244.587888,3179.624742,7880.674317,2069.878192,10199.18843,3168.673708,3626.677352,8352.682379,6724.741201,2458.636684,2606.871507,3848.237275,7417.389743,3890.18162
Trinidad and Tobago,TTO,1,1,0,2,2008,Beijing,CHN,27871587350,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,19,13,19,51,2008,Beijing,CHN,2.92143E+12,United Kingdom,North,West,7703.968961,5845.682904,672.7454291,4143.169369,2061.448482,6562.775491,6977.307506,698.5270459,4762.576734,10138.65589,1597.437237,6399.345926,0,5639.574982,7703.968961
United States,USA,36,39,37,112,2008,Beijing,CHN,1.47128E+13,United States,North,West,11833.78191,1869.600659,4870.776436,393.7513086,6335.992081,2286.644968,11113.64006,4324.97978,585.3087828,13461.12519,5488.563128,10549.84124,4276.178945,4712.161285,11833.78191
Vietnam,VNM,0,1,0,1,2008,Beijing,CHN,99130304099,Vietnam,North,East,2120.312606,11171.88929,5458.081917,10029.33087,4413.586245,12249.09177,1604.19479,5813.760428,10404.96042,4537.511058,4622.313376,1403.83947,6130.777024,8665.589157,2120.312606
Samoa,WSM,0,1,0,1,2008,Beijing,CHN,619260721.6,Samoa,South,West,17324.38411,4551.638708,10863.3671,6633.804291,12355.86825,4384.18449,16644.22414,10210.78072,5766.344212,17675.93608,11213.13288,16129.27007,10375.94198,7036.837073,17324.38411
Ukraine,UKR,7,4,11,22,2008,Beijing,CHN,1.79817E+11,Ukraine,North,East,6056.209007,7382.890611,1031.840473,5788.892242,524.677622,8186.342068,5329.522555,1653.359066,6364.271004,8793.543374,953.4060461,4749.510579,1657.632371,6449.854166,6056.209007
Sweden,SWE,0,4,1,5,2008,Beijing,CHN,5.17706E+11,Sweden,North,East,6835.886355,6965.445894,840.4798442,5197.250774,1086.142946,7640.034601,6112.028674,1503.346409,5861.369457,9701.36456,1520.955875,5528.906607,1125.672413,6577.588157,6835.886355
Spain,ESP,5,11,3,19,2008,Beijing,CHN,1.62522E+12,Spain,North,West,7819.620505,5420.702243,984.7989516,3954.379329,2462.222497,6282.117102,7098.16938,316.7736503,4442.023961,9872.403926,1480.791019,6533.068547,788.7473852,4867.835698,7819.620505
Serbia,SRB,0,1,2,3,2008,Beijing,CHN,52194221469,,,,,,,,,,,,,,,,,,
Switzerland,CHE,2,1,4,7,2008,Beijing,CHN,5.70304E+11,Switzerland,North,East,7266.357867,6107.655201,258.5672781,4524.212451,1752.428395,6907.624089,6540.694834,453.4240889,5082.748138,9621.005369,1079.457978,5966.725534,519.0484637,5529.126736,7266.357867
Romania,ROU,4,1,4,9,2008,Beijing,CHN,2.14314E+11,Romania,North,East,6228.097396,7051.390932,836.5549451,5551.830735,986.0993251,7912.450468,5502.835655,1321.603461,6076.26716,8702.45026,483.5920645,4930.228611,1509.274895,5982.617879,6228.097396
Tunisia,TUN,1,0,0,1,2008,Beijing,CHN,44860969077,Tunisia,North,East,7073.110304,6081.175102,807.160439,4719.165454,1980.343453,7009.948678,6355.139766,549.3528617,5163.187887,9106.520305,732.7093684,5796.335708,1165.784777,5026.626254,7073.110304
Turkey,TUR,1,1,3,5,2008,Beijing,CHN,7.70462E+11,Turkey,North,East,5854.362249,7323.680996,1288.161151,5916.970404,1126.75407,8241.393981,5132.585459,1662.950453,6396.995306,8225.602013,514.4316727,4567.836208,1956.556338,5972.752883,5854.362249
South Korea,KOR,13,11,8,32,2008,Beijing,CHN,1.04734E+12,South Korea,North,East,726.745582,12380.98084,6318.972954,11047.48495,5025.941222,13364.69711,0,6794.252899,11517.21381,5093.35796,5626.014846,583.2324219,6977.307506,10153.1711,726.745582
China,CHN,48,22,30,100,2008,Beijing,CHN,4.59431E+12,China,North,East,1307.919095,11838.94405,5742.91982,10478.68767,4442.798842,12806.04837,583.2324219,6227.332336,10959.52333,5414.624777,5065.428159,0,6399.345926,9710.393207,1307.919095
Chinese Taipei,TPE,1,1,2,4,2008,Beijing,CHN,,,,,,,,,,,,,,,,,,,
Mexico,MEX,2,0,2,4,2008,Beijing,CHN,1.10999E+12,Mexico,North,West,13085.252,0,6364.498871,2223.440536,7858.834811,1463.565709,12380.98084,5737.41412,1285.687064,14148.98813,6810.891865,11838.94405,5845.682904,4215.212132,13085.252
Mauritius,MUS,0,0,1,1,2008,Beijing,CHN,9990370016,,,,,,,,,,,,,,,,,,
Hungary,HUN,3,5,2,10,2008,Beijing,CHN,1.58136E+11,Hungary,North,East,6633.310595,6735.868911,412.0573183,5167.728171,1146.897866,7551.497706,5907.045601,1007.55419,5724.574891,9134.012281,711.9441677,5331.207495,1080.010402,5916.371169,6633.310595
Croatia,HRV,0,2,3,5,2008,Beijing,CHN,70234425974,Croatia,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556
Kazakhstan,KAZ,2,3,4,9,2008,Beijing,CHN,1.33442E+11,Kazakhstan,North,East,3880.61924,9560.663155,3267.102191,8028.405934,1877.813221,10415.53814,3160.551383,3833.499935,8584.557448,7308.24655,2773.651643,2577.824213,3895.751307,8071.032013,3880.61924
Lithuania,LTU,0,3,2,5,2008,Beijing,CHN,47797551588,Lithuania,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622
Chile,CHL,0,1,0,1,2008,Beijing,CHN,1.79638E+11,Chile,South,West,12415.56917,3943.105473,7180.963618,5440.38823,8488.879813,5327.327679,11801.49769,6497.463883,4684.999751,12099.98408,7081.086651,11359.06185,6987.801141,1648.784529,12415.56917
Cuba,CUB,3,10,17,30,2008,Beijing,CHN,60806300000,Cuba,North,West,12145.25931,959.7442546,5405.504836,1589.019027,6900.018534,2107.325425,11438.33193,4777.760803,745.7027539,13337.29637,5856.225524,10893.17319,4892.460575,3823.071369,12145.25931
Kyrgyzstan,KGZ,0,1,2,3,2008,Beijing,CHN,5139957785,Kyrgyzstan,North,East,3590.709404,9612.246538,3454.923558,8194.183736,2213.372445,10537.7157,2864.208476,3947.831534,8694.390495,6734.816341,2805.552598,2288.323196,4113.513721,7851.399409,3590.709404
South Africa,ZAF,0,1,0,1,2008,Beijing,CHN,2.8677E+11,South Africa,South,East,7407.288549,7598.50293,5156.713371,7484.112658,5604.115564,8983.854273,6899.294383,4824.036858,7376.785794,6745.83847,4355.817524,6575.494888,5517.89968,3896.346639,7407.288549
Russia,RUS,24,13,23,60,2008,Beijing,CHN,1.66085E+12,Russia,North,East,5749.743872,7858.834811,1494.716181,6203.539526,0,8622.58711,5025.941222,2151.918173,6813.557769,8753.948266,1447.592636,4442.798842,2061.448482,6968.657073,5749.743872
Afghanistan,AFG,0,0,1,1,2008,Beijing,CHN,10109225814,Afghanistan,North,East,3852.695234,9243.020276,3283.494195,7937.373451,2267.337882,10229.32231,3140.46094,3687.702265,8381.179784,6496.640378,2502.869092,2596.700595,3955.769518,7290.724741,3852.695234
Colombia,COL,0,2,1,3,2008,Beijing,CHN,2.42187E+11,Colombia,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068
Denmark,DNK,2,2,3,7,2008,Beijing,CHN,3.53361E+11,Denmark,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.548789,7280.410025,6357.022542,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967
Czech Republic,CZE,3,3,1,7,2008,Beijing,CHN,2.36816E+11,Czech Republic,North,East,6919.883139,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297,5615.044697,784.3676487,5929.78558,6919.883139
Kenya,KEN,6,4,6,16,2008,Beijing,CHN,35895153328,Kenya,South,East,6180.346418,7534.91925,3663.960524,6913.67838,3907.068774,8790.313582,5586.393433,3483.27501,7025.59752,6658.214324,2766.641737,5180.772477,4137.111253,4600.32871,6180.346418
Zimbabwe,ZWE,1,3,0,4,2008,Beijing,CHN,4415702800,Zimbabwe,South,East,6971.967411,7540.740264,4647.169338,7261.17589,5040.582966,8890.077135,6437.679698,4353.54547,7223.461271,6659.694071,3818.068439,6089.9784,5040.555999,4068.383553,6971.967411
Lithuania,LTU,2,0,3,5,2012,London,GBR,42927454291,Lithuania,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622
Latvia,LVA,1,0,1,2,2012,London,GBR,28324787664,Latvia,North,East,6472.043995,7201.990217,894.9542101,5493.861259,728.3641535,7923.971011,5747.233569,1588.211167,6127.493309,9332.163291,1307.988135,5164.406898,1364.93856,6597.559388,6472.043995
Kuwait,KWT,0,0,1,1,2012,London,GBR,1.7407E+11,Kuwait,North,East,5023.416206,8061.838002,2375.74315,6838.891234,1895.734565,9082.619422,4321.587607,2637.70766,7235.012454,7124.236809,1456.604159,3790.289329,3033.120479,6144.692295,5023.416206
Netherlands,NLD,6,6,8,20,2012,London,GBR,8.38971E+11,Netherlands,North,East,7464.868875,6100.454387,476.857991,4398.587044,1805.151258,6820.142453,6738.124602,759.0711687,5020.216004,9971.22218,1445.327934,6159.095349,257.7032749,5802.288098,7464.868875
Kenya,KEN,2,4,7,13,2012,London,GBR,50412754861,Kenya,South,East,6180.346418,7534.91925,3663.960524,6913.67838,3907.068774,8790.313582,5586.393433,3483.27501,7025.59752,6658.214324,2766.641737,5180.772477,4137.111253,4600.32871,6180.346418
South Korea,KOR,13,9,8,30,2012,London,GBR,1.27843E+12,South Korea,North,East,726.745582,12380.98084,6318.972954,11047.48495,5025.941222,13364.69711,0,6794.252899,11517.21381,5093.35796,5626.014846,583.2324219,6977.307506,10153.1711,726.745582
Serbia,SRB,1,1,2,4,2012,London,GBR,43309252921,,,,,,,,,,,,,,,,,,
New Zealand,NZL,6,2,5,13,2012,London,GBR,1.76207E+11,New Zealand,South,East,5633.175948,15503.5678,10817.74758,14901.59198,10022.90373,16800.39824,6014.854576,10995.36704,15046.35597,1363.195659,9872.18615,6413.627205,11467.58087,11946.09641,5633.175948
Saudi Arabia,SAU,0,0,1,1,2012,London,GBR,7.35975E+11,Saudi Arabia,North,East,5149.412878,7953.520421,2509.898174,6817.767072,2198.267665,9015.008447,4462.04885,2685.142646,7171.242635,6993.351547,1548.335651,3950.610469,3145.73118,5881.210329,5149.412878
Japan,JPN,7,14,17,38,2012,London,GBR,6.20321E+12,,North,East,0,13085.252,7045.276098,11770.5309,5749.743872,14081.24317,726.745582,7516.740596,12233.30886,4840.279356,6345.328465,1307.919095,7703.968961,10769.55288,0
Slovakia,SVK,0,1,3,4,2012,London,GBR,94534730681,Slovakia,North,East,6747.510414,6648.953818,299.7667061,5061.32444,1217.903049,7451.260557,6021.084807,936.0593313,5627.508364,9253.71086,805.3749423,5444.554674,961.436064,5901.285218,6747.510414
Singapore,SGP,0,0,2,2,2012,London,GBR,2.95087E+11,,,,,,,,,,,,,,,,,,
Spain,ESP,4,10,4,18,2012,London,GBR,1.32482E+12,Spain,North,West,7819.620505,5420.702243,984.7989516,3954.379329,2462.222497,6282.117102,7098.16938,316.7736503,4442.023961,9872.403926,1480.791019,6533.068547,788.7473852,4867.835698,7819.620505
Russia,RUS,20,20,27,67,2012,London,GBR,2.2083E+12,Russia,North,East,5749.743872,7858.834811,1494.716181,6203.539526,0,8622.58711,5025.941222,2151.918173,6813.557769,8753.948266,1447.592636,4442.798842,2061.448482,6968.657073,5749.743872
Germany,DEU,11,20,13,44,2012,London,GBR,3.52734E+12,Germany,North,East,6996.068785,6545.682423,301.1745652,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867,6034.938596,6996.068785
Qatar,QAT,0,0,2,2,2012,London,GBR,1.86834E+11,Qatar,North,East,4875.621043,8224.822891,2689.152241,7070.658298,2226.057917,9279.955293,4188.096978,2909.657046,7435.121573,6805.326209,1747.712618,3677.57752,3338.673622,6134.375157,4875.621043
Grenada,GRD,1,0,0,1,2012,London,GBR,799882259.3,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,3,1,7,11,2012,London,GBR,2.07999E+11,Kazakhstan,North,East,3880.61924,9560.663155,3267.102191,8028.405934,1877.813221,10415.53814,3160.551383,3833.499935,8584.557448,7308.24655,2773.651643,2577.824213,3895.751307,8071.032013,3880.61924
Jamaica,JAM,4,5,3,12,2012,London,GBR,14807086889,Jamaica,North,West,11864.67244,1236.734863,5239.56893,1898.1793,6731.907691,2533.832026,11163.59644,4588.574072,1169.020544,12937.85528,5622.544845,10625.97286,4766.776959,3358.553399,11864.67244
Ireland,IRL,1,1,4,6,2012,London,GBR,2.24984E+11,Ireland,North,West,8052.048537,5591.358463,1029.328577,3827.483511,2380.123695,6261.276638,7325.311382,933.5597391,4477.958742,10484.38373,1943.408303,6746.474883,356.6840144,5627.79411,8052.048537
Guatemala,GTM,0,1,0,1,2012,London,GBR,49593961142,Guatemala,North,West,12636.49891,587.1720558,6026.13806,2290.133363,7519.207642,2044.235494,11938.036,5377.277959,1372.571263,13596.3332,6409.687944,11403.34737,5544.585621,3636.878499,12636.49891
Egypt,EGY,0,3,1,4,2012,London,GBR,2.79117E+11,Egypt,North,East,5937.549254,7150.115523,1644.840016,5923.588067,1787.807171,8160.910325,5230.96362,1765.939261,6313.214457,7899.79732,669.8243057,4690.69353,2251.730749,5458.498004,5937.549254
Hong Kong,HKG,0,0,1,1,2012,London,GBR,2.62629E+11,,,,,,,,,,,,,,,,,,
Norway,NOR,2,1,1,4,2012,London,GBR,5.09506E+11,Norway,North,East,7244.041585,6597.650799,789.7038605,4795.701101,1495.737142,7243.423025,6519.505523,1332.100898,5475.721879,10030.82783,1674.107286,5936.572968,804.9982622,6398.772343,7244.041585
Romania,ROU,2,4,1,7,2012,London,GBR,1.70636E+11,Romania,North,East,6228.097396,7051.390932,836.5549451,5551.830735,986.0993251,7912.450468,5502.835655,1321.603461,6076.26716,8702.45026,483.5920645,4930.228611,1509.274895,5982.617879,6228.097396
Hungary,HUN,8,4,6,18,2012,London,GBR,1.28475E+11,Hungary,North,East,6633.310595,6735.868911,412.0573183,5167.728171,1146.897866,7551.497706,5907.045601,1007.55419,5724.574891,9134.012281,711.9441677,5331.207495,1080.010402,5916.371169,6633.310595
Puerto Rico,PRI,0,1,1,2,2012,London,GBR,1.01565E+11,Puerto Rico,North,West,11296.29467,1804.554884,4713.806552,1948.489108,6201.888604,3049.241972,10595.99547,4052.786435,1462.857094,12397.19606,5066.4853,10059.5769,4266.579657,3104.986211,11296.29467
Poland,POL,3,2,6,11,2012,London,GBR,4.98524E+11,Poland,North,East,6576.973455,6939.959522,583.3806667,5292.530216,921.6337616,7704.178945,5850.361181,1267.358097,5892.391824,9260.500138,1012.895054,5269.89858,1150.557363,6251.798635,6576.973455
Iran,IRN,7,5,1,13,2012,London,GBR,5.98868E+11,Iran,North,East,4823.938424,8287.941294,2339.062511,6961.793767,1576.846874,9257.380845,4107.946907,2713.733005,7409.591644,7254.599739,1527.219054,3554.869761,3011.220363,6543.354447,4823.938424
Portugal,PRT,0,1,0,1,2012,London,GBR,2.16237E+11,Portugal,North,West,8123.950193,5089.808385,1313.294218,3661.993235,2795.165071,5966.667892,7404.156141,648.5692576,4123.443749,10074.42094,1778.72057,6841.824291,1020.472164,4622.586205,8123.950193
Indonesia,IDN,0,2,1,3,2012,London,GBR,9.1787E+11,Indonesia,South,East,3406.248969,11355.18349,6387.855745,10554.00055,5678.433253,12574.16717,3189.364766,6566.579415,10773.73946,3108.08264,5439.40113,3194.294807,7035.269185,8248.577302,3406.248969
Sweden,SWE,1,4,3,8,2012,London,GBR,5.52484E+11,Sweden,North,East,6835.886355,6965.445894,840.4798442,5197.250774,1086.142946,7640.034601,6112.028674,1503.346409,5861.369457,9701.36456,1520.955875,5528.906607,1125.672413,6577.588157,6835.886355
India,IND,0,2,4,6,2012,London,GBR,1.82764E+12,India,North,East,3450.654954,9642.938962,3830.183598,8420.785316,2865.1176,10674.39927,2765.282337,4190.254101,8826.80147,5899.440123,2998.497325,2268.419035,4502.711561,7460.785766,3450.654954
Mongolia,MNG,0,2,3,5,2012,London,GBR,12292770631,,,,,,,,,,,,,,,,,,
Italy,ITA,8,9,11,28,2012,London,GBR,2.08708E+12,Italy,North,East,6965.601489,6274.19585,457.0470028,4804.931403,1671.339599,7145.651673,6242.692758,552.6489258,5306.023586,9198.202937,668.2934621,5675.147349,955.5483159,5380.124554,6965.601489
North Korea,PRK,4,0,2,6,2012,London,GBR,0,North Korea,North,East,818.0765882,12328.86427,6240.433449,10976.41656,4932.966251,13301.83066,139.2035301,6724.770867,11455.00145,5229.235973,5561.440052,497.8727621,6896.2761,10144.60384,818.0765882
Mexico,MEX,1,3,4,8,2012,London,GBR,1.20109E+12,Mexico,North,West,13085.252,0,6364.498871,2223.440536,7858.834811,1463.565709,12380.98084,5737.41412,1285.687064,14148.98813,6810.891865,11838.94405,5845.682904,4215.212132,13085.252
Slovenia,SVN,1,1,2,4,2012,London,GBR,46580457470,Slovenia,North,East,6879.710699,6464.243825,208.6648808,4908.681416,1414.692547,7285.447633,6154.033587,737.3979486,5456.411672,9287.48053,767.6279331,5580.099681,866.7208941,5700.065109,6879.710699
Montenegro,MNE,0,1,0,1,2012,London,GBR,4087725813,,,,,,,,,,,,,,,,,,
Morocco,MAR,0,0,1,1,2012,London,GBR,98266306615,,,,,,,,,,,,,,,,,,
Malaysia,MYS,0,1,1,2,2012,London,GBR,3.14443E+11,Malaysia,North,East,3068.928163,11003.59076,5806.321073,10095.95352,5028.173734,12181.12622,2730.079047,6028.111825,10362.38216,3728.282398,4875.754316,2642.336283,6463.396977,8094.82091,3068.928163
Azerbaijan,AZE,2,2,5,9,2012,London,GBR,69683935845,Azerbaijan,North,East,4929.188187,8246.251439,2143.280101,6841.54925,1240.420589,9171.991444,4205.953166,2588.606963,7327.578349,7549.013006,1437.275639,3638.902247,2814.342634,6682.150324,4929.188187
South Africa,ZAF,4,1,1,6,2012,London,GBR,3.96333E+11,South Africa,South,East,7407.288549,7598.50293,5156.713371,7484.112658,5604.115564,8983.854273,6899.294383,4824.036858,7376.785794,6745.83847,4355.817524,6575.494888,5517.89968,3896.346639,7407.288549
Uzbekistan,UZB,0,0,3,3,2012,London,GBR,63628854499,Uzbekistan,North,East,3870.814474,9308.331593,3176.889203,7904.552329,1992.981727,10240.65463,3145.51278,3654.401516,8396.304708,6850.530992,2504.431063,2574.178894,3840.121994,7559.38737,3870.814474
Vietnam,VNM,0,0,1,1,2012,London,GBR,1.5582E+11,Vietnam,North,East,2120.312606,11171.88929,5458.081917,10029.33087,4413.586245,12249.09177,1604.19479,5813.760428,10404.96042,4537.511058,4622.313376,1403.83947,6130.777024,8665.589157,2120.312606
Switzerland,CHE,2,2,0,4,2012,London,GBR,6.9211E+11,Switzerland,North,East,7266.357867,6107.655201,258.5672781,4524.212451,1752.428395,6907.624089,6540.694834,453.4240889,5082.748138,9621.005369,1079.457978,5966.725534,519.0484637,5529.126736,7266.357867
Greece,GRC,0,0,2,2,2012,London,GBR,2.42054E+11,Greece,North,East,6345.328465,6810.891865,975.5308696,5434.583731,1447.592636,7740.653077,5626.014846,1191.790232,5894.536993,8541.551997,0,5065.428159,1597.437237,5536.760728,6345.328465
Afghanistan,AFG,0,0,1,1,2012,London,GBR,20001598506,Afghanistan,North,East,3852.695234,9243.020276,3283.494195,7937.373451,2267.337882,10229.32231,3140.46094,3687.702265,8381.179784,6496.640378,2502.869092,2596.700595,3955.769518,7290.724741,3852.695234
Algeria,DZA,1,0,0,1,2012,London,GBR,2.09059E+11,Algeria,North,East,7456.896815,5704.149817,932.3905579,4339.752748,2285.897025,6626.090244,6739.011809,346.5107264,4779.414037,9430.625168,1115.622926,6180.126784,1044.929886,4809.973012,7456.896815
Tajikistan,TJK,0,0,1,1,2012,London,GBR,7633049792,Tajikistan,North,East,3890.18162,9244.587888,3179.624742,7880.674317,2069.878192,10199.18843,3168.673708,3626.677352,8352.682379,6724.741201,2458.636684,2606.871507,3848.237275,7417.389743,3890.18162
Denmark,DNK,2,4,3,9,2012,London,GBR,3.27149E+11,Denmark,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.548789,7280.410025,6357.022542,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967
Argentina,ARG,1,1,2,4,2012,London,GBR,5.45982E+11,Argentina,South,West,11979.01152,4384.369678,7015.770065,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431,11533.28485,6837.56043,10951.96318,6877.436486,1303.080956,11979.01152
Venezuela,VEN,1,0,0,1,2012,London,GBR,3.81286E+11,Venezuela,North,West,11393.90381,1880.336481,5001.499562,2478.228765,6472.067202,3263.545939,10704.02322,4322.067839,1888.620258,12274.09993,5262.688568,10180.21662,4605.444286,2623.070951,11393.90381
Gabon,GAB,0,1,0,1,2012,London,GBR,17170465294,Gabon,North,East,7527.334088,6059.219306,3306.837045,5585.808509,4106.000009,7341.773566,6893.160224,2864.934178,5611.485265,8100.149353,2689.927916,6437.883998,3563.036956,3278.514477,7527.334088
Thailand,THA,0,2,2,4,2012,London,GBR,3.97558E+11,Thailand,North,East,2639.858405,10894.46673,5403.220327,9853.859942,4495.759578,12016.64593,2181.014183,5694.182572,10180.8894,4288.053365,4513.761544,1999.226818,6071.491062,8225.412151,2639.858405
Armenia,ARM,0,1,1,2,2012,London,GBR,10619320049,Armenia,North,East,5214.490326,7961.875734,1871.185441,6556.044561,1125.260362,8885.04204,4491.701293,2302.565068,7040.666552,7753.556298,1151.612601,3925.377452,2543.617705,6458.829748,5214.490326
Finland,FIN,0,2,1,3,2012,London,GBR,2.58305E+11,Finland,North,East,6482.014653,7342.902147,1107.26077,5585.00046,746.7650967,8027.166633,5760.047999,1798.184727,6245.868187,9463.102949,1559.687466,5176.841428,1497.672561,6834.621887,6482.014653
