Country,Country Code,Gold,Silver,Bronze,Total,Year,Host_City,Host_Country,GDP,Latitude Hemisphere,Longitude Hemisphere,Population,Life Expectancy,Average Distance to Games,Total Competitors,Total Medal Count,Total Win Ratio,Total Male Competitors,Male Wins,Male Medal Ratio,Total Female Competitors,Female Wins,Female Medal Ratio,Open Wins,Open Win Ratio
Japan,JPN,27,16,8,25,2008,Beijing,CHN,5037.91,North,East,128063000,82.58756098,6878.392656,332,25,0.075301205,167,13,0.077844311,165,12,0.072727273,0,0
Kazakhstan,KAZ,6,6,4,9,2008,Beijing,CHN,133.442,North,East,15776938,67.11,5407.725041,130,9,0.069230769,60,6,0.1,70,3,0.042857143,0,0
Kenya,KEN,18,8,6,16,2008,Beijing,CHN,35.89515333,South,East,39791984,58.76,5507.264521,46,16,0.347826087,28,9,0.321428571,18,7,0.388888889,0,0
Kyrgyzstan,KGZ,0,2,2,3,2008,Beijing,CHN,5.139957785,North,East,5318700,68.45121951,5366.25977,20,3,0.15,16,3,0.1875,4,0,0,0,0
South Korea,KOR,39,22,8,32,2008,Beijing,CHN,1047.34,North,East,49054708,79.51707317,6422.407919,265,32,0.120754717,159,18,0.113207547,106,13,0.122641509,1,0.003773585
Lithuania,LTU,0,6,2,5,2008,Beijing,CHN,47.79755159,North,East,3198231,71.81219512,4777.694243,71,5,0.070422535,44,4,0.090909091,27,1,0.037037037,0,0
Latvia,LVA,3,2,1,3,2008,Beijing,CHN,35.7562257,North,East,2177322,72.4195122,4827.814877,47,3,0.063829787,29,3,0.103448276,18,0,0,0,0
Moldova,MDA,0,0,1,1,2008,Beijing,CHN,6.054849885,North,East,2867964,68.671,4669.953369,29,1,0.034482759,21,1,0.047619048,8,0,0,0,0
Mexico,MEX,6,0,2,4,2008,Beijing,CHN,1109.99,North,West,110815272,75.194,7089.643002,83,4,0.048192771,43,1,0.023255814,40,3,0.075,0,0
Malaysia,MYS,0,2,0,1,2008,Beijing,CHN,230.814,North,East,27236003,74.118,6345.21237,32,1,0.03125,18,1,0.055555556,14,0,0,0,0
Nigeria,NGA,0,6,2,5,2008,Beijing,CHN,337.036,North,East,150269622,49.913,5132.154627,74,5,0.067567568,37,2,0.054054054,37,3,0.081081081,0,0
Netherlands,NLD,21,10,4,16,2008,Beijing,CHN,947.998,North,East,16445593,80.25121951,4712.2653,237,16,0.067510549,139,3,0.021582734,98,11,0.112244898,2,0.008438819
Norway,NOR,9,10,1,9,2008,Beijing,CHN,462.25,North,East,4768212,80.59268293,4905.527072,84,9,0.107142857,30,5,0.166666667,54,4,0.074074074,0,0
New Zealand,NZL,9,4,4,9,2008,Beijing,CHN,133.131,South,East,4259800,80.35121951,10162.12167,178,9,0.050561798,96,7,0.072916667,82,2,0.024390244,0,0
Panama,PAN,3,0,0,1,2008,Beijing,CHN,25.1558886,North,West,3516204,76.414,6636.837866,5,1,0.2,3,1,0.333333333,2,0,0,0,0
Poland,POL,12,10,2,11,2008,Beijing,CHN,533.609,North,East,38125759,75.54390244,4703.42606,257,11,0.042801556,156,8,0.051282051,101,3,0.02970297,0,0
Portugal,PRT,3,2,0,2,2008,Beijing,CHN,262.345,North,West,10558177,78.52439024,4772.6015,77,2,0.025974026,51,1,0.019607843,26,1,0.038461538,0,0
Romania,ROU,12,2,4,9,2008,Beijing,CHN,214.314,North,East,20537875,72.56585366,4620.226079,101,9,0.089108911,40,2,0.05,61,7,0.114754098,0,0
Russia,RUS,72,26,23,60,2008,Beijing,CHN,1660.85,North,East,142742366,67.94926829,4889.668522,454,60,0.13215859,231,37,0.16017316,223,23,0.103139013,0,0
Sudan,SDN,0,2,0,1,2008,Beijing,CHN,54.52658023,North,East,33060844,61.879,5011.803828,9,1,0.111111111,5,1,0.2,4,0,0,0,0
Slovakia,SVK,9,6,0,6,2008,Beijing,CHN,100.47,North,East,5379233,74.70487805,4608.349577,57,6,0.105263158,35,4,0.114285714,22,2,0.090909091,0,0
Slovenia,SVN,3,4,2,5,2008,Beijing,CHN,55.55250916,North,East,2021316,78.76585366,4572.732604,61,5,0.081967213,40,3,0.075,21,2,0.095238095,0,0
Sweden,SWE,0,8,1,5,2008,Beijing,CHN,517.706,North,East,9219637,81.1,4888.823928,123,5,0.040650407,50,3,0.06,73,1,0.01369863,1,0.008130081
Togo,TGO,0,0,1,1,2008,Beijing,CHN,3.32367713,North,East,6083417,56.178,5243.072001,4,1,0.25,3,1,0.333333333,1,0,0,0,0
Thailand,THA,6,4,2,6,2008,Beijing,CHN,291.383,North,East,66530980,73.341,6073.180027,47,6,0.127659574,22,2,0.090909091,25,4,0.16,0,0
Tajikistan,TJK,0,2,1,2,2008,Beijing,CHN,5.161337336,North,East,7209924,67.911,5237.215111,15,2,0.133333333,12,2,0.166666667,3,0,0,0,0
Tunisia,TUN,3,0,0,1,2008,Beijing,CHN,44.86096908,North,East,10414425,74.72,4575.978044,26,1,0.038461538,14,1,0.071428571,12,0,0,0,0
Turkey,TUR,3,2,3,5,2008,Beijing,CHN,770.462,North,East,70418612,73.649,4669.026362,67,5,0.074626866,48,4,0.083333333,19,1,0.052631579,0,0
Ukraine,UKR,21,8,11,22,2008,Beijing,CHN,179.817,North,East,46258189,68.25146341,4731.877346,243,22,0.090534979,127,13,0.102362205,116,9,0.077586207,0,0
United States,USA,108,78,37,112,2008,Beijing,CHN,14712.8,North,West,304093966,78.03902439,6262.408512,588,112,0.19047619,306,54,0.176470588,282,54,0.191489362,4,0.006802721
Uzbekistan,UZB,0,2,3,4,2008,Beijing,CHN,29.54943888,North,East,27302800,69.193,5259.327183,56,4,0.071428571,41,3,0.073170732,15,1,0.066666667,0,0
Venezuela,VEN,0,0,1,1,2008,Beijing,CHN,315.953,North,West,27635827,73.071,6249.581149,108,1,0.009259259,57,0,0,51,1,0.019607843,0,0
Vietnam,VNM,0,2,0,1,2008,Beijing,CHN,99.1303041,North,East,86243424,74.625,6049.703402,13,1,0.076923077,7,1,0.142857143,6,0,0,0,0
Samoa,WSM,0,2,0,1,2008,Beijing,CHN,0.619260722,South,West,183270,71.158,11232.67321,6,1,0.166666667,4,0,0,2,1,0.5,0,0
South Africa,ZAF,0,2,0,1,2008,Beijing,CHN,286.77,South,East,49779472,55.36,6388.892675,134,1,0.007462687,75,1,0.013333333,59,0,0,0,0
Zimbabwe,ZWE,3,6,0,4,2008,Beijing,CHN,4.4157028,South,East,12379553,46.504,6067.669821,13,4,0.307692308,8,0,0,5,4,0.8,0,0
Afghanistan,AFG,0,0,1,1,2012,London,GBR,20.00159851,North,East,31161378,62.054,5247.865726,6,1,0.166666667,5,1,0.2,1,0,0,0,0
Argentina,ARG,3,2,2,4,2012,London,GBR,545.982,South,West,41733271,75.598,7691.760326,137,4,0.02919708,97,3,0.030927835,40,1,0.025,0,0
Armenia,ARM,0,2,1,2,2012,London,GBR,10.61932005,North,East,2884239,73.82,4833.0877,24,2,0.083333333,20,2,0.1,4,0,0,0,0
Australia,AUS,24,30,12,35,2012,London,GBR,1546.15,South,East,22733465,82.04634146,8930.279555,405,35,0.086419753,221,15,0.067873303,184,20,0.108695652,0,0
Azerbaijan,AZE,6,4,5,9,2012,London,GBR,69.68393585,North,East,9295784,71.506,4916.379435,52,9,0.173076923,38,7,0.184210526,14,2,0.142857143,0,0
Belgium,BEL,0,2,2,3,2012,London,GBR,496.181,North,East,11106932,80.38536585,4675.567093,114,3,0.026315789,71,1,0.014084507,43,2,0.046511628,0,0
Bulgaria,BGR,0,4,1,3,2012,London,GBR,54.03325033,North,East,7305888,74.31463415,4584.094277,68,3,0.044117647,40,1,0.025,28,2,0.071428571,0,0
Bahamas,BHS,3,0,0,1,2012,London,GBR,10.7205,North,West,363581,72.424,6296.326029,21,1,0.047619048,12,1,0.083333333,9,0,0,0,0
Belarus,BLR,6,10,3,10,2012,London,GBR,65.68510256,North,East,9464495,71.96585366,4770.616006,160,10,0.0625,89,3,0.033707865,71,6,0.084507042,1,0.00625
Brazil,BRA,9,10,9,17,2012,London,GBR,2465.19,South,West,199287292,74.209,6524.317219,248,17,0.068548387,131,11,0.083969466,117,6,0.051282051,0,0
Botswana,BWA,0,2,0,1,2012,London,GBR,14.38000418,South,East,2039551,63.511,6338.289724,4,1,0.25,3,1,0.333333333,1,0,0,0,0
Canada,CAN,6,10,11,18,2012,London,GBR,1828.37,North,West,34714222,81.64878049,6264.481855,273,18,0.065934066,119,9,0.075630252,154,9,0.058441558,0,0
Switzerland,CHE,6,4,0,4,2012,London,GBR,692.11,North,East,7996861,82.69756098,4591.695619,98,4,0.040816327,70,2,0.028571429,28,1,0.035714286,1,0.010204082
China,CHN,114,62,22,91,2012,London,GBR,8532.23,North,East,1350695000,75.013,6152.34114,411,91,0.221411192,181,36,0.198895028,230,53,0.230434783,2,0.00486618
Cameroon,CMR,0,0,1,1,2012,London,GBR,29.1027728,North,East,21485267,56.073,5286.381803,38,1,0.026315789,13,0,0,25,1,0.04,0,0
Colombia,COL,3,6,5,9,2012,London,GBR,370.921,North,West,46075721,75.882,6596.774323,101,9,0.089108911,45,4,0.088888889,56,5,0.089285714,0,0
Cuba,CUB,15,6,7,15,2012,London,GBR,73.141,North,West,11257112,78.446,6467.743547,109,15,0.137614679,65,11,0.169230769,44,4,0.090909091,0,0
Cyprus,CYP,0,2,0,1,2012,London,GBR,24.97851343,North,East,1135046,79.812,4692.627197,13,1,0.076923077,9,1,0.111111111,4,0,0,0,0
Czech Republic,CZE,12,6,4,11,2012,London,GBR,208.858,North,East,10510785,78.07560976,4632.77991,133,11,0.082706767,68,6,0.088235294,65,5,0.076923077,0,0
Germany,DEU,33,40,13,44,2012,London,GBR,3527.34,North,East,80425823,80.53902439,4684.012143,383,44,0.114882507,212,27,0.127358491,171,13,0.076023392,4,0.010443864
Denmark,DNK,6,8,3,9,2012,London,GBR,327.149,North,East,5591572,80.05121951,4769.836091,120,9,0.075,70,7,0.1,50,1,0.02,1,0.008333333
Dominican Republic,DOM,3,2,0,2,2012,London,GBR,60.6815372,North,West,9930916,72.523,6178.694056,33,2,0.060606061,13,2,0.153846154,20,0,0,0,0
Algeria,DZA,3,0,0,1,2012,London,GBR,209.059,North,East,37383899,75.436,4616.552558,38,1,0.026315789,21,1,0.047619048,17,0,0,0,0
Egypt,EGY,0,6,1,4,2012,London,GBR,279.117,North,East,86422240,70.736,4721.534724,109,4,0.036697248,75,3,0.04,34,1,0.029411765,0,0
Spain,ESP,12,20,4,18,2012,London,GBR,1324.82,North,West,46773055,82.42682927,4676.218313,278,18,0.064748201,168,6,0.035714286,110,12,0.109090909,0,0
Estonia,EST,0,2,1,2,2012,London,GBR,23.19270898,North,East,1322696,76.32682927,4908.788015,32,2,0.0625,23,2,0.086956522,9,0,0,0,0
Ethiopia,ETH,9,4,3,8,2012,London,GBR,43.31072141,North,East,92726982,63.281,5218.352425,33,8,0.242424242,18,2,0.111111111,15,6,0.4,0,0
Finland,FIN,0,4,1,3,2012,London,GBR,258.305,North,East,5413971,80.62682927,4940.610108,56,3,0.053571429,29,1,0.034482759,27,2,0.074074074,0,0
France,FRA,33,22,13,35,2012,London,GBR,2683.83,North,East,65659814,81.96829268,4657.586983,324,35,0.108024691,182,20,0.10989011,142,15,0.105633803,0,0
Gabon,GAB,0,2,0,1,2012,London,GBR,17.17046529,North,East,1749677,62.924,5392.893265,21,1,0.047619048,19,1,0.052631579,2,0,0,0,0
United Kingdom,GBR,87,34,19,65,2012,London,GBR,2704.02,North,West,63700215,80.90487805,4727.145661,530,65,0.122641509,273,39,0.142857143,257,20,0.077821012,6,0.011320755
Georgia,GEO,3,4,3,6,2012,London,GBR,16.48840308,North,East,3728874,72.097,4838.941393,34,6,0.176470588,28,6,0.214285714,6,0,0,0,0
Greece,GRC,0,0,2,2,2012,London,GBR,242.054,North,East,11045011,80.63414634,4570.22862,102,2,0.019607843,65,1,0.015384615,37,1,0.027027027,0,0
Guatemala,GTM,0,2,0,1,2012,London,GBR,49.59396114,North,West,14781942,72.236,6867.906819,19,1,0.052631579,12,1,0.083333333,7,0,0,0,0
Croatia,HRV,9,2,2,6,2012,London,GBR,56.58081962,North,East,4267558,76.92439024,4571.386285,107,6,0.056074766,64,4,0.0625,43,2,0.046511628,0,0
Hungary,HUN,24,8,6,18,2012,London,GBR,128.475,North,East,9920362,75.06341463,4606.226091,152,18,0.118421053,93,12,0.129032258,59,6,0.101694915,0,0
Indonesia,IDN,0,4,1,3,2012,London,GBR,917.87,South,East,248451714,69.866,6727.82979,22,3,0.136363636,13,2,0.153846154,9,1,0.111111111,0,0
India,IND,0,4,4,6,2012,London,GBR,1827.64,North,East,1265780243,67.545,5416.461758,81,6,0.074074074,58,4,0.068965517,23,2,0.086956522,0,0
Ireland,IRL,3,2,4,6,2012,London,GBR,224.984,North,West,4599533,80.84634146,4872.616191,64,6,0.09375,36,4,0.111111111,28,1,0.035714286,1,0.015625
Iran,IRN,21,10,1,13,2012,London,GBR,598.868,North,East,75539881,74.776,4946.229137,52,13,0.25,44,13,0.295454545,8,0,0,0,0
Italy,ITA,24,18,11,28,2012,London,GBR,2087.08,North,East,59539717,82.23902439,4550.870026,281,28,0.099644128,158,20,0.126582278,123,8,0.06504065,0,0
Jamaica,JAM,12,10,3,12,2012,London,GBR,14.80708689,North,West,2842128,74.001,6373.497473,45,12,0.266666667,23,7,0.304347826,22,5,0.227272727,0,0
Japan,JPN,21,28,17,38,2012,London,GBR,6203.21,North,East,127629000,83.09609756,6878.392656,291,38,0.130584192,136,21,0.154411765,155,17,0.109677419,0,0
Kazakhstan,KAZ,9,2,7,11,2012,London,GBR,207.999,North,East,16792090,69.52,5407.725041,113,11,0.097345133,73,7,0.095890411,40,4,0.1,0,0
Kenya,KEN,6,8,7,13,2012,London,GBR,50.41275486,South,East,44343469,62.659,5507.264521,47,13,0.276595745,27,7,0.259259259,20,6,0.3,0,0
South Korea,KOR,39,18,8,30,2012,London,GBR,1278.43,North,East,50199853,80.8195122,6422.407919,250,30,0.12,135,22,0.162962963,115,8,0.069565217,0,0
Kuwait,KWT,0,0,1,1,2012,London,GBR,174.07,North,East,3348852,74.728,4936.327305,10,1,0.1,8,1,0.125,2,0,0,0,0
Lithuania,LTU,6,0,3,5,2012,London,GBR,42.92745429,North,East,2987773,73.86341463,4777.694243,62,5,0.080645161,39,2,0.051282051,23,3,0.130434783,0,0
Latvia,LVA,3,0,1,2,2012,London,GBR,28.32478766,North,East,2034319,73.77804878,4827.814877,45,2,0.044444444,31,2,0.064516129,14,0,0,0,0
Mexico,MEX,3,6,4,8,2012,London,GBR,1201.09,North,West,117274156,74.966,7089.643002,99,8,0.080808081,62,2,0.032258065,37,6,0.162162162,0,0
Malaysia,MYS,0,2,1,2,2012,London,GBR,314.443,North,East,29068189,74.877,6345.21237,29,2,0.068965517,16,1,0.0625,13,1,0.076923077,0,0
Netherlands,NLD,18,12,8,20,2012,London,GBR,838.971,North,East,16754962,81.10487805,4712.2653,173,20,0.115606936,94,5,0.053191489,79,11,0.139240506,4,0.023121387
Norway,NOR,6,2,1,4,2012,London,GBR,509.506,North,East,5018573,81.45121951,4905.527072,61,4,0.06557377,33,3,0.090909091,28,1,0.035714286,0,0
New Zealand,NZL,18,4,5,13,2012,London,GBR,176.207,South,East,4408100,81.15609756,10162.12167,178,13,0.073033708,96,7,0.072916667,82,5,0.06097561,1,0.005617978
Poland,POL,9,4,6,11,2012,London,GBR,498.524,North,East,38063164,76.74634146,4703.42606,210,11,0.052380952,124,6,0.048387097,86,5,0.058139535,0,0
Portugal,PRT,0,2,0,1,2012,London,GBR,216.237,North,West,10514844,80.37317073,4772.6015,76,3,0.039473684,44,3,0.068181818,32,0,0,0,0
Qatar,QAT,0,0,2,2,2012,London,GBR,186.834,North,East,2196078,79.399,5031.895297,12,2,0.166666667,8,2,0.25,4,0,0,0,0
Romania,ROU,6,8,1,7,2012,London,GBR,170.636,North,East,20058035,74.41219512,4620.226079,105,7,0.066666667,55,2,0.036363636,50,5,0.1,0,0
Russia,RUS,60,40,27,67,2012,London,GBR,2208.3,North,East,143201721,70.07219512,4889.668522,429,67,0.156177156,203,33,0.162561576,226,34,0.150442478,0,0
Slovakia,SVK,0,2,3,4,2012,London,GBR,94.53473068,North,East,5407579,76.1097561,4608.349577,47,4,0.085106383,26,2,0.076923077,21,2,0.095238095,0,0
Slovenia,SVN,3,2,2,4,2012,London,GBR,46.58045747,North,East,2057159,80.12439024,4572.732604,65,4,0.061538462,28,3,0.107142857,37,1,0.027027027,0,0
Sweden,SWE,3,8,3,8,2012,London,GBR,552.484,North,East,9519374,81.70487805,4888.823928,133,8,0.060150376,55,6,0.109090909,78,1,0.012820513,1,0.007518797
Thailand,THA,0,4,2,4,2012,London,GBR,397.558,North,East,67835969,74.992,6073.180027,37,4,0.108108108,19,1,0.052631579,18,3,0.166666667,0,0
Tajikistan,TJK,0,0,1,1,2012,London,GBR,7.633049792,North,East,7874838,69.34,5237.215111,16,1,0.0625,13,0,0,3,1,0.333333333,0,0
Tunisia,TUN,6,0,1,3,2012,London,GBR,45.04413855,North,East,10846993,75.376,4575.978044,83,3,0.036144578,63,2,0.031746032,20,1,0.05,0,0
Turkey,TUR,3,2,1,3,2012,London,GBR,880.556,North,East,74651046,75.373,4669.026362,112,3,0.026785714,48,2,0.041666667,64,1,0.015625,0,0
Uganda,UGA,3,0,0,1,2012,London,GBR,27.18866709,North,East,34558700,59.017,5437.071325,15,1,0.066666667,11,1,0.090909091,4,0,0,0,0
Ukraine,UKR,15,8,10,19,2012,London,GBR,175.781,North,East,45593342,70.94414634,4731.877346,230,19,0.082608696,119,8,0.067226891,111,11,0.099099099,0,0
United States,USA,138,56,30,104,2012,London,GBR,16197,North,West,313877662,78.74146341,6262.408512,530,104,0.196226415,262,45,0.171755725,268,58,0.21641791,1,0.001886792
Uzbekistan,UZB,0,0,3,3,2012,London,GBR,63.6288545,North,East,29774500,70.155,5259.327183,53,3,0.056603774,36,3,0.083333333,17,0,0,0,0
Venezuela,VEN,3,0,0,1,2012,London,GBR,381.286,North,West,29360827,73.037,6249.581149,68,1,0.014705882,42,1,0.023809524,26,0,0,0,0
Vietnam,VNM,0,0,1,1,2012,London,GBR,155.82,North,East,89801926,74.958,6049.703402,18,1,0.055555556,6,1,0.166666667,12,0,0,0,0
South Africa,ZAF,12,2,1,6,2012,London,GBR,396.333,South,East,52832659,60.06,6388.892675,124,6,0.048387097,68,4,0.058823529,56,2,0.035714286,0,0
United Arab Emirates,ARE,0,0,1,1,2016,Rio de Janeiro,BRA,357.045,North,East,9360975,77.47,5084.586667,12,1,0.083333333,9,1,0.111111111,3,0,0,0,0
Argentina,ARG,9,2,0,4,2016,Rio de Janeiro,BRA,557.531,South,West,43590368,76.221,7691.760326,215,4,0.018604651,140,2,0.014285714,75,1,0.013333333,1,0.004651163
Armenia,ARM,3,6,0,4,2016,Rio de Janeiro,BRA,10.54613516,North,East,2936147,74.64,4833.0877,31,4,0.129032258,24,4,0.166666667,7,0,0,0,0
Australia,AUS,24,22,10,29,2016,Rio de Janeiro,BRA,1208.85,South,East,24190907,82.44878049,8930.279555,420,29,0.069047619,208,15,0.072115385,212,12,0.056603774,2,0.004761905
Azerbaijan,AZE,3,14,10,18,2016,Rio de Janeiro,BRA,37.86751896,North,East,9757812,72.493,4916.379435,56,18,0.321428571,42,14,0.333333333,14,4,0.285714286,0,0
Burundi,BDI,0,2,0,1,2016,Rio de Janeiro,BRA,2.959641047,South,East,10488002,60.528,5532.10539,9,1,0.111111111,5,0,0,4,1,0.25,0,0
Belgium,BEL,6,4,2,6,2016,Rio de Janeiro,BRA,475.74,North,East,11331422,81.43902439,4675.567093,107,6,0.056074766,72,4,0.055555556,35,2,0.057142857,0,0
Bulgaria,BGR,0,2,2,3,2016,Rio de Janeiro,BRA,53.8068948,North,East,7127822,74.81219512,4584.094277,56,3,0.053571429,33,0,0,23,3,0.130434783,0,0
Bahamas,BHS,3,0,1,2,2016,Rio de Janeiro,BRA,11.9285,North,West,377923,73.329,6296.326029,29,2,0.068965517,17,1,0.058823529,12,1,0.083333333,0,0
Belarus,BLR,3,8,4,9,2016,Rio de Janeiro,BRA,47.72265782,North,East,9501534,73.82682927,4770.616006,120,9,0.075,53,5,0.094339623,67,4,0.059701493,0,0
Brazil,BRA,21,12,6,19,2016,Rio de Janeiro,BRA,1795.7,South,West,206163056,75.23,6524.317219,462,19,0.041125541,255,14,0.054901961,207,5,0.024154589,0,0
Canada,CAN,12,6,15,22,2016,Rio de Janeiro,BRA,1527.99,North,West,36109487,81.9,6264.481855,310,22,0.070967742,127,5,0.039370079,183,16,0.087431694,1,0.003225806
Switzerland,CHE,9,4,2,7,2016,Rio de Janeiro,BRA,695.601,North,East,8373338,83.60243902,4591.695619,102,7,0.068627451,57,3,0.052631579,45,4,0.088888889,0,0
China,CHN,78,36,26,70,2016,Rio de Janeiro,BRA,11233.3,North,East,1378665000,76.21,6152.34114,434,70,0.161290323,176,28,0.159090909,258,41,0.158914729,1,0.002304147
Ivory Coast,CIV,3,0,1,2,2016,Rio de Janeiro,BRA,47.96423456,North,West,23822726,56.567,5273.257207,12,2,0.166666667,5,1,0.2,7,1,0.142857143,0,0
Colombia,COL,9,4,3,8,2016,Rio de Janeiro,BRA,282.825,North,West,48175048,76.732,6596.774323,143,8,0.055944056,73,4,0.054794521,70,4,0.057142857,0,0
Cuba,CUB,15,4,4,11,2016,Rio de Janeiro,BRA,91.37,North,West,11335108,78.607,6467.743547,117,11,0.094017094,83,9,0.108433735,34,2,0.058823529,0,0
Czech Republic,CZE,3,4,7,10,2016,Rio de Janeiro,BRA,196.272,North,East,10566332,79.02682927,4632.77991,104,10,0.096153846,62,6,0.096774194,42,3,0.071428571,1,0.009615385
Germany,DEU,51,20,15,42,2016,Rio de Janeiro,BRA,3467.5,North,East,82348669,80.9902439,4684.012143,418,42,0.100478469,224,21,0.09375,194,15,0.077319588,6,0.014354067
Denmark,DNK,6,12,7,15,2016,Rio de Janeiro,BRA,313.116,North,East,5728010,80.85365854,4769.836091,126,15,0.119047619,83,7,0.084337349,43,8,0.186046512,0,0
Dominican Republic,DOM,0,0,1,1,2016,Rio de Janeiro,BRA,75.70472019,North,West,10397738,73.471,6178.694056,26,1,0.038461538,18,1,0.055555556,8,0,0,0,0
Algeria,DZA,0,4,0,2,2016,Rio de Janeiro,BRA,160.034,North,East,40551398,76.298,4616.552558,64,2,0.03125,54,2,0.037037037,10,0,0,0,0
Egypt,EGY,0,0,3,3,2016,Rio de Janeiro,BRA,332.442,North,East,94447071,71.482,4721.534724,121,3,0.024793388,84,1,0.011904762,37,2,0.054054054,0,0
Spain,ESP,21,8,6,17,2016,Rio de Janeiro,BRA,1232.08,North,West,46484062,83.32926829,4676.218313,307,17,0.055374593,164,8,0.048780488,143,9,0.062937063,0,0
Estonia,EST,0,0,1,1,2016,Rio de Janeiro,BRA,24.25955289,North,East,1315790,77.64146341,4908.788015,46,1,0.02173913,28,1,0.035714286,18,0,0,0,0
Ethiopia,ETH,3,4,5,8,2016,Rio de Janeiro,BRA,74.29661848,North,East,103603461,65.482,5218.352425,37,8,0.216216216,17,3,0.176470588,20,5,0.25,0,0
Finland,FIN,0,0,1,1,2016,Rio de Janeiro,BRA,240.608,North,East,5495303,81.42926829,4940.610108,54,1,0.018518519,26,0,0,28,1,0.035714286,0,0
Fiji,FJI,3,0,0,1,2016,Rio de Janeiro,BRA,4.93020423,South,East,872406,67.175,9580.569489,53,1,0.018867925,36,1,0.027777778,17,0,0,0,0
France,FRA,30,36,14,42,2016,Rio de Janeiro,BRA,2471.29,North,East,66724104,82.57317073,4657.586983,392,42,0.107142857,225,28,0.124444444,167,11,0.065868263,3,0.007653061
United Kingdom,GBR,81,46,17,67,2016,Rio de Janeiro,BRA,2693.25,North,West,65611593,81.15609756,4727.145661,360,67,0.186111111,201,40,0.199004975,159,24,0.150943396,3,0.008333333
Georgia,GEO,6,2,4,7,2016,Rio de Janeiro,BRA,15.14175857,North,East,3727505,73.207,4838.941393,40,7,0.175,30,7,0.233333333,10,0,0,0,0
Greece,GRC,9,2,2,6,2016,Rio de Janeiro,BRA,192.732,North,East,10775971,81.38780488,4570.22862,92,6,0.065217391,56,3,0.053571429,36,3,0.083333333,0,0
Croatia,HRV,15,6,2,10,2016,Rio de Janeiro,BRA,51.60114767,North,East,4174349,78.02195122,4571.386285,85,10,0.117647059,66,7,0.106060606,19,3,0.157894737,0,0
Hungary,HUN,24,6,4,15,2016,Rio de Janeiro,BRA,128.471,North,East,9814023,76.06341463,4606.226091,154,15,0.097402597,88,5,0.056818182,66,10,0.151515152,0,0
Indonesia,IDN,3,4,0,3,2016,Rio de Janeiro,BRA,931.877,South,East,261556386,71.035,6727.82979,28,3,0.107142857,17,1,0.058823529,11,1,0.090909091,1,0.035714286
India,IND,0,2,1,2,2016,Rio de Janeiro,BRA,2294.8,North,East,1324517250,68.897,5416.461758,112,2,0.017857143,61,0,0,51,2,0.039215686,0,0
Ireland,IRL,0,4,0,2,2016,Rio de Janeiro,BRA,299.556,North,West,4755335,81.65365854,4872.616191,76,2,0.026315789,50,1,0.02,26,1,0.038461538,0,0
Iran,IRN,9,2,4,8,2016,Rio de Janeiro,BRA,417.984,North,East,79563991,76.047,4946.229137,63,8,0.126984127,54,7,0.12962963,9,1,0.111111111,0,0
Israel,ISR,0,0,2,2,2016,Rio de Janeiro,BRA,318.617,North,West,8546000,82.40731707,5276.838423,47,2,0.042553191,22,1,0.045454545,25,1,0.04,0,0
Italy,ITA,24,24,8,28,2016,Rio de Janeiro,BRA,1875.8,North,East,60627498,83.24390244,4550.870026,309,28,0.090614887,168,18,0.107142857,141,10,0.070921986,0,0
Jamaica,JAM,18,6,2,11,2016,Rio de Janeiro,BRA,14.0771094,North,West,2906242,74.175,6373.497473,56,11,0.196428571,25,5,0.2,31,6,0.193548387,0,0
Jordan,JOR,3,0,0,1,2016,Rio de Janeiro,BRA,39.89255113,North,East,9554286,74.184,4750.030331,8,1,0.125,7,1,0.142857143,1,0,0,0,0
Japan,JPN,36,16,21,41,2016,Rio de Janeiro,BRA,4922.54,North,East,126994511,83.98487805,6878.392656,335,41,0.12238806,171,23,0.134502924,164,18,0.109756098,0,0
Kazakhstan,KAZ,9,10,10,18,2016,Rio de Janeiro,BRA,137.278,North,East,17794055,72.41,5407.725041,101,18,0.178217822,55,10,0.181818182,46,8,0.173913043,0,0
Kenya,KEN,18,12,1,13,2016,Rio de Janeiro,BRA,69.18875536,South,East,49051531,65.393,5507.264521,79,13,0.164556962,46,6,0.130434783,33,7,0.212121212,0,0
South Korea,KOR,27,6,9,21,2016,Rio de Janeiro,BRA,1500.11,North,East,51217803,82.27560976,6422.407919,207,21,0.101449275,103,12,0.116504854,104,9,0.086538462,0,0
Lithuania,LTU,0,2,3,4,2016,Rio de Janeiro,BRA,43.01808724,North,East,2868231,74.67073171,4777.694243,67,4,0.059701493,48,3,0.0625,19,1,0.052631579,0,0
Mexico,MEX,0,6,2,5,2016,Rio de Janeiro,BRA,1078.49,North,West,123333379,74.917,7089.643002,123,5,0.040650407,79,3,0.037974684,44,2,0.045454545,0,0
Malaysia,MYS,0,8,1,5,2016,Rio de Janeiro,BRA,301.255,North,East,30684652,75.649,6345.21237,32,5,0.15625,17,3,0.176470588,15,1,0.066666667,1,0.03125
Niger,NER,0,2,0,1,2016,Rio de Janeiro,BRA,10.35500677,North,East,20788789,61.137,5043.162906,6,1,0.166666667,4,1,0.25,2,0,0,0,0
Nigeria,NGA,0,0,1,1,2016,Rio de Janeiro,BRA,404.65,North,East,185960244,53.541,5132.154627,71,1,0.014084507,47,1,0.021276596,24,0,0,0,0
