,Gold,Silver,Bronze,Total,GDP,Latitude Hemisphere,Population,Life Expectancy,Average Distance to Games,Total Competitors,Total Medal Count,Total Win Ratio,Total Male Competitors,Male Wins,Male Medal Ratio,Total Female Competitors,Female Wins,Female Medal Ratio,Open Wins,Open Win Ratio
612,12,20,4,18,1324.82,North,46773055,82.42682927,4676.218313,278,18,0.064748201,168,6,0.035714286,110,12,0.109090909,0,0.0
613,21,18,11,27,324.884,South,17495000,77.37804878,8930.279555,279,27,0.096774194,187,14,0.07486631,92,10,0.108695652,3,0.010752688
614,24,20,10,28,576.178,North,47008111,75.9097561,6422.407919,281,28,0.099644128,175,17,0.097142857,106,11,0.103773585,0,0.0
615,24,18,11,28,2087.08,North,59539717,82.23902439,4550.870026,281,28,0.099644128,158,20,0.126582278,123,8,0.06504065,0,0.0
616,15,22,3,19,1625.22,North,45954106,81.17560976,4676.218313,283,19,0.067137809,163,12,0.073619632,120,5,0.041666667,2,0.007067138
617,12,10,9,18,169.965,North,56086065,72.12439024,4727.145661,284,18,0.063380282,210,11,0.052380952,74,1,0.013513514,6,0.021126761
618,57,34,20,56,1276.79,North,144342397,71.65121951,4889.668522,284,56,0.197183099,142,27,0.190140845,142,29,0.204225352,0,0.0
619,15,12,6,17,642.589,North,39889852,78.1204878,4676.218313,289,17,0.058823529,194,10,0.051546392,95,6,0.063157895,1,0.003460208
620,15,22,12,28,312.354,North,1101630000,68.954,6152.34114,290,28,0.096551724,165,13,0.078787879,125,15,0.12,0,0.0
621,21,28,17,38,6203.21,North,127629000,83.09609756,6878.392656,291,38,0.130584192,136,21,0.154411765,155,17,0.109677419,0,0.0
622,9,6,8,14,744.773,North,30685730,79.13658537,6264.481855,294,14,0.047619048,150,7,0.046666667,144,7,0.048611111,0,0.0
623,21,8,7,18,592.388,North,28371264,77.72439024,6264.481855,295,18,0.061016949,179,10,0.055865922,116,7,0.060344828,1,0.003389831
624,45,14,15,37,1605.68,North,59753095,77.95365854,4657.586983,299,37,0.123745819,197,21,0.106598985,102,15,0.147058824,1,0.003344482
625,3,16,6,15,1415.39,North,58166950,77.08780488,4727.145661,300,15,0.05,184,13,0.070652174,116,1,0.00862069,1,0.003333333
626,9,22,8,22,628.546,North,29610218,78.1804878,6264.481855,303,22,0.072607261,152,11,0.072368421,151,11,0.072847682,0,0.0
627,21,30,5,27,610.17,North,45524681,74.15121951,6422.407919,303,27,0.089108911,190,14,0.073684211,113,11,0.097345133,2,0.00660066
628,18,10,8,19,1320.16,North,56797087,77.4195122,4550.870026,304,19,0.0625,228,14,0.061403509,76,3,0.039473684,2,0.006578947
629,57,26,19,51,2921.43,North,61806995,79.6,4727.145661,304,51,0.167763158,163,27,0.165644172,141,21,0.14893617,3,0.009868421
630,9,12,5,14,4833.71,North,125757000,80.2002439,6878.392656,306,14,0.045751634,157,7,0.044585987,149,7,0.046979866,0,0.0
631,48,18,12,37,4815.15,North,127761000,82.0302439,6878.392656,306,37,0.120915033,139,20,0.143884892,167,17,0.101796407,0,0.0
632,21,8,6,17,1232.08,North,46484062,83.32926829,4676.218313,307,17,0.055374593,164,8,0.048780488,143,9,0.062937063,0,0.0
633,33,18,13,33,2115.74,North,62704901,80.16341463,4657.586983,308,33,0.107142857,195,16,0.082051282,113,16,0.14159292,1,0.003246753
634,21,32,20,43,2918.38,North,64374979,81.21463415,4657.586983,309,43,0.139158576,188,34,0.180851064,121,8,0.066115702,1,0.003236246
635,24,24,8,28,1875.8,North,60627498,83.24390244,4550.870026,309,28,0.090614887,168,18,0.107142857,141,10,0.070921986,0,0.0
636,33,20,7,28,1658.19,North,58892514,77.74146341,4727.145661,310,28,0.090322581,181,14,0.077348066,129,9,0.069767442,5,0.016129032
637,12,6,15,22,1527.99,North,36109487,81.9,6264.481855,310,22,0.070967742,127,5,0.039370079,183,16,0.087431694,1,0.003225806
638,48,44,12,50,863.747,North,1217550000,70.14,6152.34114,315,50,0.158730159,127,21,0.165354331,188,28,0.14893617,1,0.003174603
639,9,22,6,20,1067.09,North,42921895,79.87073171,4676.218313,316,20,0.063291139,177,13,0.073446328,139,4,0.028776978,3,0.009493671
640,84,32,14,58,1211.35,North,1262645000,71.397,6152.34114,321,58,0.180685358,134,23,0.171641791,187,34,0.181818182,1,0.003115265
641,9,6,5,11,596.878,North,40567864,78.96585366,4676.218313,321,11,0.034267913,216,7,0.032407407,105,4,0.038095238,0,0.0
642,33,22,13,35,2683.83,North,65659814,81.96829268,4657.586983,324,35,0.108024691,182,20,0.10989011,142,15,0.105633803,0,0.0
643,48,10,8,29,81.74900638,North,96903000,70.13243902,6878.392656,328,29,0.088414634,270,27,0.1,58,2,0.034482759,0,0.0
644,9,4,5,10,507.354,North,26791747,76.9195122,6264.481855,328,10,0.030487805,223,5,0.022421525,105,3,0.028571429,2,0.006097561
645,9,18,8,20,1552.99,North,33247118,80.69512195,6264.481855,332,20,0.060240964,186,10,0.053763441,146,8,0.054794521,2,0.006024096
646,27,16,8,25,5037.91,North,128063000,82.58756098,6878.392656,332,25,0.075301205,167,13,0.077844311,165,12,0.072727273,0,0.0
647,24,18,10,27,2398.86,North,58826731,81.48536585,4550.870026,333,27,0.081081081,203,16,0.078817734,130,11,0.084615385,0,0.0
648,36,16,21,41,4922.54,North,126994511,83.98487805,6878.392656,335,41,0.12238806,171,23,0.134502924,164,18,0.109756098,0,0.0
649,39,28,11,38,1362.25,North,60912500,79.05609756,4657.586983,336,38,0.113095238,211,26,0.123222749,125,12,0.096,0,0.0
650,15,22,21,37,461.487,North,56422072,74.77804878,4727.145661,337,37,0.109792285,229,23,0.100436681,108,10,0.092592593,4,0.011869436
651,24,10,16,29,1401.47,North,58851216,77.1,4657.586983,339,29,0.085545723,241,20,0.082987552,98,7,0.071428571,2,0.005899705
652,39,20,12,35,1312.43,North,56860281,78.52195122,4550.870026,340,35,0.102941176,236,22,0.093220339,104,13,0.125,0,0.0
653,15,20,9,24,910.123,North,56928327,75.3804878,4727.145661,345,24,0.069565217,219,17,0.077625571,126,3,0.023809524,4,0.011594203
654,108,52,28,90,685.8,North,191889000,70.16585366,6262.408512,346,90,0.260115607,267,60,0.224719101,79,24,0.303797468,6,0.01734104
655,141,74,42,126,950.291,North,78288576,72.67790244,4684.012143,346,126,0.36416185,222,59,0.265765766,124,60,0.483870968,7,0.020231214
656,135,56,34,107,942.5,North,200706000,69.95121951,6262.408512,357,107,0.299719888,274,66,0.240875912,83,33,0.397590361,8,0.022408964
657,81,46,17,67,2693.25,North,65611593,81.15609756,4727.145661,360,67,0.186111111,201,40,0.199004975,159,24,0.150943396,3,0.008333333
658,39,16,13,34,1143.83,North,56942108,79.77804878,4550.870026,361,34,0.094182825,246,23,0.093495935,115,11,0.095652174,0,0.0
659,30,22,11,32,1803.23,North,57685327,80.7804878,4550.870026,364,32,0.087912088,229,23,0.100436681,135,9,0.066666667,0,0.0
660,15,6,12,20,1179.66,North,57580402,76.43414634,4727.145661,371,20,0.053908356,229,13,0.056768559,142,6,0.042253521,1,0.002695418
661,33,40,13,44,3527.34,North,80425823,80.53902439,4684.012143,383,44,0.114882507,212,27,0.127358491,171,13,0.076023392,4,0.010443864
662,0,10,6,11,206.576,North,23449808,73.85609756,6264.481855,385,11,0.028571429,261,3,0.011494253,124,7,0.056451613,1,0.002597403
663,51,38,23,59,725.111,North,77858685,73.78292683,4684.012143,390,59,0.151282051,267,36,0.134831461,123,18,0.146341463,5,0.012820513
664,78,42,16,63,391.725,North,148160129,65.85414634,4889.668522,390,63,0.161538462,232,44,0.189655172,158,18,0.113924051,1,0.002564103
665,30,36,14,42,2471.29,North,66724104,82.57317073,4657.586983,392,42,0.107142857,225,28,0.124444444,167,11,0.065868263,3,0.007653061
666,102,70,25,94,1873.41,North,218035000,72.85609756,6262.408512,396,94,0.237373737,278,67,0.241007194,118,17,0.144067797,10,0.025252525
667,99,62,30,94,1279.11,North,209896000,71.15609756,6262.408512,400,94,0.235,316,62,0.196202532,84,22,0.261904762,10,0.025
668,36,20,11,33,199.591,North,42031247,70.54878049,6422.407919,401,33,0.082294264,269,26,0.096654275,132,7,0.053030303,0,0.0
669,96,34,14,63,1955.35,North,1296075000,72.689,6152.34114,405,63,0.155555556,152,23,0.151315789,253,39,0.154150198,1,0.002469136
670,24,30,12,35,1546.15,South,22733465,82.04634146,8930.279555,405,35,0.086419753,221,15,0.067873303,184,20,0.108695652,0,0.0
671,30,36,16,44,355.373,North,25607053,76.21707317,6264.481855,408,44,0.107843137,257,25,0.097276265,151,16,0.105960265,3,0.007352941
672,114,62,22,91,8532.23,North,1350695000,75.013,6152.34114,411,91,0.221411192,181,36,0.198895028,230,53,0.230434783,2,0.00486618
673,27,18,23,41,400.303,South,18311000,78.07804878,8930.279555,417,41,0.098321343,250,21,0.084,167,17,0.101796407,3,0.007194245
674,51,20,15,42,3467.5,North,82348669,80.9902439,4684.012143,418,42,0.100478469,224,21,0.09375,194,15,0.077319588,6,0.014354067
675,48,22,14,41,3730.03,North,82110097,79.73658537,4684.012143,420,41,0.097619048,237,20,0.084388186,183,15,0.081967213,6,0.014285714
676,24,22,10,29,1208.85,South,24190907,82.44878049,8930.279555,420,29,0.069047619,208,15,0.072115385,212,12,0.056603774,2,0.004761905
677,39,14,2,22,630.916,North,39157685,77.41,4676.218313,422,22,0.052132701,297,13,0.043771044,125,8,0.064,1,0.002369668
678,39,34,26,56,1943.15,North,82211508,77.92682927,4684.012143,422,56,0.132701422,241,32,0.132780083,181,18,0.099447514,6,0.014218009
679,18,12,4,16,240.521,North,10955141,79.03902439,4570.22862,426,16,0.037558685,215,8,0.037209302,211,8,0.037914692,0,0.0
680,60,40,27,67,2208.3,North,143201721,70.07219512,4889.668522,429,67,0.156177156,203,33,0.162561576,226,34,0.150442478,0,0.0
681,42,30,17,46,1054.0,South,21249200,81.39512195,8930.279555,432,46,0.106481481,233,21,0.090128755,199,23,0.115577889,2,0.00462963
682,78,36,26,70,11233.3,North,1378665000,76.21,6152.34114,434,70,0.161290323,176,28,0.159090909,258,41,0.158914729,1,0.002304147
683,96,56,29,89,259.71,North,146596869,65.48365854,4889.668522,435,89,0.204597701,241,53,0.219917012,194,36,0.18556701,0,0.0
684,39,32,20,49,2809.19,North,82516260,78.6804878,4684.012143,441,49,0.111111111,250,24,0.096,191,21,0.109947644,4,0.009070295
685,84,52,36,90,591.017,North,144067316,65.47097561,4889.668522,446,90,0.201793722,244,51,0.209016393,202,39,0.193069307,0,0.0
686,72,26,23,60,1660.85,North,142742366,67.94926829,4889.668522,454,60,0.13215859,231,37,0.16017316,223,23,0.103139013,0,0.0
687,21,12,6,19,1795.7,South,206163056,75.23,6524.317219,462,19,0.041125541,255,14,0.054901961,207,5,0.024154589,0,0.0
688,99,42,28,82,2131.57,North,80624598,75.8195122,4684.012143,463,82,0.177105832,300,45,0.15,163,30,0.18404908,7,0.01511879
689,60,36,27,65,2497.24,North,81914831,76.67317073,4684.012143,466,65,0.139484979,279,38,0.136200717,187,22,0.117647059,5,0.010729614
690,51,32,17,50,612.49,South,20127400,80.4902439,8930.279555,470,50,0.106382979,268,27,0.100746269,202,23,0.113861386,0,0.0
691,165,62,46,132,554.713,North,146857000,69.46439024,4889.668522,481,132,0.274428274,319,95,0.297805643,162,36,0.222222222,1,0.002079002
692,249,122,30,174,4037.61,North,235825000,74.56341463,6262.408512,522,174,0.333333333,339,101,0.297935103,183,60,0.327868852,13,0.024904215
693,108,62,27,94,5236.44,North,244499000,74.76585366,6262.408512,527,94,0.178368121,332,60,0.180722892,195,29,0.148717949,5,0.009487666
694,87,34,19,65,2704.02,North,63700215,80.90487805,4727.145661,530,65,0.122641509,273,39,0.142857143,257,20,0.077821012,6,0.011320755
695,138,56,30,104,16197.0,North,313877662,78.74146341,6262.408512,530,104,0.196226415,262,45,0.171755725,268,58,0.21641791,1,0.001886792
696,108,78,26,101,12213.7,North,292805298,77.48780488,6262.408512,533,101,0.189493433,279,55,0.197132616,254,40,0.157480315,6,0.011257036
697,111,68,37,108,6520.33,North,256514000,75.61707317,6262.408512,545,108,0.198165138,355,58,0.163380282,190,44,0.231578947,6,0.011009174
698,138,74,38,121,18745.1,North,323071755,78.53902439,6262.408512,555,121,0.218018018,264,55,0.208333333,291,61,0.209621993,5,0.009009009
699,30,24,17,39,519.754,North,78336950,71.63414634,4684.012143,557,129,0.231597846,387,55,0.142118863,170,55,0.323529412,19,0.034111311
700,120,50,25,90,519.754,North,78336950,71.63414634,4684.012143,557,129,0.231597846,387,55,0.142118863,170,55,0.323529412,19,0.034111311
701,111,48,32,93,10252.3,North,282162411,76.63658537,6262.408512,586,93,0.158703072,333,49,0.147147147,253,39,0.154150198,5,0.008532423
702,108,78,37,112,14712.8,North,304093966,78.03902439,6262.408512,588,112,0.19047619,306,54,0.176470588,282,54,0.191489362,4,0.006802721
703,33,28,15,40,1401.23,North,78144619,74.7924878,4684.012143,606,142,0.234323432,401,74,0.184538653,205,61,0.297560976,7,0.011551155
704,111,70,30,102,1401.23,North,78144619,74.7924878,4684.012143,606,142,0.234323432,401,74,0.184538653,205,61,0.297560976,7,0.011551155
705,48,50,17,58,415.223,South,19153000,79.23414634,8930.279555,617,58,0.094003241,341,32,0.093841642,276,22,0.079710145,4,0.006482982
706,144,44,30,100,4594.31,North,1324655000,73.835,6152.34114,625,100,0.16,330,43,0.13030303,295,56,0.189830508,1,0.0016
707,132,64,25,101,8073.12,North,269394000,76.02682927,6262.408512,648,101,0.155864198,375,58,0.154666667,273,38,0.139194139,5,0.007716049
708,60,46,23,66,299.802,North,78688452,70.867,4684.012143,721,106,0.147018031,572,55,0.096153846,149,40,0.268456376,11,0.015256588
709,39,22,16,40,299.802,North,78688452,70.867,4684.012143,721,106,0.147018031,572,55,0.096153846,149,40,0.268456376,11,0.015256588
710,0,4,0,2,134.545,South,38672611,63.247,6388.892675,115,2,0.017391304,76,1,0.013157895,39,1,0.025641026,0,0.0
711,0,2,0,1,3.609,North,283980,71.589,6296.326029,19,1,0.052631579,13,0,0.0,6,1,0.166666667,0,0.0
712,0,0,1,1,77.86093215,South,15342350,76.366,7824.832182,50,1,0.02,43,1,0.023255814,7,0,0.0,0,0.0
713,6,0,1,3,99.21039286,South,16014972,77.391,7824.832182,22,3,0.136363636,16,3,0.1875,6,0,0.0,0,0.0
714,3,6,2,6,228.59,South,47291610,53.444,6388.892675,106,6,0.056603774,66,5,0.075757576,40,1,0.025,0,0.0
715,0,2,0,1,179.638,South,16708255,78.33,7824.832182,26,1,0.038461538,20,1,0.05,6,0,0.0,0,0.0
716,12,2,1,6,396.333,South,52832659,60.06,6388.892675,124,6,0.048387097,68,4,0.058823529,56,2,0.035714286,0,0.0
717,6,12,2,10,296.357,South,56207649,63.153,6388.892675,135,10,0.074074074,93,8,0.086021505,42,2,0.047619048,0,0.0
