Country,Country Code,Pos.,Year,Discipline,Event,Gender
United States,USA,1,1964,Swimming,4 x 100 metres Freestyle Relay,Men
United States,USA,1,1964,Swimming,4 x 100 metres Freestyle Relay,Women
United States,USA,1,1964,Swimming,4 x 100 metres Medley Relay,Men
United States,USA,1,1964,Swimming,4 x 100 metres Medley Relay,Women
United States,USA,1,1964,Athletics,4 x 100 metres Relay,Men
United States,USA,2,1964,Athletics,4 x 100 metres Relay,Women
United States,USA,1,1964,Swimming,4 x 200 metres Freestyle Relay,Men
United States,USA,1,1964,Athletics,4 x 400 metres Relay,Men
United States,USA,1,1964,Athletics,400 metres,Men
United States,USA,1,1964,Swimming,400 metres Freestyle,Men
United States,USA,1,1964,Swimming,400 metres Freestyle,Women
United States,USA,2,1964,Swimming,400 metres Freestyle,Women
United States,USA,3,1964,Swimming,400 metres Freestyle,Women
United States,USA,1,1964,Athletics,400 metres Hurdles,Men
United States,USA,1,1964,Swimming,400 metres Individual Medley,Men
United States,USA,2,1964,Swimming,400 metres Individual Medley,Men
United States,USA,1,1964,Swimming,400 metres Individual Medley,Women
United States,USA,2,1964,Swimming,400 metres Individual Medley,Women
United States,USA,3,1964,Swimming,400 metres Individual Medley,Women
United States,USA,1,1964,Athletics,"5,000 metres",Men
United States,USA,3,1964,Athletics,"5,000 metres",Men
United States,USA,3,1964,Sailing,5.5 metres,Open
United States,USA,1,1964,Basketball,Basketball,Men
United States,USA,1,1964,Rowing,Coxed Pairs,Men
United States,USA,3,1964,Rowing,Coxless Fours,Men
United States,USA,1,1964,Athletics,Discus Throw,Men
United States,USA,3,1964,Athletics,Discus Throw,Men
United States,USA,2,1964,Rowing,Double Sculls,Men
United States,USA,1,1964,Rowing,Eights,Men
United States,USA,3,1964,Boxing,Featherweight,Men
United States,USA,2,1964,Weightlifting,Featherweight,Men
United States,USA,3,1964,Boxing,Flyweight,Men
United States,USA,2,1964,Shooting,"Free Pistol, 50 metres",Men
United States,USA,1,1964,Shooting,"Free Rifle, Three Positions, 300 metres",Men
United States,USA,3,1964,Shooting,"Free Rifle, Three Positions, 300 metres",Men
United States,USA,1,1964,Boxing,Heavyweight,Men
United States,USA,3,1964,Weightlifting,Heavyweight,Men
United States,USA,2,1964,Athletics,High Jump,Men
United States,USA,3,1964,Athletics,High Jump,Men
United States,USA,2,1964,Canoe Sprint,"Kayak Doubles, 500 metres",Women
United States,USA,3,1964,Canoe Sprint,"Kayak Singles, 500 metres",Women
United States,USA,3,1964,Boxing,Lightweight,Men
United States,USA,2,1964,Athletics,Long Jump,Men
United States,USA,3,1964,Judo,Middleweight,Men
United States,USA,3,1964,Wrestling,"Middleweight, Freestyle",Men
United States,USA,2,1964,Sailing,One Person Dinghy,Open
United States,USA,1,1964,Diving,Platform,Men
United States,USA,3,1964,Diving,Platform,Men
United States,USA,1,1964,Diving,Platform,Women
United States,USA,1,1964,Athletics,Pole Vault,Men
United States,USA,1,1964,Athletics,Shot Put,Men
United States,USA,2,1964,Athletics,Shot Put,Men
United States,USA,2,1964,Shooting,"Small-Bore Rifle, Prone, 50 metres",Men
United States,USA,3,1964,Shooting,"Small-Bore Rifle, Prone, 50 metres",Men
United States,USA,1,1964,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Men
United States,USA,1,1964,Diving,Springboard,Men
United States,USA,2,1964,Diving,Springboard,Men
United States,USA,3,1964,Diving,Springboard,Men
United States,USA,2,1964,Diving,Springboard,Women
United States,USA,3,1964,Diving,Springboard,Women
United States,USA,2,1964,Equestrian Eventing,Team,Open
United States,USA,2,1964,Modern Pentathlon,Team,Men
United States,USA,3,1964,Sailing,Three Person Keelboat,Open
United States,USA,3,1964,Shooting,Trap,Men
United States,USA,3,1964,Sailing,Two Person Heavyweight Dinghy,Open
United States,USA,2,1964,Sailing,Two Person Keelboat,Open
Montenegro,MNE,3,1964,Wrestling,"Featherweight, Greco-Roman",Men
Montenegro,MNE,3,1964,Artistic Gymnastics,Horizontal Bar,Men
Montenegro,MNE,1,1964,Wrestling,"Middleweight, Greco-Roman",Men
Montenegro,MNE,1,1964,Artistic Gymnastics,Pommelled Horse,Men
Montenegro,MNE,2,1964,Water Polo,Water Polo,Men
Argentina,ARG,3,1968,Rowing,Single Sculls,Men
Argentina,ARG,3,1968,Boxing,Welterweight,Men
Australia,AUS,3,1968,Swimming,"1,500 metres Freestyle",Men
Australia,AUS,1,1968,Swimming,100 metres Butterfly,Women
Australia,AUS,1,1968,Swimming,100 metres Freestyle,Men
Australia,AUS,2,1968,Athletics,200 metres,Men
Australia,AUS,2,1968,Athletics,200 metres,Women
Australia,AUS,3,1968,Athletics,200 metres,Women
Australia,AUS,1,1968,Swimming,200 metres Freestyle,Men
Australia,AUS,3,1968,Swimming,4 x 100 metres Freestyle Relay,Men
Australia,AUS,2,1968,Swimming,4 x 100 metres Medley Relay,Women
Australia,AUS,2,1968,Swimming,4 x 200 metres Freestyle Relay,Men
Australia,AUS,3,1968,Swimming,400 metres Freestyle,Women
Australia,AUS,1,1968,Athletics,80 metres Hurdles,Women
Australia,AUS,2,1968,Athletics,80 metres Hurdles,Women
Australia,AUS,1,1968,Athletics,800 metres,Men
Australia,AUS,2,1968,Rowing,Eights,Men
Australia,AUS,2,1968,Hockey,Hockey,Men
Australia,AUS,3,1968,Equestrian Eventing,Team,Open
Austria,AUT,3,1968,Athletics,Javelin Throw,Women
Austria,AUT,3,1968,Canoe Sprint,"Kayak Doubles, 1,000 metres",Men
Austria,AUT,2,1968,Sailing,One Person Dinghy,Open
Austria,AUT,2,1968,Athletics,Pentathlon,Women
Belgium,BEL,2,1968,Weightlifting,Heavyweight,Men
Belgium,BEL,3,1968,Cycling Track,"Tandem Sprint, 2,000 metres",Men
Brazil,BRA,3,1968,Boxing,Flyweight,Men
Brazil,BRA,2,1968,Athletics,Triple Jump,Men
Brazil,BRA,3,1968,Sailing,Two Person Heavyweight Dinghy,Open
Bulgaria,BGR,3,1968,Boxing,Featherweight,Men
Bulgaria,BGR,2,1968,Wrestling,"Featherweight, Freestyle",Men
Bulgaria,BGR,1,1968,Wrestling,"Flyweight, Greco-Roman",Men
Bulgaria,BGR,2,1968,Football,Football,Men
Bulgaria,BGR,2,1968,Wrestling,"Heavyweight, Freestyle",Men
Bulgaria,BGR,3,1968,Boxing,Light-Heavyweight,Men
Bulgaria,BGR,1,1968,Wrestling,"Light-Heavyweight, Greco-Roman",Men
Bulgaria,BGR,2,1968,Wrestling,"Lightweight, Freestyle",Men
Bulgaria,BGR,3,1968,Wrestling,"Middleweight, Freestyle",Men
Canada,CAN,2,1968,Swimming,100 metres Backstroke,Women
Canada,CAN,2,1968,Swimming,200 metres Backstroke,Women
Canada,CAN,3,1968,Swimming,4 x 100 metres Freestyle Relay,Women
Canada,CAN,2,1968,Swimming,400 metres Freestyle,Men
Canada,CAN,1,1968,Equestrian Jumping,Team,Open
Cameroon,CMR,2,1968,Boxing,Welterweight,Men
Cuba,CUB,2,1968,Athletics,4 x 100 metres Relay,Men
Cuba,CUB,2,1968,Athletics,4 x 100 metres Relay,Women
Cuba,CUB,2,1968,Boxing,Light-Middleweight,Men
Cuba,CUB,2,1968,Boxing,Light-Welterweight,Men
Denmark,DNK,2,1968,Cycling Track,"1,000 metres Time Trial",Men
Denmark,DNK,3,1968,Rowing,Coxed Pairs,Men
Denmark,DNK,3,1968,Rowing,Coxless Pairs,Men
Denmark,DNK,2,1968,Cycling Track,"Individual Pursuit, 4,000 metres",Men
Denmark,DNK,3,1968,Canoe Sprint,"Kayak Singles, 1,000 metres",Men
Denmark,DNK,2,1968,Cycling Road,"Road Race, Individual",Men
Denmark,DNK,1,1968,Cycling Track,"Team Pursuit, 4,000 metres",Men
Denmark,DNK,2,1968,Sailing,Three Person Keelboat,Open
Disqualified,DQ,2,1968,Artistic Athletics,Floor Exercise,Women
Disqualified,DQ,2,1968,Artistic Athletics,Horizontal Bar,Men
Ethiopia,ETH,2,1968,Athletics,"10,000 metres",Men
Ethiopia,ETH,1,1968,Athletics,Marathon,Men
Finland,FIN,2,1968,Athletics,Javelin Throw,Men
Finland,FIN,3,1968,Boxing,Light-Welterweight,Men
Finland,FIN,1,1968,Weightlifting,Middle-Heavyweight,Men
Finland,FIN,2,1968,Artistic Athletics,Pommelled Horse,Men
France,FRA,1,1968,Cycling Track,"1,000 metres Time Trial",Men
France,FRA,3,1968,Athletics,4 x 100 metres Relay,Men
France,FRA,1,1968,Athletics,400 metres,Women
France,FRA,3,1968,Swimming,400 metres Freestyle,Men
France,FRA,3,1968,Fencing,"Foil, Individual",Men
France,FRA,1,1968,Fencing,"Foil, Team",Men
France,FRA,1,1968,Equestrian Eventing,Individual,Open
France,FRA,1,1968,Cycling Track,"Individual Pursuit, 4,000 metres",Men
France,FRA,1,1968,Cycling Track,Sprint,Men
France,FRA,3,1968,Cycling Track,Sprint,Men
France,FRA,1,1968,Cycling Track,"Tandem Sprint, 2,000 metres",Men
France,FRA,2,1968,Equestrian Jumping,Team,Open
France,FRA,3,1968,Modern Pentathlon,Team,Men
France,FRA,2,1968,Wrestling,"Welterweight, Freestyle",Men
France,FRA,2,1968,Wrestling,"Welterweight, Greco-Roman",Men
Germany,DEU,3,1968,Athletics,"1,500 metres",Men
Germany,DEU,3,1968,Swimming,4 x 100 metres Medley Relay,Women
Germany,DEU,3,1968,Athletics,4 x 400 metres Relay,Men
Germany,DEU,2,1968,Athletics,400 metres Hurdles,Men
Germany,DEU,3,1968,Swimming,400 metres Individual Medley,Men
Germany,DEU,2,1968,Canoe Sprint,"Canadian Singles, 1,000 metres",Men
Germany,DEU,2,1968,Athletics,Decathlon,Men
Germany,DEU,3,1968,Athletics,Decathlon,Men
Germany,DEU,2,1968,Athletics,Discus Throw,Women
Germany,DEU,1,1968,Rowing,Eights,Men
Germany,DEU,2,1968,Shooting,"Free Pistol, 50 metres",Open
Germany,DEU,3,1968,Wrestling,"Heavyweight, Freestyle",Men
Germany,DEU,2,1968,Equestrian Dressage,Individual,Open
Germany,DEU,3,1968,Equestrian Dressage,Individual,Open
Germany,DEU,1,1968,Canoe Sprint,"Kayak Doubles, 500 metres",Women
Germany,DEU,2,1968,Canoe Sprint,"Kayak Singles, 500 metres",Women
Germany,DEU,3,1968,Boxing,Light-Middleweight,Men
Germany,DEU,1,1968,Athletics,Pentathlon,Women
Germany,DEU,2,1968,Athletics,Pole Vault,Men
Germany,DEU,2,1968,Rowing,Single Sculls,Men
Germany,DEU,3,1968,Shooting,Skeet,Open
Germany,DEU,1,1968,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Open
Germany,DEU,1,1968,Equestrian Dressage,Team,Open
Germany,DEU,3,1968,Equestrian Jumping,Team,Open
Germany,DEU,2,1968,Cycling Track,"Team Pursuit, 4,000 metres",Men
Germany,DEU,2,1968,Sailing,Two Person Heavyweight Dinghy,Open
United Kingdom,GBR,2,1968,Swimming,200 metres Butterfly,Men
United Kingdom,GBR,2,1968,Athletics,400 metres,Women
United Kingdom,GBR,1,1968,Athletics,400 metres Hurdles,Men
United Kingdom,GBR,3,1968,Athletics,400 metres Hurdles,Men
United Kingdom,GBR,3,1968,Sailing,5.5 metres,Open
United Kingdom,GBR,2,1968,Equestrian Eventing,Individual,Open
United Kingdom,GBR,2,1968,Equestrian Jumping,Individual,Open
United Kingdom,GBR,3,1968,Equestrian Jumping,Individual,Open
United Kingdom,GBR,2,1968,Athletics,Long Jump,Women
United Kingdom,GBR,1,1968,Boxing,Middleweight,Men
United Kingdom,GBR,1,1968,Equestrian Eventing,Team,Open
United Kingdom,GBR,1,1968,Shooting,Trap,Open
United Kingdom,GBR,1,1968,Sailing,Two Person Heavyweight Dinghy,Open
Germany,DEU,1,1968,Swimming,100 metres Backstroke,Men
Germany,DEU,1,1968,Swimming,200 metres Backstroke,Men
Germany,DEU,2,1968,Swimming,200 metres Butterfly,Women
Germany,DEU,2,1968,Swimming,4 x 100 metres Freestyle Relay,Women
Germany,DEU,2,1968,Swimming,4 x 100 metres Medley Relay,Men
Germany,DEU,3,1968,Swimming,400 metres Individual Medley,Women
Germany,DEU,1,1968,Athletics,50 kilometres Walk,Men
Germany,DEU,2,1968,Rowing,Coxed Fours,Men
Germany,DEU,1,1968,Rowing,Coxless Fours,Men
Germany,DEU,1,1968,Rowing,Coxless Pairs,Men
Germany,DEU,2,1968,Athletics,Discus Throw,Men
Germany,DEU,3,1968,Shooting,"Free Pistol, 50 metres",Open
Germany,DEU,2,1968,Artistic Athletics,Horse Vault,Women
Germany,DEU,2,1968,Athletics,Long Jump,Men
Germany,DEU,1,1968,Wrestling,"Middleweight, Greco-Roman",Men
Germany,DEU,3,1968,Athletics,Pole Vault,Men
Germany,DEU,1,1968,Athletics,Shot Put,Women
Germany,DEU,2,1968,Athletics,Shot Put,Women
Germany,DEU,3,1968,Artistic Athletics,Team All-Around,Men
Germany,DEU,3,1968,Artistic Athletics,Team All-Around,Women
Germany,DEU,3,1968,Sailing,Three Person Keelboat,Open
Germany,DEU,3,1968,Shooting,Trap,Open
Germany,DEU,2,1968,Artistic Athletics,Uneven Bars,Women
Germany,DEU,1,1968,Boxing,Welterweight,Men
Germany,DEU,1,1968,Wrestling,"Welterweight, Greco-Roman",Men
Greece,GRC,3,1968,Wrestling,"Lightweight, Greco-Roman",Men
Hungary,HUN,2,1968,Athletics,50 kilometres Walk,Men
Hungary,HUN,2,1968,Weightlifting,Bantamweight,Men
Hungary,HUN,1,1968,Wrestling,"Bantamweight, Greco-Roman",Men
Hungary,HUN,2,1968,Canoe Sprint,"Canadian Doubles, 1,000 metres",Men
Hungary,HUN,1,1968,Canoe Sprint,"Canadian Singles, 1,000 metres",Men
Hungary,HUN,2,1968,Rowing,Coxless Fours,Men
Hungary,HUN,3,1968,Athletics,Discus Throw,Women
Hungary,HUN,1,1968,Fencing,"Épée, Individual",Men
Hungary,HUN,1,1968,Fencing,"Épée, Team",Men
Hungary,HUN,2,1968,Fencing,"Foil, Individual",Men
Hungary,HUN,3,1968,Fencing,"Foil, Individual",Women
Hungary,HUN,2,1968,Fencing,"Foil, Team",Women
Hungary,HUN,1,1968,Football,Football,Men
Hungary,HUN,1,1968,Athletics,Hammer Throw,Men
Hungary,HUN,3,1968,Athletics,Hammer Throw,Men
Hungary,HUN,1,1968,Wrestling,"Heavyweight, Greco-Roman",Men
Hungary,HUN,2,1968,Modern Pentathlon,Individual,Men
Hungary,HUN,3,1968,Athletics,Javelin Throw,Men
Hungary,HUN,1,1968,Athletics,Javelin Throw,Women
Hungary,HUN,2,1968,Canoe Sprint,"Kayak Doubles, 1,000 metres",Men
Hungary,HUN,2,1968,Canoe Sprint,"Kayak Doubles, 500 metres",Women
Hungary,HUN,3,1968,Canoe Sprint,"Kayak Fours, 1,000 metres",Men
Hungary,HUN,1,1968,Canoe Sprint,"Kayak Singles, 1,000 metres",Men
Hungary,HUN,3,1968,Wrestling,"Light-Heavyweight, Freestyle",Men
Hungary,HUN,3,1968,Weightlifting,Middleweight,Men
Hungary,HUN,3,1968,Athletics,Pentathlon,Women
Hungary,HUN,3,1968,Fencing,"Sabre, Individual",Men
Hungary,HUN,3,1968,Fencing,"Sabre, Team",Men
Hungary,HUN,2,1968,Shooting,"Small-Bore Rifle, Prone, 50 metres",Open
Hungary,HUN,1,1968,Modern Pentathlon,Team,Men
Hungary,HUN,3,1968,Water Polo,Water Polo,Men
Hungary,HUN,3,1968,Wrestling,"Welterweight, Greco-Roman",Men
India,IND,3,1968,Hockey,Hockey,Men
Iran,IRN,1,1968,Weightlifting,Bantamweight,Men
Iran,IRN,3,1968,Wrestling,"Bantamweight, Freestyle",Men
Iran,IRN,3,1968,Wrestling,"Featherweight, Freestyle",Men
Iran,IRN,2,1968,Weightlifting,Lightweight,Men
Iran,IRN,1,1968,Wrestling,"Lightweight, Freestyle",Men
Italy,ITA,3,1968,Cycling Road,100 kilometres Team Time Trial,Men
Italy,ITA,3,1968,Athletics,110 metres Hurdles,Men
Italy,ITA,1,1968,Rowing,Coxed Pairs,Men
Italy,ITA,3,1968,Rowing,Coxless Fours,Men
Italy,ITA,3,1968,Fencing,"Épée, Individual",Men
Italy,ITA,3,1968,Boxing,Heavyweight,Men
Italy,ITA,3,1968,Sailing,One Person Dinghy,Open
Italy,ITA,1,1968,Diving,Platform,Men
Italy,ITA,1,1968,Cycling Road,"Road Race, Individual",Men
Italy,ITA,2,1968,Fencing,"Sabre, Team",Men
Italy,ITA,2,1968,Shooting,Skeet,Open
Italy,ITA,2,1968,Diving,Springboard,Men
Italy,ITA,2,1968,Cycling Track,Sprint,Men
Italy,ITA,3,1968,Cycling Track,"Team Pursuit, 4,000 metres",Men
Italy,ITA,3,1968,Athletics,Triple Jump,Men
Italy,ITA,3,1968,Sailing,Two Person Keelboat,Open
Jamaica,JAM,2,1968,Athletics,100 metres,Men
Japan,JPN,3,1968,Boxing,Bantamweight,Men
Japan,JPN,1,1968,Wrestling,"Bantamweight, Freestyle",Men
Japan,JPN,1,1968,Weightlifting,Featherweight,Men
Japan,JPN,3,1968,Weightlifting,Featherweight,Men
Japan,JPN,1,1968,Wrestling,"Featherweight, Freestyle",Men
Japan,JPN,2,1968,Wrestling,"Featherweight, Greco-Roman",Men
Japan,JPN,1,1968,Artistic Athletics,Floor Exercise,Men
Japan,JPN,2,1968,Artistic Athletics,Floor Exercise,Men
Japan,JPN,3,1968,Artistic Athletics,Floor Exercise,Men
Japan,JPN,1,1968,Wrestling,"Flyweight, Freestyle",Men
Japan,JPN,3,1968,Football,Football,Men
Japan,JPN,1,1968,Artistic Athletics,Horizontal Bar,Men
Japan,JPN,3,1968,Artistic Athletics,Horizontal Bar,Men
Japan,JPN,2,1968,Artistic Athletics,Horse Vault,Men
Japan,JPN,1,1968,Artistic Athletics,Individual All-Around,Men
Japan,JPN,3,1968,Artistic Athletics,Individual All-Around,Men
Japan,JPN,1,1968,Wrestling,"Lightweight, Greco-Roman",Men
Japan,JPN,2,1968,Athletics,Marathon,Men
Japan,JPN,2,1968,Weightlifting,Middleweight,Men
Japan,JPN,1,1968,Artistic Athletics,Parallel Bars,Men
Japan,JPN,1,1968,Artistic Athletics,Rings,Men
Japan,JPN,3,1968,Artistic Athletics,Rings,Men
Japan,JPN,1,1968,Artistic Athletics,Team All-Around,Men
Japan,JPN,2,1968,Volleyball,Volleyball,Men
Japan,JPN,2,1968,Volleyball,Volleyball,Women
Kenya,KEN,1,1968,Athletics,"1,500 metres",Men
Kenya,KEN,1,1968,Athletics,"10,000 metres",Men
Kenya,KEN,1,1968,Athletics,"3,000 metres Steeplechase",Men
Kenya,KEN,2,1968,Athletics,"3,000 metres Steeplechase",Men
Kenya,KEN,2,1968,Athletics,4 x 400 metres Relay,Men
Kenya,KEN,2,1968,Athletics,"5,000 metres",Men
Kenya,KEN,3,1968,Athletics,"5,000 metres",Men
Kenya,KEN,2,1968,Athletics,800 metres,Men
Kenya,KEN,3,1968,Boxing,Featherweight,Men
South Korea,KOR,3,1968,Boxing,Bantamweight,Men
South Korea,KOR,2,1968,Boxing,Light-Flyweight,Men
Mexico,MEX,2,1968,Athletics,20 kilometres Walk,Men
Mexico,MEX,1,1968,Swimming,200 metres Breaststroke,Men
Mexico,MEX,3,1968,Swimming,800 metres Freestyle,Women
Mexico,MEX,1,1968,Boxing,Featherweight,Men
Mexico,MEX,1,1968,Boxing,Flyweight,Men
Mexico,MEX,2,1968,Fencing,"Foil, Individual",Women
Mexico,MEX,3,1968,Boxing,Heavyweight,Men
Mexico,MEX,3,1968,Boxing,Middleweight,Men
Mexico,MEX,2,1968,Diving,Platform,Men
Mongolia,MNG,3,1968,Wrestling,"Flyweight, Freestyle",Men
Mongolia,MNG,3,1968,Wrestling,"Lightweight, Freestyle",Men
Mongolia,MNG,2,1968,Wrestling,"Middleweight, Freestyle",Men
Mongolia,MNG,3,1968,Wrestling,"Welterweight, Freestyle",Men
Netherlands,NLD,1,1968,Cycling Road,100 kilometres Team Time Trial,Men
Netherlands,NLD,1,1968,Swimming,200 metres Butterfly,Women
Netherlands,NLD,3,1968,Athletics,800 metres,Women
Netherlands,NLD,2,1968,Rowing,Coxed Pairs,Men
Netherlands,NLD,2,1968,Rowing,Double Sculls,Men
Netherlands,NLD,1,1968,Rowing,Single Sculls,Men
Netherlands,NLD,2,1968,Cycling Track,"Tandem Sprint, 2,000 metres",Men
Norway,NOR,1,1968,Canoe Sprint,"Kayak Fours, 1,000 metres",Men
Norway,NOR,2,1968,Sailing,Two Person Keelboat,Open
New Zealand,NZL,1,1968,Rowing,Coxed Fours,Men
New Zealand,NZL,3,1968,Athletics,Marathon,Men
New Zealand,NZL,3,1968,Shooting,"Small-Bore Rifle, Prone, 50 metres",Open
Pakistan,PAK,1,1968,Hockey,Hockey,Men
Poland,POL,3,1968,Cycling Track,"1,000 metres Time Trial",Men
Poland,POL,3,1968,Athletics,100 metres,Women
Poland,POL,1,1968,Athletics,200 metres,Women
Poland,POL,3,1968,Weightlifting,Bantamweight,Men
Poland,POL,3,1968,Fencing,"Épée, Team",Men
Poland,POL,2,1968,Boxing,Flyweight,Men
Poland,POL,3,1968,Fencing,"Foil, Team",Men
Poland,POL,3,1968,Boxing,Light-Flyweight,Men
Poland,POL,3,1968,Boxing,Light-Heavyweight,Men
Poland,POL,3,1968,Weightlifting,Light-Heavyweight,Men
Poland,POL,2,1968,Boxing,Lightweight,Men
Poland,POL,1,1968,Weightlifting,Lightweight,Men
Poland,POL,3,1968,Weightlifting,Lightweight,Men
Poland,POL,1,1968,Boxing,Light-Welterweight,Men
Poland,POL,3,1968,Weightlifting,Middle-Heavyweight,Men
Poland,POL,1,1968,Shooting,"Rapid-Fire Pistol, 25 metres",Open
Poland,POL,1,1968,Fencing,"Sabre, Individual",Men
Poland,POL,3,1968,Volleyball,Volleyball,Women
Romania,ROU,2,1968,Athletics,800 metres,Women
Romania,ROU,2,1968,Wrestling,"Bantamweight, Greco-Roman",Men
Romania,ROU,1,1968,Canoe Sprint,"Canadian Doubles, 1,000 metres",Men
Romania,ROU,1,1968,Athletics,Discus Throw,Women
Romania,ROU,3,1968,Wrestling,"Featherweight, Greco-Roman",Men
Romania,ROU,1,1968,Fencing,"Foil, Individual",Men
Romania,ROU,3,1968,Fencing,"Foil, Team",Women
Romania,ROU,2,1968,Athletics,Javelin Throw,Women
Romania,ROU,2,1968,Canoe Sprint,"Kayak Fours, 1,000 metres",Men
Romania,ROU,3,1968,Canoe Sprint,"Kayak Singles, 500 metres",Women
Romania,ROU,2,1968,Boxing,Light-Heavyweight,Men
Romania,ROU,3,1968,Wrestling,"Light-Heavyweight, Greco-Roman",Men
Romania,ROU,3,1968,Boxing,Lightweight,Men
Romania,ROU,1,1968,Athletics,Long Jump,Women
Romania,ROU,2,1968,Shooting,"Rapid-Fire Pistol, 25 metres",Open
Switzerland,CHE,2,1968,Sailing,5.5 metres,Open
Switzerland,CHE,3,1968,Rowing,Coxed Fours,Men
Switzerland,CHE,3,1968,Shooting,"Free Rifle, Three Positions, 300 metres",Open
Switzerland,CHE,3,1968,Cycling Track,"Individual Pursuit, 4,000 metres",Men
Switzerland,CHE,3,1968,Equestrian Dressage,Team,Open
Sweden,SWE,2,1968,Cycling Road,100 kilometres Team Time Trial,Men
Sweden,SWE,1,1968,Sailing,5.5 metres,Open
Sweden,SWE,1,1968,Modern Pentathlon,Individual,Men
Sweden,SWE,3,1968,Cycling Road,"Road Race, Individual",Men
Czech Republic,CZE,2,1968,Artistic Athletics,Balance Beam,Women
Czech Republic,CZE,3,1968,Athletics,Discus Throw,Men
Czech Republic,CZE,1,1968,Artistic Athletics,Floor Exercise,Women
Czech Republic,CZE,3,1968,Wrestling,"Flyweight, Greco-Roman",Men
Czech Republic,CZE,3,1968,Wrestling,"Heavyweight, Greco-Roman",Men
Czech Republic,CZE,1,1968,Athletics,High Jump,Women
Czech Republic,CZE,1,1968,Artistic Athletics,Horse Vault,Women
Czech Republic,CZE,1,1968,Artistic Athletics,Individual All-Around,Women
Czech Republic,CZE,1,1968,Diving,Platform,Women
Czech Republic,CZE,1,1968,Shooting,"Small-Bore Rifle, Prone, 50 metres",Open
Czech Republic,CZE,2,1968,Artistic Athletics,Team All-Around,Women
Czech Republic,CZE,1,1968,Artistic Athletics,Uneven Bars,Women
Czech Republic,CZE,3,1968,Volleyball,Volleyball,Men
Taiwan,TWN,3,1968,Athletics,80 metres Hurdles,Women
Tunisia,TUN,3,1968,Athletics,"10,000 metres",Men
Tunisia,TUN,1,1968,Athletics,"5,000 metres",Men
Turkey,TUR,1,1968,Wrestling,"Light-Heavyweight, Freestyle",Men
Turkey,TUR,1,1968,Wrestling,"Welterweight, Freestyle",Men
Uganda,UGA,2,1968,Boxing,Bantamweight,Men
Uganda,UGA,3,1968,Boxing,Flyweight,Men
Russia,RUS,2,1968,Swimming,100 metres Breaststroke,Men
Russia,RUS,3,1968,Swimming,100 metres Breaststroke,Men
Russia,RUS,2,1968,Swimming,100 metres Breaststroke,Women
Russia,RUS,1,1968,Athletics,20 kilometres Walk,Men
Russia,RUS,3,1968,Athletics,20 kilometres Walk,Men
Russia,RUS,2,1968,Swimming,200 metres Breaststroke,Men
Russia,RUS,3,1968,Swimming,200 metres Breaststroke,Women
Russia,RUS,2,1968,Swimming,4 x 100 metres Freestyle Relay,Men
Russia,RUS,3,1968,Swimming,4 x 100 metres Medley Relay,Men
Russia,RUS,3,1968,Athletics,4 x 100 metres Relay,Women
Russia,RUS,3,1968,Swimming,4 x 200 metres Freestyle Relay,Men
Russia,RUS,3,1968,Athletics,400 metres,Women
Russia,RUS,1,1968,Artistic Athletics,Balance Beam,Women
